,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3,PASSED_OVER_PACKAGES_TLMD
0,10902,7671,3231,3836,2685,682,1151,7671.0,2983,3087,851,633,655,183,23,22,4,744,748,195,8,15,1,1575,1647,468,3981,513.2755723169327,,827.5233221318335,1039.7690560571687,1087.3254895998548,1119.1689006825557,374.2462238732841,375.83246115292786,374.9626228474834,370.8722839650097,155,1,30,34,1,[],[],[],1
1,10902,7323,3579,3662,2563,568,1098,7323.0,3527,3683,926,521,559,142,718,699,179,314,371,75,1,0,0,1973,2054,530,2766,504.2018819064167,,787.5470275462087,996.9741795535061,1039.6030752988095,1075.5192821924104,410.99016124951993,411.60164461004297,411.51915767055726,143.01351946611317,148,32,25,16,1,[],[],[],1
2,10902,6769,4133,3384,2369,805,1015,6769.0,3590,2978,508,873,708,137,393,329,56,826,684,102,12,11,2,1486,1246,211,3826,604.8771826908098,,877.3778782992131,1061.6816698582534,1126.1776547980742,1165.2435391010847,475.8323230355371,477.0017825948432,476.7821057542542,374.45236039273715,137,16,35,33,1,[],[],[],1
3,10902,7402,3500,3701,2591,593,1110,,3753,3397,898,479,446,105,639,588,156,477,482,118,2,6,2,2156,1875,517,2854,482.9218535838828,,774.8889458296346,995.6320649806621,1039.3167571173212,,384.66882109208626,384.7805195107406,385.21644539256465,383.08460069971244,150,28,21,22,1,[],[],[],115
4,10902,6795,4107,3398,2378,680,1019,6795.0,3342,3074,838,619,583,150,423,399,130,819,756,217,2,7,2,1479,1329,339,3648,604.4484667994951,,902.7605845523091,1103.3168892809556,1153.3347524458354,1195.0839815186646,485.43474424581785,485.30686222406376,485.6620313829376,461.7391974523641,137,20,28,36,1,[],[],[],1
5,10902,8009,2893,4004,2803,774,1201,,3565,2762,707,939,713,174,507,390,98,28,17,4,10,10,3,2081,1632,428,3868,507.1082827366321,,828.236852913315,1055.0540595083262,1110.5657519681909,,358.7053372789166,358.09239982504937,356.2337814030979,353.1907956222907,163,20,37,1,1,[],[],"[<Dual_sim_SC_Change_1.Pallet object at 0x0000025DE231CF10>, <Dual_sim_SC_Change_1.Pallet object at 0x0000025DE22B2CD0>]",163
6,10902,7540,3362,3770,2639,694,1131,,4961,2003,784,678,265,101,710,300,118,775,282,128,2,3,0,2796,1153,437,3154,485.163886551169,,797.2787116432687,1020.4266526518513,1069.5137715488895,,366.12588265531934,366.06518808388205,365.80363881489035,360.29871127272827,152,23,21,24,1,[],[],"[<Dual_sim_SC_Change_1.Pallet object at 0x0000025DE2F05950>, <Dual_sim_SC_Change_1.Pallet object at 0x0000025DE4305750>]",143
7,10902,6193,4709,3096,2168,534,929,6193.0,4362,3244,911,746,557,152,511,367,120,1166,846,244,0,0,0,1939,1474,395,2385,528.4739248970915,,779.5827163039681,957.3991047028151,996.048214046435,1022.9593514303764,531.5506265734577,533.2133711953161,532.9132542146485,0.0,125,20,30,46,0,[],[],[],1
8,10902,6365,4537,3182,2228,644,955,6365.0,3798,2848,844,936,710,220,807,598,179,554,394,132,3,2,2,1498,1144,311,3412,613.9203670916219,,886.8909417276459,1081.1724697044583,1140.939545942216,1192.815863077155,499.34972303821905,501.7841876443983,501.7511927761603,497.8233242677919,129,32,38,22,1,[],[],[],1
9,10902,7262,3640,3631,2542,685,1089,7262.0,3584,2794,833,268,199,57,815,681,213,699,548,159,1,0,0,1801,1366,404,3691,534.3272838736623,,819.9301267443623,1027.14209456506,1073.5760857302944,1101.1597164451232,408.46570517448754,404.73376610061007,408.35539574004775,88.65465259612023,146,35,11,29,1,[],[],[],1
