,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3
0,10902,7231,3671,3616,2531,763,1085,0,4282,2482,657,405,234,67,969,557,165,730,437,104,2,1,0,2176,1253,321,3481,570.3936210524166,1192.562766919582,869.724573433375,1157.7245734334326,1288.92457343345,,448.448780757573,448.8541861629784,448.8541861629784,319.72513210892106,146,34,15,26,1,0,0,2
1,10902,7177,3725,3588,2512,707,1077,0,4286,3529,663,848,665,131,714,647,116,307,240,43,5,6,3,2412,1971,370,2424,521.7846023561789,1125.6224806035868,813.1155547371318,1093.7155547371804,1196.3155547371964,,435.01973749130724,435.01973749130593,435.0197374913068,435.2120593586274,145,30,33,12,1,0,0,1
2,10902,6948,3954,3474,2432,455,1042,0,4295,3204,1108,516,396,144,622,471,151,812,590,220,13,13,6,2332,1734,587,2295,537.1667521725886,1155.1493263837037,819.4977045535413,1095.0977045535906,1200.497704553601,,464.19377919961346,463.78837379420804,463.3829683888026,459.32891433474845,140,25,22,33,1,0,0,7
3,10902,7166,3736,3583,2508,506,1075,0,4535,3249,1010,920,607,213,595,428,132,422,304,96,12,7,0,2586,1903,569,2108,526.4130366311006,1148.443013400138,817.3439890120534,1098.9439890121032,1199.3439890121147,,459.4087368767993,459.73914228220474,459.4283314713939,457.71211525517765,145,24,35,17,1,0,0,7
4,10902,7638,3264,3819,2673,647,1146,0,3268,2993,870,495,448,122,489,446,106,531,484,143,0,0,0,1753,1615,499,3771,542.9546986623835,1199.498461156971,855.6856510433386,1157.8856510433966,1284.4856510434113,,395.69296647564755,394.8821556648367,395.69296647564755,457.71211525517765,154,21,22,24,1,0,0,2
5,10902,7909,2993,3954,2768,690,1186,0,4609,3053,761,0,0,0,765,472,122,889,589,140,9,5,2,2946,1987,497,2479,474.7752457002484,1138.3344591659184,795.9061980812008,1100.1061980812513,1208.106198081267,,376.413430788897,394.8821556648367,376.66883619430246,368.1553226807887,160,28,22,33,1,0,0,2
6,10902,6581,4321,3290,2303,724,987,0,4693,3593,534,456,366,59,547,436,75,1309,927,135,5,5,1,2376,1859,264,2082,637.0440364295227,1213.8278430032396,920.774988810493,1185.9749888105455,1306.174988810562,,573.3953877808722,572.1041715646559,575.9991961346808,390.5937907292704,133,22,18,48,1,0,0,3
7,10902,7622,3280,3290,2303,724,987,0,4336,2460,1034,578,333,124,395,228,81,846,466,212,9,6,2,2508,1427,615,3072,637.0440364295227,1213.8278430032396,920.774988810493,1185.9749888105455,1306.174988810562,,573.3953877808722,572.1041715646559,575.9991961346808,390.5937907292704,133,22,18,48,1,0,0,3
8,10902,7183,3719,3290,2303,724,987,0,3715,3255,1234,702,657,246,516,459,155,471,376,134,0,3,0,2026,1760,699,2698,637.0440364295227,1213.8278430032396,920.774988810493,1185.9749888105455,1306.174988810562,,573.3953877808722,572.1041715646559,575.9991961346808,572.1956966257242,133,22,18,48,1,0,0,3
9,10902,7874,3028,3937,2756,750,1181,0,3066,2752,790,294,257,69,653,545,166,496,411,121,8,5,3,1615,1534,431,4294,569.059111250857,1213.8278430032396,900.5900636318227,1210.9900636318853,1306.174988810562,,405.17575744249893,404.7703520370935,405.17575744249893,392.608189874931,159,28,13,21,1,0,0,10
10,10902,6764,4138,3382,2367,635,1015,0,4311,3282,766,392,299,72,535,430,93,1186,892,219,12,6,2,2186,1655,380,2543,594.1432981371964,1189.842636846167,876.0742505181563,1147.67425051821,1274.0742505182245,,513.5426224615184,514.6838386777346,514.6838386777346,502.9270819209775,137,22,16,46,1,0,0,1
11,10902,6013,4889,3006,2105,698,902,0,3792,3365,555,501,477,68,468,439,67,1423,1230,216,0,0,0,1400,1219,204,3190,660.412114685346,1204.2151662515723,921.7430670663166,1167.1430670663644,1294.7430670663803,,555.0067092799374,554.1958984691265,555.4121146853428,502.9270819209775,123,20,21,58,1,0,0,3
12,10902,7371,3531,3686,2580,566,1106,0,3505,3751,944,583,635,168,455,467,103,464,502,131,11,9,3,1992,2138,539,2702,561.2265856624988,1223.415621712118,865.5575380434565,1158.5575380435153,1299.957538043528,,1162.3403760118704,472.47836698927756,473.2891778000884,470.04593455684505,149,21,28,22,1,0,0,5
13,10902,7701,3201,3850,2695,765,1155,0,4050,2532,687,616,365,95,539,338,87,641,380,113,13,13,1,2241,1436,391,3633,525.1449412435782,1180.982704810772,837.2758936245312,1146.2758936245918,1277.4758936246092,,385.55034664897994,385.95575205438536,385.55034664897994,382.712508811142,155,20,22,23,1,0,0,2
14,10902,6809,4093,3404,2383,600,1021,0,4433,2945,798,680,435,111,343,235,54,1212,793,211,8,11,0,2190,1471,422,2726,583.6693435947227,1179.2653045229863,864.8002959756797,1138.000295975734,1259.8002959757475,,495.3659652163417,495.3659652163417,495.3855598109363,486.77745170282793,138,13,25,45,1,0,0,3
15,10902,6625,4277,3312,2319,692,994,0,4464,2046,760,501,249,78,852,407,152,1213,578,225,15,4,3,1883,808,302,3632,593.4891692228193,1187.0596808484668,868.4201216037776,1135.2201216038304,1276.220121603846,,473.59973433338087,473.11932892797546,474.3355451441917,460.6267613604075,134,29,17,41,1,0,0,1
16,10902,6230,4672,3115,2180,590,934,0,4159,3105,774,825,671,151,1019,718,185,565,445,93,0,0,0,1750,1271,345,2864,617.245438330758,1178.4616496631631,878.5763907117187,1131.3763907117682,1258.1763907117816,,524.8130058983228,524.002195087512,521.9751680604849,460.6267613604075,126,39,33,23,1,0,0,1
17,10902,7192,3710,3596,2517,686,1079,0,3007,3600,822,688,858,191,224,282,81,559,670,157,0,0,0,1536,1790,393,3473,571.2035222933492,1202.9044590719109,868.5344746743071,1155.1344746743644,1291.53447467438,,453.8701684849926,455.08638470120883,455.08638470120883,460.6267613604075,145,12,35,28,1,0,0,0
18,10902,5457,5445,2728,1910,545,819,0,3738,3610,815,1410,1362,309,493,514,124,579,528,106,10,8,2,1246,1198,274,2739,671.8666770422207,1196.1239463224936,907.3976294231873,1133.3976294232307,1270.597629423243,,585.4403256908666,589.0889743395154,588.2781635287046,536.7916770422165,111,23,62,25,1,0,0,1
19,10902,6127,4775,3064,2144,523,919,0,3516,3721,939,687,732,165,321,365,83,575,589,177,475,488,118,1458,1547,396,2726,631.0075697449583,1203.260247358069,890.1385221259212,1139.53852212597,1275.538522125982,,538.1302970176828,538.1302970176828,588.2781635287046,538.1302970176828,124,16,32,25,22,0,0,3
20,10902,7087,3815,3544,2480,689,1063,0,3998,2921,794,456,340,100,611,438,113,875,639,204,23,13,3,2033,1491,374,3189,574.6555548232936,1218.9855351508722,867.7865072042515,1150.786507204308,1308.3865072043236,,470.87177103950677,470.06096022869593,1154.4510756914108,445.73663590437087,143,24,18,35,1,0,0,0
21,10902,8255,2647,4128,2889,348,1238,0,4376,2755,1269,305,179,89,594,390,176,485,306,113,5,4,1,2987,1876,890,2502,475.5860565110592,1189.325253937321,810.317008892012,1128.1170088920683,1224.9170088920762,,358.6717898349166,359.4076006457274,358.26638442951116,352.1853033484299,166,24,12,19,1,0,0,17
22,10902,6416,4486,3208,2246,702,962,0,3824,3587,619,339,338,53,860,854,150,915,807,156,8,6,0,1702,1582,260,2872,620.355330812762,1190.0070339637791,891.8862831937258,1151.486283193777,1280.4862831937928,,525.4904659478942,523.4634389208671,524.3688443262726,481.3012767587037,130,38,15,38,1,0,0,3
23,10902,7498,3404,3208,2246,702,962,0,2521,2487,823,845,850,274,257,233,75,390,349,131,0,0,0,1029,1055,343,5071,620.355330812762,1190.0070339637791,891.8862831937258,1151.486283193777,1280.4862831937928,,383.7820600267484,384.18746543215383,384.11246543215384,481.3012767587037,130,12,40,18,1,0,0,3
24,10902,6671,4231,3336,2335,602,1001,0,3355,3111,903,696,596,145,852,743,242,420,409,117,5,5,1,1382,1358,398,3533,634.4849943644721,1256.4812706022003,921.8159467454423,1190.2159467454953,1317.415946745509,,515.7367756912498,515.3313702858444,515.7367756912498,412.9590729885447,135,37,29,19,1,0,0,0
25,10902,6721,4181,3360,2352,691,1008,0,4332,3033,682,894,599,146,745,526,133,597,443,83,5,8,2,2091,1457,318,2855,597.7638267928191,1204.7764623351582,878.4947791737796,1148.6947791738332,1294.4947791738489,,505.99220517119477,1152.4791650378593,506.06720517119476,460.25639436038256,137,29,33,23,1,0,0,0
26,10902,7177,3725,3360,2352,691,1008,0,4443,2584,837,751,457,154,557,308,96,810,428,162,1,1,0,2324,1390,425,3038,597.7638267928191,1204.7764623351582,878.4947791737796,1148.6947791738332,1294.4947791738489,,505.99220517119477,1152.4791650378593,506.06720517119476,460.25639436038256,137,29,33,23,1,0,0,0
27,10902,8035,2867,4018,2812,535,1205,0,4240,3258,1008,835,629,202,552,389,113,67,51,23,2,4,0,2784,2185,670,2396,471.53200245700504,1153.8107588859923,797.4629548379577,1105.462954838009,1207.862954838021,,362.762529323362,362.92334013417286,353.59901580984825,339.96523202606403,163,22,34,3,1,0,0,8
28,10902,6728,4174,3364,2355,747,1009,0,4464,3095,549,1285,906,149,455,331,60,528,353,73,17,12,5,2179,1493,262,2794,584.733507217796,1161.6212497629906,862.8644595987532,1133.2644595988068,1256.8644595988237,,493.1118855961717,495.87472343400964,494.25310181238797,488.5774261367121,137,17,47,20,1,0,0,3
29,10902,7315,3587,3364,2355,747,1009,0,4849,3248,756,792,580,99,486,341,84,637,447,98,15,7,1,2919,1873,474,2049,584.733507217796,1161.6212497629906,862.8644595987532,1133.2644595988068,1256.8644595988237,,493.1118855961717,495.87472343400964,494.25310181238797,488.5774261367121,137,17,47,20,1,0,0,3
