Station_1_1_hours,Station_1_2_hours,Station_1_3_hours,Station_1_4_hours,Station_1_5_hours,Station_1_6_hours,Station_1_7_hours,Station_1_8_hours,Station_1_9_hours,Station_1_10_hours,Station_1_11_hours,Station_1_12_hours,Station_1_13_hours,Station_1_14_hours,Station_1_15_hours,Station_1_16_hours,Station_1_17_hours,Station_1_18_hours,Station_1_19_hours,Station_2_1_hours,Station_2_2_hours,Station_2_3_hours,Station_2_4_hours,Station_2_5_hours,Station_2_6_hours,Station_2_7_hours,Station_2_8_hours,Station_2_9_hours,Station_3_1_hours,Station_3_2_hours,Station_3_3_hours
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6.4381818181818184,2.2124862914862904,6.438181818181815,6.438181818181815,6.438181818181815,0.0,0.0,0.0,1.7675062500000003,1.0605037499999987,0.7070024999999998,0.7892291666666669,0.9470749999999981,0.631383333333333,3.6708333333333334,2.2025000000000006,1.4683333333333317,6.438181818181815,2.2124862914862904,2.6599999999999953,2.66,2.6599999999999953,2.6599999999999833,2.66,2.6599999999999913,1.9,1.9,1.9,0.5037878787878787,0.3022727272727273,0.2015151515151514
6.094211239917355,5.521065182829889,6.094211239917355,6.094211239917355,6.094211239917355,0.0,0.0,0.0,0.8860937500000006,0.531656250000001,0.3544375000000004,0.3956597222222218,0.4747916666666683,0.31652777777777796,1.8402777777777768,1.1041666666666679,0.7361111111111112,6.094211239917355,5.521065182829889,1.3208333333333253,1.3208333333333333,1.3208333333333253,0.79249999999998,0.7924999999999995,0.79249999999998,1.0566666666666507,1.0566666666666666,1.0566666666666507,0.24015151515151512,0.14409090909090924,0.06264822134387353
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6.03643062200956,0.4527322966507164,6.0364306220095525,6.036430622009567,6.03643062200957,0.0,0.0,0.0,3.9743812499999995,4.7692575,3.179505,3.549291666666667,4.25915,2.8394333333333335,5.502777777777777,4.952500000000001,3.301666666666667,6.0364306220095525,0.4527322966507164,1.0449999999999928,1.045,1.0449999999999928,0.6269999999999802,0.6269999999999998,0.6269999999999802,0.8359999999999843,0.8360000000000003,0.8359999999999843,0.19000000000000009,0.11400000000000006,0.04956521739130437
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.325625000000001,0.8918308531746205,5.325625000000001,5.325625000000001,5.325625000000001,0.0,0.0,0.0,1.9153000000000007,2.29836,1.5322399999999998,1.710444444444444,2.0525333333333333,1.3683555555555555,3.977777777777778,2.3866666666666667,3.1822222222222214,5.325625000000001,0.8918308531746205,2.375,2.375,2.375,0.93099999999998,0.93099999999998,0.93099999999998,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.19836647727272755,0.11901988636363653,0.07934659090909095
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.197686645636172,1.4711309523809524,5.197686645636172,5.197686645636172,5.197686645636172,0.0,0.0,0.0,0.31565,0.37878000000000006,0.25252,0.28188888888888897,0.3382666666666666,0.2255111111111111,1.3111111111111111,0.3933333333333332,0.5244444444444437,5.197686645636172,1.4711309523809524,0.6243386243386241,0.6243386243386241,0.6243386243386241,0.2247619047619048,0.2247619047619048,0.2247619047619048,0.1605442176870745,0.1605442176870745,0.1605442176870745,0.056459330143540834,0.053636363636363704,0.0357575757575758
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.430833333333332,0.4073124999999887,5.430833333333332,5.430833333333333,5.430833333333332,0.0,0.0,0.0,1.9938781250000008,1.1963268750000005,1.5951024999999994,1.7806180555555553,2.1367416666666657,1.424494444444445,4.1409722222222225,2.484583333333333,1.6563888888888887,5.430833333333332,0.4073124999999887,2.3569999999999975,2.357000000000005,2.357000000000004,2.3569999999999998,2.3569999999999807,2.3569999999999807,1.683571428571422,1.683571428571422,1.683571428571423,0.5022017045454545,0.3013210227272727,0.14609504132231407
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.383124999999996,0.9014598214285703,5.383124999999991,5.383125,5.383124999999996,0.0,0.0,0.0,0.5935156250000002,0.35610937499999906,0.47481249999999964,0.3533564814814814,0.6360416666666673,0.4240277777777779,2.4652777777777777,0.7395833333333321,0.4930555555555556,5.383124999999991,0.9014598214285703,2.907312925170058,2.907312925170058,2.907312925170068,1.744387755102013,1.744387755102013,1.7443877551020408,1.5195555555555558,1.5195555555555558,1.5195555555555558,0.4089712918660285,0.2590151515151512,0.17267676767676773
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.0174598633502745,1.5988175675675669,5.017459863350271,5.017459863350274,5.017459863350273,0.0,0.0,0.0,0.3250124999999997,0.1950074999999991,0.1300049999999997,0.19349999999999992,0.17415000000000092,0.07739999999999962,0.45,0.40500000000000114,0.26999999999999996,5.017459863350271,1.5988175675675669,2.253401360544213,2.253401360544213,2.253401360544213,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.3533333333333335,0.3533333333333255,0.3533333333333255,0.15849282296650702,0.10037878787878778,0.06691919191919185
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.528909634825666,1.4370777027027029,5.528909634825665,5.528909634825667,5.528909634825666,0.0,0.0,0.0,1.034221875,0.6205331250000015,0.4136887500000004,0.6157361111111115,0.5541625000000009,0.3694416666666669,1.4319444444444447,1.2887500000000003,0.5727777777777773,5.528909634825666,1.4370777027027029,0.23511904761904012,0.23511904761903324,0.23511904761904764,0.3627551020408045,0.36275510204078487,0.36275510204082506,0.15800000000001552,0.15800000000000047,0.1580000000000309,0.04252392344497592,0.02693181818181816,0.01795454545454546
6.157703126028918,2.4777424483306834,6.157703126028918,6.157703126028918,6.157703126028918,0.0,0.0,0.0,1.126175,0.6757050000000007,0.45047000000000015,0.5028611111111108,0.603433333333335,0.40228888888888914,2.338888888888889,1.4033333333333324,0.9355555555555555,6.157703126028918,2.4777424483306834,2.588333333333318,2.5883333333333334,2.588333333333318,2.588333333333333,2.588333333333333,2.588333333333333,1.7255555555555553,1.7255555555555553,1.7255555555555553,0.49021464646464646,0.2941287878787878,0.19608585858585867
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6.004999999999998,1.2081488095238115,6.004999999999993,6.005,6.004999999999996,0.0,0.0,0.0,1.4919812499999998,0.89518875,0.5967925000000002,0.8882685185185188,0.7994416666666669,0.5329611111111111,2.0657407407407398,1.8591666666666666,0.8262962962962964,6.004999999999993,1.2081488095238115,0.14540816326530573,0.14540816326530573,0.14540816326530573,0.12214285714285715,0.12214285714285715,0.12214285714285715,0.08142857142857142,0.08142857142857142,0.08142857142857142,0.02286096256684498,0.015545454545454508,0.010363636363636457
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.199173553719008,0.25995867768595077,5.199173553719008,5.199173553719008,5.199173553719008,0.0,0.0,0.0,0.21390446428571433,0.29946625,0.19964416666666668,0.26743611111111065,0.26743611111111115,0.26743611111111104,3.1097222222222225,0.26654761904761903,1.243888888888889,5.199173553719008,0.25995867768595077,2.2511111111111113,2.2511111111111113,2.2511111111111113,1.3506666666666662,1.3506666666666662,1.3506666666666662,0.5402666666666669,0.5402666666666669,0.5402666666666669,0.24234449760766003,0.15348484848484864,0.10232323232323341
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6.348749999999993,3.1416235119047586,6.348749999999993,6.348749999999993,6.348749999999993,0.0,0.0,0.0,1.5016781249999998,0.9010068750000002,1.2013425,1.3410624999999996,1.6092750000000002,1.0728499999999999,3.1187500000000004,1.8712499999999999,2.495,6.348749999999993,3.1416235119047586,0.3266666666666666,0.3266666666666666,0.3266666666666666,0.19599999999999995,0.19599999999999995,0.19599999999999995,0.1306666666666667,0.1306666666666667,0.1306666666666667,0.03712121212121211,0.022272727272727295,0.014848484848484864
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.0,1.5496031746031746,5.0,5.0,5.0,0.0,0.0,0.0,3.1845875,1.9107524999999974,1.273835,1.42198611111111,1.7063833333333314,1.1375888888888879,6.613888888888889,3.96833333333333,2.645555555555555,5.0,1.5496031746031746,4.064880952380952,4.064880952380952,4.064880952380952,1.2194642857142783,1.2194642857142783,1.2194642857142783,1.8066137566137535,1.8066137566137535,1.8066137566137535,0.3880113636363563,0.31040909090908525,0.1633732057416248
5.799308568716494,4.232114467408586,5.799308568716494,5.799308568716494,5.799308568716494,0.0,0.0,0.0,1.2171249999999998,0.730275,0.4868500000000001,0.543472222222222,0.6521666666666666,0.43477777777777776,1.2638888888888886,0.7583333333333331,1.011111111111111,5.799308568716494,4.232114467408586,0.7294444444444266,0.7294444444444266,0.7294444444444266,1.8757142857142852,1.8757142857142852,1.8757142857142852,0.8931972789115648,0.8931972789115648,0.8931972789115648,0.15705741626794578,0.09423444976076581,0.0702139037433156
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.26587918660287,0.26329395933014405,5.26587918660287,5.26587918660287,5.26587918660287,0.0,0.0,0.0,1.3207812499999998,2.3774062500000004,1.5849374999999999,1.769270833333333,2.1231249999999995,0.4718055555555553,8.229166666666666,4.937499999999998,3.2916666666666683,5.26587918660287,0.26329395933014405,0.9940476190476186,0.9940476190476186,0.9940476190476186,0.4175,0.4175,0.4175,0.13253968253968254,0.13253968253968254,0.13253968253968254,0.055350378787878914,0.041949760765550285,0.04428030303030306
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.689791763694767,1.9553014553014554,5.689791763694767,5.689791763694767,5.689791763694767,0.0,0.0,0.0,4.45454375,2.67272625,1.7818174999999998,1.9890486111111114,2.3868583333333326,1.5912388888888893,4.625694444444444,5.550833333333333,3.700555555555555,5.689791763694767,1.9553014553014554,0.7704081632652852,0.7704081632652935,0.7704081632652926,0.6039999999999999,0.6039999999999999,0.6039999999999999,0.40266666666666673,0.40266666666666673,0.40266666666666673,0.10837320574162679,0.07721590909090913,0.04118181818181818
6.420625000000001,1.452284226190476,6.420624999999998,6.420625,6.4206249999999985,0.0,0.0,0.0,1.0850468749999997,1.3020562500000001,0.8680374999999998,0.9689930555555559,1.1627916666666671,0.7751944444444443,2.2534722222222214,1.3520833333333329,1.8027777777777778,6.420624999999998,1.452284226190476,3.904444444444443,3.904444444444443,3.904444444444443,2.3426666666666556,2.342666666666654,2.342666666666663,1.5617777777777784,1.5617777777777668,1.5617777777777668,0.49914772727272727,0.3686013986013991,0.14520661157024797
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6.201249999999996,4.525436011904742,6.201249999999991,6.20125,6.201249999999996,0.0,0.0,0.0,0.4828375,0.2897025000000002,0.19313499999999997,0.21559722222222216,0.2587166666666666,0.17247777777777795,0.501388888888889,0.6016666666666667,0.40111111111111114,6.201249999999991,4.525436011904742,1.8022959183673413,1.8022959183673541,1.8022959183673555,1.4129999999999812,1.4129999999999887,1.412999999999979,0.9420000000000001,0.9419999999999953,0.9419999999999922,0.40142045454545455,0.18063920454545454,0.08377470355731226
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.0,1.7182539682539681,5.0,5.0,5.0,0.0,0.0,0.0,0.29759375,0.35711249999999994,0.23807500000000026,0.26576388888888935,0.3189166666666666,0.2126111111111113,1.2361111111111107,0.7416666666666671,0.49444444444444446,5.0,1.7182539682539681,3.25,3.25,3.25,2.7857142857142856,2.7857142857142856,2.7857142857142856,1.3,1.3,1.3,0.4431818181818204,0.26590909090909043,0.16545454545454516
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.705416666666661,1.0980663029100508,5.705416666666657,5.705416666666667,5.705416666666664,0.0,0.0,0.0,2.3312625000000002,1.3987574999999985,0.9325049999999999,1.0409583333333323,1.2491500000000002,0.8327666666666662,2.4208333333333334,2.905000000000001,1.936666666666665,5.705416666666657,1.0980663029100508,3.4023333333333285,3.4023333333333334,3.4023333333333285,3.402333333333333,3.402333333333333,3.402333333333333,2.2682222222222226,2.2682222222222226,2.2682222222222226,0.6443813131313132,0.38662878787878785,0.2577525252525253
