Station_1_1_hours,Station_1_2_hours,Station_1_3_hours,Station_1_4_hours,Station_1_5_hours,Station_1_6_hours,Station_1_7_hours,Station_1_8_hours,Station_1_9_hours,Station_1_10_hours,Station_1_11_hours,Station_1_12_hours,Station_1_13_hours,Station_1_14_hours,Station_1_15_hours,Station_1_16_hours,Station_1_17_hours,Station_1_18_hours,Station_1_19_hours,Station_2_1_hours,Station_2_2_hours,Station_2_3_hours,Station_2_4_hours,Station_2_5_hours,Station_2_6_hours,Station_2_7_hours,Station_2_8_hours,Station_2_9_hours,Station_3_1_hours,Station_3_2_hours,Station_3_3_hours
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6.4381818181818184,2.2124862914862904,6.438181818181815,6.438181818181815,6.438181818181815,0.0,0.0,0.0,0.8837531250000001,1.0605037499999987,0.7070024999999998,0.7892291666666669,0.9470750000000017,0.631383333333333,1.8354166666666671,1.1012500000000003,0.7341666666666659,6.438181818181815,2.2124862914862904,2.6599999999999984,2.66,2.6599999999999984,2.0357142857142856,2.0357142857142856,2.0357142857142856,1.77333333333332,1.7733333333333334,1.77333333333332,0.43181818181818193,0.27204545454545437,0.1909090909090908
5.723193854681744,5.521065182829889,5.723193854681744,5.723193854681744,5.723193854681744,0.0,0.0,0.0,0.44304687499999995,0.53165625,0.3544375000000002,0.3956597222222222,0.47479166666666667,0.31652777777777774,0.920138888888889,0.5520833333333334,0.3680555555555556,5.723193854681744,5.521065182829889,1.3477891156462563,1.3477891156462563,1.3477891156462563,1.0566666666666666,1.0566666666666669,1.0566666666666669,1.0782312925170068,1.0782312925170068,1.0782312925170068,0.30018939393939387,0.1080681818181774,0.12007575757575732
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.5133333333333345,1.3848968253968392,5.513333333333329,5.513333333333333,5.513333333333332,0.0,0.0,0.0,2.584384375,3.1012612500000003,2.0675074999999996,2.3079652777777775,2.7695583333333325,1.846372222222222,5.367361111111111,6.440833333333334,2.1469444444444448,5.513333333333329,1.3848968253968392,3.275595238095231,3.2755952380952302,3.2755952380952333,0.9171666666666507,0.9171666666666365,0.9171666666666667,1.3102380952380956,1.3102380952380903,1.3102380952380954,0.3126704545454544,0.18760227272727265,0.12506818181818175
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6.036430622009554,0.45273229665071685,6.036430622009551,6.036430622009551,6.036430622009547,0.0,0.0,0.0,3.9743812499999995,4.7692575,1.5897524999999997,2.3661944444444445,2.129574999999999,2.839433333333334,4.127083333333333,9.905000000000001,3.301666666666667,6.036430622009558,0.45273229665071685,0.8359999999999872,0.8359999999999834,0.835999999999987,0.8359999999999497,0.835999999999939,0.8359999999999621,0.5573333333333411,0.557333333333329,0.5573333333333619,0.1357142857142857,0.09000000000000041,0.06000000000000003
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.325625000000001,0.8918308531746038,5.325625000000001,5.325625000000001,5.325625000000001,0.0,0.0,0.0,1.9153000000000002,1.1491800000000012,1.5322399999999998,1.1402962962962964,1.0262666666666682,1.3683555555555555,2.651851851851852,2.3866666666666667,1.591111111111111,5.325625000000001,0.8918308531746038,1.5516666666666694,1.5516666666666694,1.5516666666666694,0.7124999999999931,0.7124999999999954,0.7124999999999951,0.6650000000000011,0.6650000000000011,0.6650000000000011,0.17632575757575739,0.11201871657754014,0.0634772727272725
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.197686645636172,1.4711309523809524,5.197686645636172,5.197686645636173,5.197686645636172,0.0,0.0,0.0,0.31564999999999976,0.1893899999999995,0.25251999999999963,0.18792592592592547,0.11275555555555557,0.22551111111111144,1.3111111111111111,0.39333333333333265,0.2622222222222212,5.197686645636174,1.4711309523809524,0.8027210884353558,0.8027210884353555,0.8027210884353604,0.3371428571428571,0.3371428571428571,0.3371428571428571,0.10702947845804028,0.10702947845803162,0.10702947845804989,0.053636363636363614,0.03218181818181818,0.021454545454545483
5.679150717703342,3.6193317669172864,5.67915071770334,5.679150717703346,5.679150717703349,0.0,0.0,0.0,2.1366562499999997,1.2819937500000016,0.8546624999999999,0.9540624999999991,1.144874999999999,0.7632500000000002,2.21875,2.6625000000000014,1.775,5.67915071770334,3.6193317669172864,1.127551020408144,1.127551020408144,1.1275510204081631,0.6765306122448587,0.6765306122448587,0.676530612244898,0.45102040816322075,0.45102040816322075,0.4510204081632652,0.15068181818181828,0.09040909090909074,0.06027272727272788
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.430833333333328,0.4073125000000324,5.430833333333327,5.430833333333333,5.430833333333332,0.0,0.0,0.0,1.9938781250000002,1.1963268750000005,1.5951024999999999,1.1870787037037036,1.0683708333333328,1.4244944444444445,2.760648148148148,2.484583333333333,3.3127777777777774,5.430833333333327,0.4073125000000324,2.004251700680257,2.004251700680257,2.0042517006802556,2.3569999999999993,2.356999999999985,2.3569999999999833,1.5713333333333337,1.5713333333333281,1.5713333333333335,0.3826298701298703,0.25374401913875594,0.16070454545454566
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.383125000000001,0.6760948660714283,5.383125000000001,5.383125000000001,5.383125000000001,0.0,0.0,0.0,1.1870312499999998,0.7122187499999999,0.4748124999999999,0.3533564814814816,0.21201388888888892,0.4240277777777778,2.465277777777778,1.4791666666666665,0.9861111111111123,5.383125000000001,0.6760948660714283,1.9382086167800452,1.9382086167800452,1.9382086167800452,2.4421428571428603,2.4421428571428603,2.4421428571428603,1.6280952380952394,1.6280952380952394,1.6280952380952394,0.5550324675324675,0.38852272727272746,0.09713068181818182
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.0,0.9559523809523809,5.0,5.0,5.0,0.0,0.0,0.0,0.6500249999999976,0.39001499999999467,0.2600099999999985,0.29024999999999856,0.3482999999999947,0.23219999999999796,0.45,0.4049999999999975,0.539999999999999,5.0,0.9559523809523809,0.9278711484593787,0.9278711484593787,0.9278711484593787,0.5915178571428523,0.5915178571428523,0.5915178571428523,0.701058201058192,0.701058201058192,0.701058201058192,0.10037878787878375,0.12905844155843788,0.08030303030302548
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.528909634825666,1.4370777027027029,5.528909634825666,5.528909634825666,5.528909634825666,0.0,0.0,0.0,0.68948125,0.41368874999999977,0.4136887500000004,0.46180208333333317,0.5541625000000003,0.3694416666666669,1.4319444444444447,0.8591666666666669,0.4295833333333323,5.528909634825666,1.4370777027027029,0.17633928571427326,0.17633928571427326,0.17633928571428573,0.2539285714285614,0.2539285714285614,0.2539285714285714,0.2116071428571315,0.2116071428571315,0.21160714285714288,0.04039772727272713,0.024238636363636344,0.01615909090909078
6.157703126028918,2.477742448330684,6.157703126028918,6.157703126028918,6.157703126028918,0.0,0.0,0.0,0.5630875,0.33785250000000033,0.45047000000000015,0.5028611111111108,0.6034333333333315,0.40228888888888914,1.1694444444444443,0.701666666666668,0.4677777777777768,6.157703126028918,2.477742448330684,4.313888888888889,4.313888888888884,4.31388888888888,2.773214285714271,2.7732142857142597,2.773214285714286,0.8803854875283272,0.8803854875283131,0.8803854875283447,0.36766098484848503,0.3308948863636365,0.294128787878788
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6.005,1.2081488095238095,6.005,6.005,6.005,0.0,0.0,0.0,2.983962499999999,1.7903774999999997,0.5967925000000002,1.332402777777778,0.7994416666666669,1.0659222222222222,0.3873263888888888,3.718333333333333,2.4788888888888905,6.005,1.2081488095238095,0.18999999999999995,0.18999999999999995,0.18999999999999995,0.04885714285714282,0.04885714285714282,0.04885714285714282,0.11632653061224497,0.11632653061224497,0.11632653061224497,0.024289772727272726,0.014573863636363635,0.005757575757575757
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.199173553719008,0.25995867768593917,5.199173553719008,5.199173553719008,5.199173553719008,0.0,0.0,0.0,0.2994662500000004,0.17967974999999967,0.1996441666666667,0.1910257936507926,0.16046166666666578,0.2674361111111111,0.6219444444444449,0.3731666666666655,1.2438888888887858,5.199173553719008,0.25995867768593917,1.7227891156462587,1.7227891156462587,1.7227891156462587,1.4471428571428575,1.4471428571428575,1.4471428571428575,0.9647619047619049,0.9647619047619049,0.9647619047619049,0.2558080808080808,0.1625133689839559,0.07367272727272621
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.823689780176485,3.7114467408585052,5.823689780176485,5.823689780176485,5.823689780176485,0.0,0.0,0.0,1.7675062500000003,1.0605037499999987,0.7070024999999998,0.7892291666666669,0.9470750000000017,0.631383333333333,1.8354166666666671,2.2025000000000006,1.4683333333333317,5.823689780176485,3.7114467408585052,1.7372448979591417,1.7372448979591417,1.7372448979591417,1.042346938775502,1.042346938775502,1.042346938775502,0.6948979591836144,0.6948979591836144,0.6948979591836144,0.22110389610389666,0.1392954545454547,0.09775119617224891
6.408985608985608,3.1154791154791157,6.408985608985608,6.408985608985608,6.408985608985608,0.0,0.0,0.0,2.54125,1.5247499999999998,1.0165,1.1347222222222217,1.3616666666666664,0.9077777777777779,5.277777777777778,3.1666666666666665,2.111111111111111,6.408985608985608,3.1154791154791157,2.647142857142847,2.647142857142847,2.647142857142847,4.963392857142857,4.963392857142857,4.963392857142857,2.9412698412698415,2.9412698412698415,2.9412698412698415,0.6016233766233758,0.37902272727272684,0.26598086124401943
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6.348750000000003,2.3562176339285736,6.3487500000000034,6.3487500000000034,6.3487500000000034,0.0,0.0,0.0,1.5016781249999998,0.9010068749999998,1.2013425,1.3410624999999996,1.6092749999999996,1.0728499999999999,3.11875,1.8712499999999996,2.4950000000000006,6.3487500000000034,2.3562176339285736,0.48999999999995425,0.48999999999995425,0.48999999999995425,0.15,0.15,0.15,0.2799999999999997,0.2799999999999997,0.2799999999999997,0.03340909090909088,0.03340909090909102,0.01336363636363635
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.0,0.9623015873015873,5.0,5.0,5.0,0.0,0.0,0.0,1.0615291666666666,1.9107524999999994,1.273835,1.4219861111111107,1.7063833333333334,1.137588888888889,6.61388888888889,3.968333333333333,2.6455555555555588,5.0,0.9623015873015873,3.7938888888888926,3.7938888888888926,3.7938888888888926,1.1381666666666665,1.1381666666666665,1.1381666666666665,1.6259523809523813,1.6259523809523813,1.6259523809523813,0.5969405594405592,0.1724494949494949,0.20693939393939403
5.799308568716495,4.232114467408586,5.799308568716495,5.799308568716495,5.799308568716495,0.0,0.0,0.0,0.6085624999999997,0.365137499999999,0.48685000000000045,0.3623148148148149,0.3260833333333295,0.4347777777777777,1.2638888888888893,0.7583333333333329,0.5055555555555555,5.799308568716495,4.232114467408586,0.7443310657596358,0.7443310657596358,0.7443310657596358,0.6698979591836733,0.6698979591836733,0.6698979591836733,0.8931972789115648,0.8931972789115648,0.8931972789115648,0.14920454545454548,0.08952272727272721,0.059681818181817906
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.925039872408279,1.8362921191868438,5.925039872408252,5.925039872408286,5.925039872408293,0.0,0.0,0.0,3.34375,2.0062500000000014,1.3375000000000004,1.4930555555555554,1.7916666666666679,1.1944444444444444,3.4722222222222223,4.166666666666667,2.7777777777777777,5.925039872408252,1.8362921191868438,2.0085034013605267,2.0085034013605267,2.0085034013605445,2.362,2.362,2.362,1.5746666666666673,1.5746666666666673,1.5746666666666673,0.3834415584415585,0.25428229665071755,0.16104545454545444
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.193057705900171,3.3095439189189184,5.193057705900171,5.193057705900171,5.193057705900171,0.0,0.0,0.0,3.185256249999999,1.91115375,1.2741025000000001,1.422284722222222,1.7067416666666666,1.1378277777777779,6.615277777777779,3.9691666666666667,2.6461111111111113,5.193057705900171,3.3095439189189184,0.6674107142857144,0.6674107142857144,0.6674107142857144,0.3203571428571429,0.3203571428571429,0.3203571428571429,0.2135714285714286,0.2135714285714286,0.2135714285714286,0.04853896103896088,0.029123376623376527,0.022651515151515075
5.26587918660287,0.2632939593301435,5.26587918660287,5.26587918660287,5.26587918660287,0.0,0.0,0.0,3.9623437499999996,2.37740625,0.3962343749999982,1.7692708333333318,0.5307812499999969,0.7077083333333326,2.7430555555555536,4.9374999999999964,3.2916666666666665,5.26587918660287,0.2632939593301435,0.27833333333333193,0.27833333333333193,0.27833333333333193,0.5964285714285644,0.5964285714285644,0.5964285714285644,0.3976190476190476,0.3976190476190476,0.3976190476190476,0.09488636363635854,0.05693181818181513,0.016605113636359192
6.462248169094842,5.474960254372019,6.462248169094842,6.462248169094842,6.462248169094842,0.0,0.0,0.0,1.2652750000000008,1.5183299999999988,1.0122200000000001,1.129944444444444,1.3559333333333328,0.9039555555555561,2.6277777777777778,1.576666666666668,1.05111111111111,6.462248169094842,5.474960254372019,0.43966666666665066,0.43966666666665066,0.43966666666665066,0.43966666666665466,0.43966666666665466,0.43966666666665466,0.2931111111111111,0.2931111111111111,0.2931111111111111,0.07137445887445892,0.047332535885167795,0.03155502392344498
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.295625000000013,1.508832837301591,5.295625000000013,5.295625000000013,5.295625000000013,0.0,0.0,0.0,4.45454375,2.6727262499999966,1.781817499999999,1.9890486111111096,2.386858333333329,1.5912388888888884,2.3128472222222203,5.55083333333333,3.7005555555555456,5.295625000000013,1.508832837301591,0.43142857142856617,0.43142857142856617,0.43142857142856617,0.6471428571428515,0.6471428571428515,0.6471428571428515,0.6163265306122376,0.6163265306122376,0.6163265306122376,0.12869318181817846,0.07721590909090637,0.030505050505048023
6.420624999999993,1.4522842261904736,6.420624999999988,6.420624999999987,6.420624999999983,0.0,0.0,0.0,1.085046875,0.6510281250000001,0.8680375,0.9689930555555555,1.1627916666666667,0.7751944444444447,2.253472222222223,1.3520833333333329,0.9013888888888899,6.420624999999988,1.4522842261904736,2.342666666666659,2.3426666666666667,2.342666666666653,2.342666666666661,2.3426666666666516,2.3426666666666756,1.561777777777778,1.5617777777777668,1.5617777777777668,0.4436868686868692,0.2818716577540108,0.16813397129186605
6.418181818181818,2.9594949494949496,6.418181818181818,6.418181818181818,6.418181818181818,0.0,0.0,0.0,1.3461937499999994,0.8077162499999986,0.5384774999999999,0.6011041666666674,0.7213250000000002,0.4808833333333338,1.3979166666666671,0.838750000000001,1.1183333333333318,6.418181818181818,2.9594949494949496,2.431122448979587,2.431122448979587,2.431122448979592,2.859,2.859,2.859,1.9059999999999913,1.906,1.9059999999999913,0.46412337662337677,0.29239772727272745,0.20519138755980898
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
