,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3
0,10902,6617,4285,3308,2316,413,993,6617,3647,3179,1203,778,636,234,565,481,177,652,533,209,12,5,3,1640,1524,580,2873,486.7187997852234,1038.3651394227065,755.8752018111217,945.6912158162705,1065.873125213857,1103.8963005059,393.70618692778095,394.04219037535756,394.12116823364204,390.6819022097783,134,25,33,28,1,0,0,0
1,10902,8274,2628,4137,2896,652,1241,8274,3320,3490,898,317,397,104,567,581,149,230,227,56,0,0,0,2206,2285,589,3194,476.50959926476986,1114.222143223498,814.5758427382033,1072.4660857441243,1151.0244798067708,1189.2989423586878,294.5339946598641,294.62348922327106,294.59103139206815,390.6819022097783,166,26,17,11,1,0,0,0
2,10902,6901,4001,3450,2415,584,1035,6901,3794,2638,967,827,543,180,367,281,89,850,597,244,16,5,2,1734,1212,452,3503,485.28776822592744,1041.243771078668,760.2425558177315,960.1482474610305,1080.4118989480935,1109.517228086799,353.21332094236016,353.28291662057165,353.3140325522929,321.81300943523144,139,15,31,34,1,0,0,0
3,10902,7986,2916,3993,2795,764,1198,7986,3447,3248,740,559,486,139,366,360,75,433,402,91,4,0,1,2085,2000,434,3467,483.9221471185399,1097.088383441008,810.6803577132621,1058.9612959674434,1141.0479759719115,1169.2743878271142,326.0638376874643,326.2442206020269,326.2714450860897,174.90622679807868,160,17,24,19,1,0,0,0
4,10902,7476,3426,3738,2617,783,1121,7476,4606,3415,567,806,613,108,364,232,41,671,496,79,9,6,1,2756,2068,338,2314,451.09927937570075,1037.996239109701,755.4895160625755,974.8159836471459,1089.738230081046,1111.520908437545,362.5396626451539,362.4605418162628,362.53028847434865,346.6030094116376,151,13,31,25,1,0,0,0
5,10902,6960,3942,3480,2436,767,1044,6960,3091,2933,660,625,612,142,582,539,116,604,583,125,10,4,0,1270,1195,277,4218,506.61779254792935,1055.128108443413,787.5632975477678,1020.7502988946275,1106.006438508479,1124.067062304208,368.9973731556098,369.4764122513395,369.36335250202956,346.9634243341579,140,25,28,27,1,0,0,0
6,10902,6852,4050,3426,2398,420,1028,6852,4299,3156,1177,467,351,125,1206,886,365,312,230,79,18,11,0,2296,1678,608,2270,450.5629684853362,984.9212566338218,727.4684219547069,915.969889712281,1047.9455383891882,1087.5846225033886,353.3066945111403,352.918550996872,352.28249722327905,348.4905433102727,138,50,19,13,1,0,0,0
7,10902,6813,4089,3406,2385,468,1022,6813,5619,3620,889,672,455,102,595,376,95,668,426,85,358,204,53,3326,2159,554,774,388.2005174236704,1022.6726845955653,670.5003016448469,862.7153088628231,902.946233615882,1072.7591513008801,352.47118005629295,352.18506458130946,351.7706468979035,351.8038755564932,138,22,25,24,13,0,0,0
8,10902,6144,4758,3072,2150,653,922,6144,3882,2800,715,723,543,131,486,391,101,455,335,73,816,563,141,1402,968,269,3505,521.8169690737056,984.5306661984321,776.2947653278619,946.4604623309443,1062.5116478782647,1079.8438559251233,524.2084020440082,525.3610681957775,523.8668743076012,524.9956394323052,124,20,28,18,31,0,0,0
9,10902,7134,3768,3567,2497,828,1070,7134,3275,3156,551,743,722,117,446,424,74,574,544,118,3,3,0,1509,1463,242,3920,501.8253896521311,1051.625730523853,789.2187352475795,1024.1533707790181,1104.341109769146,1120.1605527263655,375.51621106175054,375.5891113322673,375.44783116648125,346.0003463505341,144,19,32,25,1,0,0,0
10,10902,6473,4429,3236,2266,636,971,6473,4179,2982,795,490,329,97,935,689,191,872,654,172,0,0,0,1882,1310,335,2946,483.55422820907353,1041.5357983854078,745.2061568344667,925.8167064375222,1070.9638424216573,1092.91136802136,483.81777413903836,483.4408823872064,483.68353710828336,346.0003463505341,131,37,19,34,1,0,0,0
