,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3
0,10902,7399,3503,3700,2590,592,1110,0,4408,4125,809,414,374,60,394,384,89,159,156,23,693,637,120,2748,2574,517,1560,412.2076781326795,1033.6849439026253,716.1386305136319,924.1386305136319,1072.0981543231594,,328.3820716130394,329.52328782925565,328.7124770184448,328.3820716130394,149,18,17,7,29,0,0,0
1,10902,7807,3095,3904,2732,350,1171,0,4138,4253,1224,703,720,225,40,30,12,576,611,165,6,6,1,2813,2886,821,1287,404.24957002457114,1033.6849439026253,725.3805224055235,947.0090938340949,1072.0981543231594,,332.69062753133403,333.4264383421449,333.50143834214487,281.3987356394405,158,2,33,28,1,0,0,6
2,10902,7294,3608,3647,2553,695,1094,7294,4711,2694,706,719,400,103,597,328,85,795,452,116,7,3,3,2593,1511,399,2791,465.04551597051835,1028.9726979899358,760.9764683514715,965.9764683514708,1074.976468351475,1100.890754065763,350.37523692303637,350.5628290606289,350.0824236552235,317.53739908519753,147,21,25,28,1,0,0,0
3,10902,7269,3633,3634,2544,704,1090,7269,4465,2946,706,709,438,114,479,350,81,791,524,123,18,5,1,2468,1629,387,2785,464.7151105651129,1033.474403203363,759.8460629460658,964.1889200889224,1080.0460629460695,1105.0460629460717,352.01518142538856,351.60977601998314,352.09018142538855,349.2523435875506,146,19,26,29,1,0,0,0
4,10902,7103,3799,3552,2486,769,1065,7103,3852,3089,564,767,547,105,481,426,58,705,605,105,0,0,0,1899,1511,296,3397,482.4779484029513,1029.1359571821652,771.4089007839037,973.5517579267607,1080.0946150696227,1099.3803293553387,343.4134521610703,343.4884521610703,343.0830467556649,349.2523435875506,144,20,29,29,1,0,0,0
5,10902,6178,4724,3552,2486,769,1065,7103,4092,3652,805,283,234,52,438,377,89,418,323,83,1160,1043,224,1793,1675,357,2353,482.4779484029513,1029.1359571821652,771.4089007839037,973.5517579267607,1080.0946150696227,1099.3803293553387,343.4134521610703,343.4884521610703,343.0830467556649,349.2523435875506,144,20,29,29,1,0,0,0
6,10902,7867,3035,3934,2753,847,1180,7867,4455,2565,559,317,164,41,789,493,95,658,373,89,13,2,1,2678,1533,333,3323,480.4509213759242,1077.5459448550953,799.5818737568771,1049.369968994974,1127.639016614024,1149.3818737568831,320.66339729586963,320.58839729586964,320.3329918904642,295.1978567553283,159,28,11,23,1,0,0,0
7,10902,7863,3039,3932,2752,786,1179,7863,2909,2506,763,382,360,121,471,402,116,581,464,131,7,2,2,1468,1278,393,4724,520.9914619164659,1118.4792662875727,839.9224142974188,1082.550985725995,1170.836700011709,1196.350985725997,338.43661936328766,338.43661936328766,338.3616193632877,322.4758085524764,159,20,18,24,1,0,0,0
8,10902,7848,3054,3924,2747,736,1177,7848,2880,3143,797,618,679,159,417,490,132,237,255,64,2,0,1,1606,1719,441,4082,502.3428132678168,1103.1851217172305,820.6737656487695,1066.273765648773,1145.3880513630588,1173.95947993449,332.2287329913585,331.4929221805477,331.8983275859531,236.22265191027455,158,21,30,12,1,0,0,0
9,10902,6646,4256,3323,2326,511,997,6646,3502,3049,1037,681,618,189,642,554,191,665,545,171,0,0,0,1514,1332,486,3314,480.0455159705188,1025.0475705934334,750.3764683514715,938.4050397800426,1060.0336112086172,1091.4621826371915,365.3092480175599,365.9700588283708,365.63965342296535,236.22265191027455,134,28,30,28,1,0,0,0
