Linehaul,TLMD,NC,TFC,Total,Station_1_1_TM,Station_1_2_TM,Station_1_3_TM,Station_1_4_TM,Station_1_5_TM,Station_1_6_TM,Station_1_7_TM,Station_1_8_TM,Station_1_9_TM,Station_1_10_TM,Station_1_11_TM,Station_1_12_TM,Station_1_13_TM,Station_1_14_TM,Station_1_15_TM,Station_1_16_TM,Station_1_17_TM,Station_1_18_TM,Station_1_19_TM,Station_2_1_TM,Station_2_2_TM,Station_2_3_TM,Station_2_4_TM,Station_2_5_TM,Station_2_6_TM,Station_2_7_TM,Station_2_8_TM,Station_2_9_TM,Station_3_1_TM,Station_3_2_TM,Station_3_3_TM,Station_1_1_hours,Station_1_2_hours,Station_1_3_hours,Station_1_4_hours,Station_1_5_hours,Station_1_6_hours,Station_1_7_hours,Station_1_8_hours,Station_1_9_hours,Station_1_10_hours,Station_1_11_hours,Station_1_12_hours,Station_1_13_hours,Station_1_14_hours,Station_1_15_hours,Station_1_16_hours,Station_1_17_hours,Station_1_18_hours,Station_1_19_hours,Station_2_1_hours,Station_2_2_hours,Station_2_3_hours,Station_2_4_hours,Station_2_5_hours,Station_2_6_hours,Station_2_7_hours,Station_2_8_hours,Station_2_9_hours,Station_3_1_hours,Station_3_2_hours,Station_3_3_hours,Productivity,Total HC
2110,1102,1008,3418,5528,1,3,1,1,1,0,0,0,2,2,1,3,1,1,1,1,1,10,17,1,3,9,1,3,11,2,5,19,19,18,18,5.226616828,1.358505564,5.226616828,5.226616828,5.226616828,0,0,0,0.33705,0.20223,0.26964,0.200666667,0.3612,0.2408,1.4,0.84,0.56,5.226616828,1.358505564,0.728835979,0.728835979,0.728835979,0.367333333,0.367333333,0.367333333,0.146933333,0.146933333,0.146933333,0.065909091,0.041742424,0.027828283,43.52597336,55
3384,1504,1880,11819,15203,1,3,1,1,2,0,0,0,1,1,1,2,1,1,1,1,1,20,17,2,3,10,2,3,10,2,3,10,20,20,15,5.544632386,4.697535771,5.544632386,5.544632386,5.544632386,0,0,0,1.25725,0.75435,0.5029,0.561388889,0.673666667,0.449111111,2.611111111,1.566666667,1.044444444,5.544632386,4.697535771,0.895238095,0.895238095,0.895238095,0.537142857,0.537142857,0.537142857,0.358095238,0.358095238,0.358095238,0.085454545,0.051272727,0.045575758,55.72454364,55
10623,7980,2643,5126,15749,2,3,2,3,2,0,0,0,1,1,1,2,1,1,1,1,1,17,16,2,5,18,1,3,11,1,3,10,18,18,18,6.438181818,2.212486291,6.438181818,6.438181818,6.438181818,0,0,0,1.76750625,1.06050375,0.7070025,0.789229167,0.947075,0.631383333,3.670833333,2.2025,1.468333333,6.438181818,2.212486291,2.66,2.66,2.66,2.66,2.66,2.66,1.9,1.9,1.9,0.503787879,0.302272727,0.201515152,42.0421866,55
4495,3170,1325,13891,18386,1,3,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,21,17,2,4,16,2,4,16,1,2,8,15,15,23,6.09421124,5.521065183,6.09421124,6.09421124,6.09421124,0,0,0,0.88609375,0.53165625,0.3544375,0.395659722,0.474791667,0.316527778,1.840277778,1.104166667,0.736111111,6.09421124,5.521065183,1.320833333,1.320833333,1.320833333,0.7925,0.7925,0.7925,1.056666667,1.056666667,1.056666667,0.240151515,0.144090909,0.062648221,54.86177188,55
14394,2508,11886,172,14566,3,3,2,3,7,0,0,0,2,1,1,2,1,1,3,2,2,18,3,2,4,16,2,4,16,1,2,8,15,15,23,6.036430622,0.452732297,6.036430622,6.036430622,6.036430622,0,0,0,3.97438125,4.7692575,3.179505,3.549291667,4.25915,2.839433333,5.502777778,4.9525,3.301666667,6.036430622,0.452732297,1.045,1.045,1.045,0.627,0.627,0.627,0.836,0.836,0.836,0.19,0.114,0.049565217,45.99160657,55
8521,2793,5728,1952,10473,2,3,2,2,4,0,0,0,2,1,1,2,1,1,2,2,1,14,15,1,2,7,1,3,11,2,6,21,16,16,16,5.325625,0.891830853,5.325625,5.325625,5.325625,0,0,0,1.9153,2.29836,1.53224,1.710444444,2.052533333,1.368355556,3.977777778,2.386666667,3.182222222,5.325625,0.891830853,2.375,2.375,2.375,0.931,0.931,0.931,0.316666667,0.316666667,0.316666667,0.198366477,0.119019886,0.079346591,46.02947845,55
1888,944,944,4943,6831,1,4,1,1,1,0,0,0,2,1,1,2,1,1,1,2,1,12,23,1,3,9,2,5,15,2,4,14,19,12,12,5.197686646,1.471130952,5.197686646,5.197686646,5.197686646,0,0,0,0.31565,0.37878,0.25252,0.281888889,0.338266667,0.225511111,1.311111111,0.393333333,0.524444444,5.197686646,1.471130952,0.624338624,0.624338624,0.624338624,0.224761905,0.224761905,0.224761905,0.160544218,0.160544218,0.160544218,0.05645933,0.053636364,0.035757576,46.68745222,55
13034,7071,5963,414,13448,3,3,2,3,4,0,0,0,2,2,1,2,1,1,2,2,2,18,7,2,5,18,1,3,11,1,3,10,16,16,22,5.430833333,0.4073125,5.430833333,5.430833333,5.430833333,0,0,0,1.993878125,1.196326875,1.5951025,1.780618056,2.136741667,1.424494444,4.140972222,2.484583333,1.656388889,5.430833333,0.4073125,2.357,2.357,2.357,2.357,2.357,2.357,1.683571429,1.683571429,1.683571429,0.502201705,0.301321023,0.146095041,40.43532887,55
8613,6838,1775,1952,10565,2,3,2,2,2,0,0,0,2,2,1,3,1,1,1,2,2,14,15,2,4,14,2,4,14,1,3,11,19,18,18,5.383125,0.901459821,5.383125,5.383125,5.383125,0,0,0,0.593515625,0.356109375,0.4748125,0.353356481,0.636041667,0.424027778,2.465277778,0.739583333,0.493055556,5.383125,0.901459821,2.907312925,2.907312925,2.907312925,1.744387755,1.744387755,1.744387755,1.519555556,1.519555556,1.519555556,0.408971292,0.259015152,0.172676768,38.35569136,55
3622,2650,972,3786,7408,1,3,1,1,1,0,0,0,2,2,2,3,2,3,3,2,2,11,16,1,2,7,1,3,11,2,5,18,19,18,18,5.017459863,1.598817568,5.017459863,5.017459863,5.017459863,0,0,0,0.3250125,0.1950075,0.130005,0.1935,0.17415,0.0774,0.45,0.405,0.27,5.017459863,1.598817568,2.253401361,2.253401361,2.253401361,0.883333333,0.883333333,0.883333333,0.353333333,0.353333333,0.353333333,0.158492823,0.100378788,0.066919192,45.88685883,55
