Linehaul,TLMD,NC,TFC,Total,Station_1_1_TM,Station_1_2_TM,Station_1_3_TM,Station_1_4_TM,Station_1_5_TM,Station_1_6_TM,Station_1_7_TM,Station_1_8_TM,Station_1_9_TM,Station_1_10_TM,Station_1_11_TM,Station_1_12_TM,Station_1_13_TM,Station_1_14_TM,Station_1_15_TM,Station_1_16_TM,Station_1_17_TM,Station_1_18_TM,Station_1_19_TM,Station_2_1_TM,Station_2_2_TM,Station_2_3_TM,Station_2_4_TM,Station_2_5_TM,Station_2_6_TM,Station_2_7_TM,Station_2_8_TM,Station_2_9_TM,Station_3_1_TM,Station_3_2_TM,Station_3_3_TM,Station_1_1_hours,Station_1_2_hours,Station_1_3_hours,Station_1_4_hours,Station_1_5_hours,Station_1_6_hours,Station_1_7_hours,Station_1_8_hours,Station_1_9_hours,Station_1_10_hours,Station_1_11_hours,Station_1_12_hours,Station_1_13_hours,Station_1_14_hours,Station_1_15_hours,Station_1_16_hours,Station_1_17_hours,Station_1_18_hours,Station_1_19_hours,Station_2_1_hours,Station_2_2_hours,Station_2_3_hours,Station_2_4_hours,Station_2_5_hours,Station_2_6_hours,Station_2_7_hours,Station_2_8_hours,Station_2_9_hours,Station_3_1_hours,Station_3_2_hours,Station_3_3_hours,Productivity,Total HC
20896,9314,11582,3635,24531,4,3,3,5,7,0,0,0,2,1,1,2,1,1,4,1,2,27,16,2,5,18,1,3,11,3,8,29,21,16,21,6.332121212,1.748871573,6.332121212,6.332121212,6.332121212,0,0,0,3.87273125,4.6472775,3.098185,3.458513889,4.150216667,2.766811111,4.021527778,9.651666667,3.217222222,6.332121212,1.748871573,3.104666667,3.104666667,3.104666667,3.104666667,3.104666667,3.104666667,0.776166667,0.776166667,0.776166667,0.504004329,0.396903409,0.201601732,43.61804462,80
13432,4817,8615,12474,25906,3,3,2,3,6,0,0,0,1,1,1,2,1,1,3,2,2,32,17,3,8,29,2,4,14,1,3,11,20,26,23,5.596666667,5.021453704,5.596666667,5.596666667,5.596666667,0,0,0,5.76128125,3.45676875,2.3045125,2.572534722,3.087041667,2.058027778,3.988425926,3.589583333,2.393055556,5.596666667,5.021453704,1.003541667,1.003541667,1.003541667,1.228826531,1.228826531,1.228826531,1.070444444,1.070444444,1.070444444,0.273693182,0.12631993,0.095197628,52.29926293,80
22028,13750,8278,2614,24642,5,3,4,5,6,0,0,0,1,1,1,2,1,1,3,1,2,33,11,3,7,24,2,5,18,2,4,15,26,26,26,5.507,1.658655952,5.507,5.507,5.507,0,0,0,5.5359125,3.3215475,2.214365,2.471902778,2.966283333,1.977522222,3.832407407,6.898333333,2.299444444,5.507,1.658655952,3.410218254,3.410218254,3.410218254,2.75,2.75,2.75,2.291666667,2.291666667,2.291666667,0.600961538,0.360576923,0.240384615,39.54625101,80
16910,7136,9774,7411,24321,4,3,3,4,6,0,0,0,2,1,1,2,1,1,3,1,2,33,13,2,6,21,2,5,18,2,5,18,26,26,26,6.127976753,3.851871102,6.127976753,6.127976753,6.127976753,0,0,0,3.26818125,3.9218175,2.614545,2.918625,3.50235,2.3349,4.525,8.145,2.715,6.127976753,3.851871102,2.022675737,2.022675737,2.022675737,1.4272,1.4272,1.4272,0.951466667,0.951466667,0.951466667,0.311888112,0.187132867,0.124755245,43.87945988,80
19560,11643,7917,8439,27999,4,3,3,4,5,0,0,0,1,1,2,2,1,1,3,1,1,32,16,2,6,21,2,6,21,2,4,14,33,26,16,6.253964184,3.563766892,6.253964184,6.253964184,6.253964184,0,0,0,5.29449375,3.17669625,1.05889875,2.364104167,2.836925,1.891283333,3.665277778,6.5975,4.398333333,6.253964184,3.563766892,3.300170068,3.300170068,3.300170068,1.980102041,1.980102041,1.980102041,1.980102041,1.980102041,1.980102041,0.400929752,0.305323427,0.330767045,44.50430005,80
2110,1102,1008,3418,5528,1,6,1,1,1,0,0,0,3,2,1,4,1,1,1,5,2,10,34,4,10,30,1,2,5,1,3,10,26,26,26,5.226616828,0.679252782,5.226616828,5.226616828,5.226616828,0,0,0,0.2247,0.20223,0.26964,0.1505,0.3612,0.2408,1.4,0.168,0.28,5.226616828,0.679252782,0.218650794,0.218650794,0.218650794,0.787142857,0.787142857,0.787142857,0.262380952,0.262380952,0.262380952,0.048164336,0.028898601,0.019265734,43.25826666,80
5526,1589,3937,12589,18115,2,3,1,2,3,0,0,0,3,2,2,4,2,2,3,3,2.000000022,28,17,2,6,21,2,8,21,1,2,8,26,26,26,5.055739498,5.003577107,5.055739498,5.055739498,5.055739498,0,0,0,0.877622917,0.789860625,0.52657375,0.587815972,0.705379167,0.470252778,1.822685185,1.093611111,1.093611099,5.055739498,5.003577107,0.450396825,0.450396825,0.450396825,0.270238095,0.270238095,0.270238095,0.529666667,0.529666667,0.529666667,0.069449301,0.04166958,0.02777972,54.25941235,80
3384,1504,1880,11819,15203,1,3,1,1,2,0,0,0,3,3,2,8,3,2,4,4,4,21,17,2,5,18,2,5,18,2,5,18,26,26,26,5.185190601,4.697535771,5.185190601,5.185190601,5.185190601,0,0,0,0.419083333,0.25145,0.25145,0.140347222,0.224555556,0.224555556,0.652777778,0.391666667,0.261111111,5.185190601,4.697535771,0.501333333,0.501333333,0.501333333,0.3008,0.3008,0.3008,0.200533333,0.200533333,0.200533333,0.065734266,0.039440559,0.026293706,56.8904721,80
11920,2878,9042,7684,19604,3,3,2,3,7,0,0,0,2,2,1,3,1,1,4,2,2,27,17,2,5,18,2,5,18,2,5,18,26,26,26,5.059971214,3.054054054,5.059971214,5.059971214,5.059971214,0,0,0,3.02341875,1.81405125,2.418735,1.800027778,3.24005,2.160033333,3.139583333,3.7675,2.511666667,5.059971214,3.054054054,0.959333333,0.959333333,0.959333333,0.5756,0.5756,0.5756,0.383733333,0.383733333,0.383733333,0.125786713,0.075472028,0.050314685,52.12194653,80
11946,7601,4345,13815,25761,3,3,2,3,4,0,0,0,1,1,2,2,1,2,1,1,1,35,17,1,3,11,2,4,14,3,8,28,17,31,32,5.115328441,5.490858506,5.115328441,5.115328441,5.115328441,0,0,0,2.90571875,1.74343125,0.58114375,1.297465278,1.556958333,0.518986111,6.034722222,3.620833333,2.413888889,5.115328441,5.490858506,4.222777778,4.222777778,4.222777778,1.939030612,1.939030612,1.939030612,0.646343537,0.646343537,0.646343537,0.508088235,0.167177419,0.10796875,49.74001168,80
