Linehaul,TLMD,NC,TFC,Total,Station_1_1_TM,Station_1_2_TM,Station_1_3_TM,Station_1_4_TM,Station_1_5_TM,Station_1_6_TM,Station_1_7_TM,Station_1_8_TM,Station_1_9_TM,Station_1_10_TM,Station_1_11_TM,Station_1_12_TM,Station_1_13_TM,Station_1_14_TM,Station_1_15_TM,Station_1_16_TM,Station_1_17_TM,Station_1_18_TM,Station_1_19_TM,Station_2_1_TM,Station_2_2_TM,Station_2_3_TM,Station_2_4_TM,Station_2_5_TM,Station_2_6_TM,Station_2_7_TM,Station_2_8_TM,Station_2_9_TM,Station_3_1_TM,Station_3_2_TM,Station_3_3_TM,Station_1_1_hours,Station_1_2_hours,Station_1_3_hours,Station_1_4_hours,Station_1_5_hours,Station_1_6_hours,Station_1_7_hours,Station_1_8_hours,Station_1_9_hours,Station_1_10_hours,Station_1_11_hours,Station_1_12_hours,Station_1_13_hours,Station_1_14_hours,Station_1_15_hours,Station_1_16_hours,Station_1_17_hours,Station_1_18_hours,Station_1_19_hours,Station_2_1_hours,Station_2_2_hours,Station_2_3_hours,Station_2_4_hours,Station_2_5_hours,Station_2_6_hours,Station_2_7_hours,Station_2_8_hours,Station_2_9_hours,Station_3_1_hours,Station_3_2_hours,Station_3_3_hours,Productivity,Total HC
2110,1102,1008,3418,5528,1,6,1,1,1,0,0,0,2,2,1,4,1,1,2,1,2,10,34,3,10,31,1,3,10,1,3,8,17,27,14,5.226616828,0.679252782,5.226616828,5.226616828,5.226616828,0,0,0,0.33705,0.20223,0.26964,0.1505,0.3612,0.2408,0.7,0.84,0.28,5.226616828,0.679252782,0.211597542,0.211597542,0.211597542,0.393571429,0.393571429,0.393571429,0.32797619,0.32797619,0.32797619,0.073663102,0.027828283,0.035779221,43.54281671,70
5526,1589,3937,12589,18115,2,3,1,2,3,0,0,0,2,1,1,2,1,1,2,2,2,28,17,2,5,17,2,5,17,2,5,15,22,22,25,5.055739498,5.003577107,5.055739498,5.055739498,5.055739498,0,0,0,1.316434375,1.57972125,1.0531475,1.175631944,1.410758333,0.940505556,2.734027778,1.640416667,1.093611111,5.055739498,5.003577107,0.556372549,0.556372549,0.556372549,0.333823529,0.333823529,0.333823529,0.252222222,0.252222222,0.252222222,0.082076446,0.049245868,0.028890909,54.31661975,70
3384,1504,1880,11819,15203,1,3,1,1,2,0,0,0,1,2,2,3,2,2,2,8,2,21,17,1,2,7,3,9,32,1,3,6,20,28,15,5.185190601,4.697535771,5.185190601,5.185190601,5.185190601,0,0,0,1.25725,0.377175,0.25145,0.374259259,0.336833333,0.224555556,1.305555556,0.195833333,0.522222222,5.185190601,4.697535771,1.278911565,1.278911565,1.278911565,0.167857143,0.167857143,0.167857143,0.596825397,0.596825397,0.596825397,0.085454545,0.036623377,0.045575758,56.66223587,70
11920,2878,9042,7684,19604,3,3,2,3,5,0,0,0,2,1,1,2,1,1,2,1,2,26,15,1,3,10,2,5,17,1,3,10,27,15,24,6.428905263,3.502732907,6.428905263,6.428905263,6.428905263,0,0,0,3.02341875,3.6281025,2.418735,2.700041667,3.24005,2.160033333,6.279166667,7.535,2.511666667,6.428905263,3.502732907,1.713095238,1.713095238,1.713095238,0.604621849,0.604621849,0.604621849,0.685238095,0.685238095,0.685238095,0.121127946,0.130818182,0.054507576,47.07797792,70
17257,14207,3050,4194,21451,4,3,3,4,2,0,0,0,1,1,1,2,1,1,1,1,1,28,16,2,6,22,2,5,17,1,3,11,23,23,24,5.421411483,1.815742576,5.421411483,5.421411483,5.421411483,0,0,0,2.0396875,1.2238125,0.815875,0.910763889,1.092916667,0.728611111,4.236111111,2.541666667,1.694444444,5.421411483,1.815742576,3.946388889,3.946388889,3.946388889,2.984663866,2.984663866,2.984663866,3.157111111,3.157111111,3.157111111,0.701926877,0.421156126,0.26907197,39.53077335,70
14813,12319,2494,11703,26516,3,3,2,3,2,0,0,0,1,1,1,2,1,1,1,1,1,30,17,2,6,22,2,4,14,2,4,14,22,22,25,6.172083333,4.812755456,6.172083333,6.172083333,6.172083333,0,0,0,1.6678625,1.0007175,0.667145,0.744736111,0.893683333,0.595788889,3.463888889,2.078333333,1.385555556,6.172083333,4.812755456,3.421944444,3.421944444,3.421944444,3.142602041,3.142602041,3.142602041,2.095068027,2.095068027,2.095068027,0.636311983,0.38178719,0.223981818,44.80640809,70
10623,7980,2643,5126,15749,2,5,2,3,2,0,0,0,1,1,1,2,1,1,2,2,2,17,26,2,5,17,2,6,21,1,3,11,23,17,24,6.460630999,1.332120582,6.460630999,6.460630999,6.460630999,0,0,0,1.76750625,1.06050375,0.7070025,0.789229167,0.947075,0.631383333,1.835416667,1.10125,0.734166667,6.460630999,1.332120582,2.794117647,2.794117647,2.794117647,1.357142857,1.357142857,1.357142857,1.773333333,1.773333333,1.773333333,0.394268775,0.320053476,0.151136364,42.05811349,70
4495,3170,1325,13891,18386,1,3,1,1,1,0,0,0,2,2,2,3,2,3,3,2,2,22,17,2,5,17,2,5,16,2,5,16,22,23,24,5.723193855,5.521065183,5.723193855,5.723193855,5.723193855,0,0,0,0.443046875,0.265828125,0.17721875,0.263773148,0.237395833,0.105509259,0.613425926,0.552083333,0.368055556,5.723193855,5.521065183,1.109943978,1.109943978,1.109943978,0.707589286,0.707589286,0.707589286,0.47172619,0.47172619,0.47172619,0.163739669,0.093972332,0.060037879,56.18726369,70
15560,7045,8515,6666,22226,3,3,2,3,5,0,0,0,1,1,1,2,1,1,3,1,2,24,17,2,6,21,2,4,15,2,4,14,22,24,24,6.483333333,2.770853175,6.483333333,6.483333333,6.483333333,0,0,0,5.69440625,3.41664375,2.2777625,2.542673611,3.051208333,2.034138889,3.94212963,7.095833333,2.365277778,6.483333333,2.770853175,1.996882086,1.996882086,1.996882086,1.76125,1.76125,1.76125,1.198129252,1.198129252,1.198129252,0.363894628,0.200142045,0.13342803,46.75393359,70
15171,14761,410,13364,28535,3,3,2,3,1,0,0,0,1,1,1,2,1,1,1,1,1,31,17,2,6,20,2,5,18,1,3,11,12,12,12,6.334711984,5.311605723,6.334711984,6.334711984,6.334711984,0,0,0,0.2741875,0.1645125,0.109675,0.122430556,0.146916667,0.097944444,0.569444444,0.341666667,0.227777778,6.334711984,5.311605723,4.393154762,4.393154762,4.393154762,2.9522,2.9522,2.9522,3.280222222,3.280222222,3.280222222,1.39782197,0.838693182,0.559128788,44.49125636,70
