Linehaul,TLMD,NC,TFC,Total,Station_1_1_TM,Station_1_2_TM,Station_1_3_TM,Station_1_4_TM,Station_1_5_TM,Station_1_6_TM,Station_1_7_TM,Station_1_8_TM,Station_1_9_TM,Station_1_10_TM,Station_1_11_TM,Station_1_12_TM,Station_1_13_TM,Station_1_14_TM,Station_1_15_TM,Station_1_16_TM,Station_1_17_TM,Station_1_18_TM,Station_1_19_TM,Station_2_1_TM,Station_2_2_TM,Station_2_3_TM,Station_2_4_TM,Station_2_5_TM,Station_2_6_TM,Station_2_7_TM,Station_2_8_TM,Station_2_9_TM,Station_3_1_TM,Station_3_2_TM,Station_3_3_TM,Station_1_1_hours,Station_1_2_hours,Station_1_3_hours,Station_1_4_hours,Station_1_5_hours,Station_1_6_hours,Station_1_7_hours,Station_1_8_hours,Station_1_9_hours,Station_1_10_hours,Station_1_11_hours,Station_1_12_hours,Station_1_13_hours,Station_1_14_hours,Station_1_15_hours,Station_1_16_hours,Station_1_17_hours,Station_1_18_hours,Station_1_19_hours,Station_2_1_hours,Station_2_2_hours,Station_2_3_hours,Station_2_4_hours,Station_2_5_hours,Station_2_6_hours,Station_2_7_hours,Station_2_8_hours,Station_2_9_hours,Station_3_1_hours,Station_3_2_hours,Station_3_3_hours,Productivity,Total HC
2110,1102,1008,3418,5528,1,3,1,1,1,0,0,0,1,1,1,2,1,1,2,1,1,10,17,1,3,11,1,3,10,1,3,12,15,15,15,5.226616828,1.358505564,5.226616828,5.226616828,5.226616828,0,0,0,0.6741,0.40446,0.26964,0.301,0.3612,0.2408,0.7,0.84,0.56,5.226616828,1.358505564,0.612222222,0.612222222,0.612222222,0.393571429,0.393571429,0.393571429,0.244888889,0.244888889,0.244888889,0.083484848,0.050090909,0.033393939,43.59241637,45
1888,944,944,4943,6831,1,3,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,12,16,1,3,12,1,4,13,1,2,8,16,15,14,5.531321937,2.087415541,5.531321937,5.531321937,5.531321937,0,0,0,0.6313,0.37878,0.25252,0.281888889,0.338266667,0.225511111,1.311111111,0.786666667,0.524444444,5.531321937,2.087415541,0.524444444,0.524444444,0.524444444,0.314666667,0.314666667,0.314666667,0.314666667,0.314666667,0.314666667,0.067045455,0.042909091,0.030649351,44.69487269,45
8613,6838,1775,1952,10565,2,3,2,2,2,0,0,0,1,1,1,2,1,1,1,1,1,16,8,1,3,11,1,3,11,1,3,10,17,14,12,5.786343447,1.648648649,5.786343447,5.786343447,5.786343447,0,0,0,1.18703125,0.71221875,0.4748125,0.530034722,0.636041667,0.424027778,2.465277778,1.479166667,0.986111111,5.786343447,1.648648649,3.798888889,3.798888889,3.798888889,2.279333333,2.279333333,2.279333333,1.628095238,1.628095238,1.628095238,0.457085561,0.333019481,0.259015152,35.69983893,45
3622,2650,972,3786,7408,1,3,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,11,17,1,3,11,1,3,11,1,3,11,15,15,15,5,1.593253968,5,5,5,0,0,0,0.650025,0.390015,0.26001,0.29025,0.3483,0.2322,1.35,0.81,0.54,5,1.593253968,1.472222222,1.472222222,1.472222222,0.883333333,0.883333333,0.883333333,0.588888889,0.588888889,0.588888889,0.200757576,0.120454545,0.08030303,45.66763926,45
3804,711,3093,3403,7207,1,3,1,1,2,0,0,0,1,1,1,2,1,1,1,1,1,10,16,1,1,5,1,1,5,1,1,5,12,12,12,5.528909635,1.437077703,5.528909635,5.528909635,5.528909635,0,0,0,2.06844375,1.24106625,0.8273775,0.923604167,1.108325,0.738883333,4.295833333,2.5775,1.718333333,5.528909635,1.437077703,1.185,1.185,1.185,0.711,0.711,0.711,0.474,0.474,0.474,0.067329545,0.040397727,0.026931818,49.74907992,45
4804,342,4462,2672,7476,1,3,1,1,3,0,0,0,2,1,1,2,1,1,2,2,1,9,14,1,3,11,1,3,12,1,3,10,16,15,14,6.409723333,1.28957529,6.409723333,6.409723333,6.409723333,0,0,0,1.49198125,1.7903775,1.193585,1.332402778,1.598883333,1.065922222,3.098611111,1.859166667,2.478888889,6.409723333,1.28957529,0.19,0.19,0.19,0.114,0.114,0.114,0.081428571,0.081428571,0.081428571,0.024289773,0.015545455,0.011103896,50.393698,45
6291,4052,2239,0,6291,2,3,1,2,2,0,0,0,3,2,2,3,2,1,3,3,3,12,0,1,3,11,1,3,11,1,3,10,17,14,12,5.199173554,0.259958678,5.199173554,5.199173554,5.199173554,0,0,0,0.499110417,0.449199375,0.29946625,0.445726852,0.401154167,0.534872222,1.036574074,0.621944444,0.41462963,5.199173554,0.259958678,2.251111111,2.251111111,2.251111111,1.350666667,1.350666667,1.350666667,0.964761905,0.964761905,0.964761905,0.270855615,0.197337662,0.153484848,33.4280815,45
7094,1169,5925,615,7709,2,3,2,2,4,0,0,0,2,1,1,2,1,1,2,1,1,13,7,1,4,12,1,3,10,1,3,10,15,15,15,5.459656737,0.593629344,5.459656737,5.459656737,5.459656737,0,0,0,1.981171875,2.37740625,1.5849375,1.769270833,2.123125,1.415416667,4.114583333,4.9375,3.291666667,5.459656737,0.593629344,0.649444444,0.649444444,0.649444444,0.4175,0.4175,0.4175,0.278333333,0.278333333,0.278333333,0.088560606,0.053136364,0.035424242,41.35562262,45
9445,5981,3464,2321,11766,2,3,2,2,2,0,0,0,1,1,1,2,1,1,1,1,1,18,6,2,5,19,1,2,5,1,2,7,15,15,15,6.495682073,2.613738739,6.495682073,6.495682073,6.495682073,0,0,0,2.31655,1.38993,0.92662,1.034388889,1.241266667,0.827511111,4.811111111,2.886666667,1.924444444,6.495682073,2.613738739,1.993666667,1.993666667,1.993666667,4.272142857,4.272142857,4.272142857,2.034353741,2.034353741,2.034353741,0.453106061,0.271863636,0.181242424,35.57332447,45
8065,7753,312,2597,10662,2,3,2,2,1,0,0,0,1,1,1,2,1,1,1,1,1,17,8,1,3,11,1,3,11,1,3,10,14,14,17,6.382677423,2.193412162,6.382677423,6.382677423,6.382677423,0,0,0,0.20865,0.12519,0.08346,0.093166667,0.1118,0.074533333,0.433333333,0.26,0.173333333,6.382677423,2.193412162,4.307222222,4.307222222,4.307222222,2.584333333,2.584333333,2.584333333,1.845952381,1.845952381,1.845952381,0.629301948,0.377581169,0.207299465,32.72504141,45
