Distribution_Center,SKU_Code,Product_Offering,Generation,ASP Group,Week,Forecasted,Unconstrained_Demand
D,Prod_D_4,D,4,4,122,11779,2554
D,Prod_D_4,D,4,4,123,10640,1639
D,Prod_D_4,D,4,4,124,10640,2488
D,Prod_D_4,D,4,4,125,11758,1718
D,Prod_D_4,D,4,4,126,11758,2194
D,Prod_D_4,D,4,4,127,11758,2103
D,Prod_D_4,D,4,4,128,11572,1507
D,Prod_D_4,D,4,4,129,14110,2993
D,Prod_D_4,D,4,4,130,18556,1569
D,Prod_D_4,D,4,4,131,15877,3652
D,Prod_D_4,D,4,4,132,15877,3759
D,Prod_D_4,D,4,4,133,12371,2157
D,Prod_D_4,D,4,4,134,16892,3623
D,Prod_D_4,D,4,4,135,14076,2381
D,Prod_D_4,D,4,4,136,13994,2194
D,Prod_D_4,D,4,4,137,16792,2770
D,Prod_D_4,D,4,4,138,16296,2952
D,Prod_D_4,D,4,4,139,12172,2977
D,Prod_D_4,D,4,4,140,14606,3581
D,Prod_D_4,D,4,4,141,12172,2832
D,Prod_D_4,D,4,4,142,4869,1967
E,Prod_D_4,D,4,4,104,323,124
E,Prod_D_4,D,4,4,105,25,207
E,Prod_D_4,D,4,4,106,37,207
E,Prod_D_4,D,4,4,107,108,248
E,Prod_D_4,D,4,4,108,17,290
E,Prod_D_4,D,4,4,109,116,83
E,Prod_D_4,D,4,4,110,17,248
E,Prod_D_4,D,4,4,111,17,248
E,Prod_D_4,D,4,4,112,166,331
E,Prod_D_4,D,4,4,113,360,331
E,Prod_D_4,D,4,4,114,62,662
E,Prod_D_4,D,4,4,115,62,538
E,Prod_D_4,D,4,4,116,190,373
E,Prod_D_4,D,4,4,117,869,580
E,Prod_D_4,D,4,4,118,360,662
E,Prod_D_4,D,4,4,119,484,787
E,Prod_D_4,D,4,4,120,132,497
E,Prod_D_4,D,4,4,121,265,373
E,Prod_D_4,D,4,4,122,559,1822
E,Prod_D_4,D,4,4,123,8,166
E,Prod_D_4,D,4,4,124,25,704
E,Prod_D_4,D,4,4,125,422,745
E,Prod_D_4,D,4,4,126,497,1035
E,Prod_D_4,D,4,4,127,286,1035
E,Prod_D_4,D,4,4,128,447,1490
E,Prod_D_4,D,4,4,129,149,290
E,Prod_D_4,D,4,4,130,1093,994
E,Prod_D_4,D,4,4,131,240,414
E,Prod_D_4,D,4,4,132,116,414
E,Prod_D_4,D,4,4,133,373,414
E,Prod_D_4,D,4,4,134,431,455
E,Prod_D_4,D,4,4,135,994,1159
E,Prod_D_4,D,4,4,136,83,455
E,Prod_D_4,D,4,4,137,186,1035
E,Prod_D_4,D,4,4,138,257,538
E,Prod_D_4,D,4,4,139,489,538
E,Prod_D_4,D,4,4,140,257,911
E,Prod_D_4,D,4,4,141,497,580
E,Prod_D_4,D,4,4,142,464,828
F,Prod_D_4,D,4,4,90,58,41
F,Prod_D_4,D,4,4,92,58,207
F,Prod_D_4,D,4,4,94,29,124
F,Prod_D_4,D,4,4,97,435,41
F,Prod_D_4,D,4,4,99,422,166
F,Prod_D_4,D,4,4,100,435,124
F,Prod_D_4,D,4,4,101,311,41
F,Prod_D_4,D,4,4,102,331,331
F,Prod_D_4,D,4,4,104,311,124
F,Prod_D_4,D,4,4,105,323,331
F,Prod_D_4,D,4,4,106,323,290
F,Prod_D_4,D,4,4,108,323,124
F,Prod_D_4,D,4,4,109,348,207
F,Prod_D_4,D,4,4,112,327,166
F,Prod_D_4,D,4,4,113,327,455
F,Prod_D_4,D,4,4,114,352,83
F,Prod_D_4,D,4,4,115,352,207
F,Prod_D_4,D,4,4,116,493,41
H,Prod_D_4,D,4,4,103,1764,414
H,Prod_D_4,D,4,4,105,3080,2277
H,Prod_D_4,D,4,4,106,2832,1325
H,Prod_D_4,D,4,4,107,2492,1035
H,Prod_D_4,D,4,4,109,3163,1656
H,Prod_D_4,D,4,4,112,1168,2650
H,Prod_D_4,D,4,4,113,4645,1242
H,Prod_D_4,D,4,4,114,5498,2070
H,Prod_D_4,D,4,4,115,2484,2608
H,Prod_D_4,D,4,4,116,2484,2484
H,Prod_D_4,D,4,4,117,7129,1822
H,Prod_D_4,D,4,4,118,6732,2732
H,Prod_D_4,D,4,4,119,6889,2525
H,Prod_D_4,D,4,4,120,7229,1987
H,Prod_D_4,D,4,4,121,4082,1366
H,Prod_D_4,D,4,4,122,10545,3354
H,Prod_D_4,D,4,4,123,6098,2401
H,Prod_D_4,D,4,4,124,7336,3478
H,Prod_D_4,D,4,4,125,5974,1532
H,Prod_D_4,D,4,4,126,11775,2029
H,Prod_D_4,D,4,4,127,7850,1159
H,Prod_D_4,D,4,4,128,6620,2774
H,Prod_D_4,D,4,4,129,7241,2318
H,Prod_D_4,D,4,4,130,12246,1035
H,Prod_D_4,D,4,4,131,7618,1159
H,Prod_D_4,D,4,4,132,7485,1863
H,Prod_D_4,D,4,4,133,7005,2484
H,Prod_D_4,D,4,4,134,7912,2484
H,Prod_D_4,D,4,4,135,7788,2443
H,Prod_D_4,D,4,4,136,14743,1615
H,Prod_D_4,D,4,4,137,9448,2857
H,Prod_D_4,D,4,4,138,14346,3726
H,Prod_D_4,D,4,4,139,9804,1822
H,Prod_D_4,D,4,4,140,8744,2857
H,Prod_D_4,D,4,4,141,5631,1159
H,Prod_D_4,D,4,4,142,7601,2815
D,Prod_DD_2,DD,2,19,12,132,104
D,Prod_DD_2,DD,2,19,22,116,331
D,Prod_DD_2,DD,2,19,23,58,1283
D,Prod_DD_2,DD,2,19,24,116,91
D,Prod_DD_2,DD,2,19,25,335,373
D,Prod_DD_2,DD,2,19,27,58,166
D,Prod_DD_2,DD,2,19,28,58,41
D,Prod_DD_2,DD,2,19,31,58,83
D,Prod_DD_2,DD,2,19,33,58,248
D,Prod_DD_2,DD,2,19,34,66,526
D,Prod_DD_2,DD,2,19,35,166,58
D,Prod_DD_2,DD,2,19,36,166,248
D,Prod_DD_2,DD,2,19,37,166,248
D,Prod_DD_2,DD,2,19,38,83,166
D,Prod_DD_2,DD,2,19,39,248,787
D,Prod_DD_2,DD,2,19,40,83,54
D,Prod_DD_2,DD,2,19,42,83,124
D,Prod_DD_2,DD,2,19,43,166,207
D,Prod_DD_2,DD,2,19,44,166,124
D,Prod_DD_2,DD,2,19,53,83,219
D,Prod_DD_2,DD,2,19,54,41,207
D,Prod_DD_2,DD,2,19,55,41,207
D,Prod_DD_2,DD,2,19,56,41,83
D,Prod_DD_2,DD,2,19,57,83,66
D,Prod_DD_2,DD,2,19,59,41,83
D,Prod_DD_2,DD,2,19,60,41,75
D,Prod_DD_2,DD,2,19,61,41,41
D,Prod_DD_2,DD,2,19,65,41,166
G,Prod_DD_2,DD,2,19,12,431,1242
G,Prod_DD_2,DD,2,19,22,994,745
G,Prod_DD_2,DD,2,19,23,994,497
G,Prod_DD_2,DD,2,19,24,1490,1449
G,Prod_DD_2,DD,2,19,25,2120,952
G,Prod_DD_2,DD,2,19,27,538,1201
G,Prod_DD_2,DD,2,19,29,588,414
G,Prod_DD_2,DD,2,19,30,0,994
G,Prod_DD_2,DD,2,19,31,269,3105
G,Prod_DD_2,DD,2,19,33,269,580
G,Prod_DD_2,DD,2,19,36,414,414
G,Prod_DD_2,DD,2,19,37,166,3478
G,Prod_DD_2,DD,2,19,38,1627,828
G,Prod_DD_2,DD,2,19,39,2070,166
G,Prod_DD_2,DD,2,19,40,2898,1035
G,Prod_DD_2,DD,2,19,41,1449,41
G,Prod_DD_2,DD,2,19,42,83,124
G,Prod_DD_2,DD,2,19,43,1035,455
G,Prod_DD_2,DD,2,19,44,1035,166
G,Prod_DD_2,DD,2,19,45,625,414
G,Prod_DD_2,DD,2,19,47,1250,2443
G,Prod_DD_2,DD,2,19,48,1250,2360
G,Prod_DD_2,DD,2,19,50,83,580
G,Prod_DD_2,DD,2,19,51,1379,166
G,Prod_DD_2,DD,2,19,52,1325,1283
G,Prod_DD_2,DD,2,19,53,1863,2029
G,Prod_DD_2,DD,2,19,56,497,2525
G,Prod_DD_2,DD,2,19,59,83,373
G,Prod_DD_2,DD,2,19,60,331,166
G,Prod_DD_2,DD,2,19,61,331,248
G,Prod_DD_2,DD,2,19,62,166,414
G,Prod_DD_2,DD,2,19,63,166,497
H,Prod_DD_2,DD,2,19,12,66,41
H,Prod_DD_2,DD,2,19,28,0,41
H,Prod_DD_2,DD,2,19,30,62,83
H,Prod_DD_2,DD,2,19,31,62,83
H,Prod_DD_2,DD,2,19,32,95,41
H,Prod_DD_2,DD,2,19,33,108,83
H,Prod_DD_2,DD,2,19,35,344,83
H,Prod_DD_2,DD,2,19,36,290,83
H,Prod_DD_2,DD,2,19,37,157,41
H,Prod_DD_2,DD,2,19,38,232,248
H,Prod_DD_2,DD,2,19,40,190,166
H,Prod_DD_2,DD,2,19,41,331,352
H,Prod_DD_2,DD,2,19,42,8,166
H,Prod_DD_2,DD,2,19,44,83,83
H,Prod_DD_2,DD,2,19,47,83,21
H,Prod_DD_2,DD,2,19,51,513,83
H,Prod_DD_2,DD,2,19,53,149,41
H,Prod_DD_2,DD,2,19,63,513,83
A,Prod_DD_3,DD,3,21,112,3254,166
A,Prod_DD_3,DD,3,21,113,5105,745
A,Prod_DD_3,DD,3,21,114,5105,869
A,Prod_DD_3,DD,3,21,115,3130,1035
A,Prod_DD_3,DD,3,21,116,3130,911
A,Prod_DD_3,DD,3,21,117,1855,1739
A,Prod_DD_3,DD,3,21,118,2227,2401
A,Prod_DD_3,DD,3,21,119,1114,290
A,Prod_DD_3,DD,3,21,120,2227,994
A,Prod_DD_3,DD,3,21,121,3296,1325
A,Prod_DD_3,DD,3,21,122,2472,1904
A,Prod_DD_3,DD,3,21,123,2472,1201
A,Prod_DD_3,DD,3,21,124,1648,1076
A,Prod_DD_3,DD,3,21,125,1209,952
A,Prod_DD_3,DD,3,21,126,1813,994
A,Prod_DD_3,DD,3,21,127,749,373
A,Prod_DD_3,DD,3,21,128,1813,994
A,Prod_DD_3,DD,3,21,129,1209,414
A,Prod_DD_3,DD,3,21,130,426,1118
A,Prod_DD_3,DD,3,21,131,654,414
A,Prod_DD_3,DD,3,21,133,1279,455
A,Prod_DD_3,DD,3,21,134,422,166
A,Prod_DD_3,DD,3,21,135,845,207
A,Prod_DD_3,DD,3,21,136,1267,497
A,Prod_DD_3,DD,3,21,137,1304,497
A,Prod_DD_3,DD,3,21,138,397,166
A,Prod_DD_3,DD,3,21,139,1192,166
A,Prod_DD_3,DD,3,21,140,567,124
A,Prod_DD_3,DD,3,21,141,1134,455
A,Prod_DD_3,DD,3,21,142,1702,621
D,Prod_DD_3,DD,3,21,70,83,83
D,Prod_DD_3,DD,3,21,71,166,414
D,Prod_DD_3,DD,3,21,77,166,745
D,Prod_DD_3,DD,3,21,78,248,1031
D,Prod_DD_3,DD,3,21,82,166,1035
D,Prod_DD_3,DD,3,21,83,166,54
D,Prod_DD_3,DD,3,21,103,414,422
D,Prod_DD_3,DD,3,21,112,277,124
D,Prod_DD_3,DD,3,21,113,555,518
D,Prod_DD_3,DD,3,21,114,277,41
D,Prod_DD_3,DD,3,21,115,555,389
D,Prod_DD_3,DD,3,21,116,555,451
D,Prod_DD_3,DD,3,21,117,596,149
D,Prod_DD_3,DD,3,21,118,596,265
D,Prod_DD_3,DD,3,21,119,298,83
D,Prod_DD_3,DD,3,21,120,613,559
D,Prod_DD_3,DD,3,21,121,654,124
D,Prod_DD_3,DD,3,21,122,638,455
D,Prod_DD_3,DD,3,21,123,319,969
D,Prod_DD_3,DD,3,21,124,638,807
D,Prod_DD_3,DD,3,21,128,671,331
D,Prod_DD_3,DD,3,21,129,335,683
D,Prod_DD_3,DD,3,21,130,174,344
D,Prod_DD_3,DD,3,21,131,373,124
D,Prod_DD_3,DD,3,21,132,373,207
D,Prod_DD_3,DD,3,21,133,174,124
D,Prod_DD_3,DD,3,21,134,273,145
D,Prod_DD_3,DD,3,21,135,137,215
D,Prod_DD_3,DD,3,21,136,273,95
D,Prod_DD_3,DD,3,21,137,232,460
D,Prod_DD_3,DD,3,21,138,124,170
D,Prod_DD_3,DD,3,21,139,124,104
D,Prod_DD_3,DD,3,21,140,157,25
G,Prod_DD_3,DD,3,21,71,83,2318
G,Prod_DD_3,DD,3,21,72,124,2070
G,Prod_DD_3,DD,3,21,73,124,1118
G,Prod_DD_3,DD,3,21,74,124,952
G,Prod_DD_3,DD,3,21,75,124,1946
G,Prod_DD_3,DD,3,21,76,124,1615
G,Prod_DD_3,DD,3,21,77,7556,3354
G,Prod_DD_3,DD,3,21,78,1002,952
G,Prod_DD_3,DD,3,21,79,83,2401
G,Prod_DD_3,DD,3,21,80,83,331
G,Prod_DD_3,DD,3,21,81,124,1739
G,Prod_DD_3,DD,3,21,82,1503,1532
G,Prod_DD_3,DD,3,21,83,1503,290
G,Prod_DD_3,DD,3,21,84,8,2567
G,Prod_DD_3,DD,3,21,85,83,869
G,Prod_DD_3,DD,3,21,86,124,1325
G,Prod_DD_3,DD,3,21,87,83,1325
G,Prod_DD_3,DD,3,21,88,124,1325
G,Prod_DD_3,DD,3,21,89,124,1946
G,Prod_DD_3,DD,3,21,90,19873,1242
G,Prod_DD_3,DD,3,21,91,8,414
G,Prod_DD_3,DD,3,21,92,12,2153
G,Prod_DD_3,DD,3,21,93,8,290
G,Prod_DD_3,DD,3,21,94,41,83
G,Prod_DD_3,DD,3,21,95,83,455
G,Prod_DD_3,DD,3,21,96,124,1366
G,Prod_DD_3,DD,3,21,97,41,41
G,Prod_DD_3,DD,3,21,98,41,41
H,Prod_DD_3,DD,3,21,76,323,186
H,Prod_DD_3,DD,3,21,77,306,228
H,Prod_DD_3,DD,3,21,78,298,83
H,Prod_DD_3,DD,3,21,79,132,83
H,Prod_DD_3,DD,3,21,80,240,580
H,Prod_DD_3,DD,3,21,82,190,331
H,Prod_DD_3,DD,3,21,86,137,41
H,Prod_DD_3,DD,3,21,87,141,41
H,Prod_DD_3,DD,3,21,88,128,41
H,Prod_DD_3,DD,3,21,89,232,207
H,Prod_DD_3,DD,3,21,90,224,290
H,Prod_DD_3,DD,3,21,91,224,83
H,Prod_DD_3,DD,3,21,92,207,290
H,Prod_DD_3,DD,3,21,93,480,331
H,Prod_DD_3,DD,3,21,94,248,41
H,Prod_DD_3,DD,3,21,96,530,207
H,Prod_DD_3,DD,3,21,100,745,414
H,Prod_DD_3,DD,3,21,101,352,124
H,Prod_DD_3,DD,3,21,103,414,83
H,Prod_DD_3,DD,3,21,105,356,41
H,Prod_DD_3,DD,3,21,106,613,662
H,Prod_DD_3,DD,3,21,107,248,83
H,Prod_DD_3,DD,3,21,111,571,373
H,Prod_DD_3,DD,3,21,112,120,124
H,Prod_DD_3,DD,3,21,113,770,290
H,Prod_DD_3,DD,3,21,114,402,248
H,Prod_DD_3,DD,3,21,115,273,166
H,Prod_DD_3,DD,3,21,118,406,166
H,Prod_DD_3,DD,3,21,119,344,41
H,Prod_DD_3,DD,3,21,120,273,124
H,Prod_DD_3,DD,3,21,121,141,41
H,Prod_DD_3,DD,3,21,122,273,41
H,Prod_DD_3,DD,3,21,133,261,41
H,Prod_DD_3,DD,3,21,137,161,124
H,Prod_DD_3,DD,3,21,138,170,911
H,Prod_DD_3,DD,3,21,141,75,83
H,Prod_DD_3,DD,3,21,142,120,41
B,Prod_E_2,E,2,7,1,414,2815
B,Prod_E_2,E,2,7,2,414,538
B,Prod_E_2,E,2,7,3,331,580
B,Prod_E_2,E,2,7,4,331,455
B,Prod_E_2,E,2,7,5,248,1656
B,Prod_E_2,E,2,7,6,248,1946
B,Prod_E_2,E,2,7,7,124,207
B,Prod_E_2,E,2,7,8,331,414
B,Prod_E_2,E,2,7,12,0,2153
B,Prod_E_2,E,2,7,16,331,207
B,Prod_E_2,E,2,7,17,497,207
B,Prod_E_2,E,2,7,18,182,1656
B,Prod_E_2,E,2,7,19,124,124
B,Prod_E_2,E,2,7,20,373,869
B,Prod_E_2,E,2,7,21,414,952
B,Prod_E_2,E,2,7,22,580,1863
B,Prod_E_2,E,2,7,23,662,704
B,Prod_E_2,E,2,7,24,745,2153
B,Prod_E_2,E,2,7,25,497,497
B,Prod_E_2,E,2,7,26,952,869
B,Prod_E_2,E,2,7,27,869,2898
B,Prod_E_2,E,2,7,28,546,745
B,Prod_E_2,E,2,7,29,770,828
B,Prod_E_2,E,2,7,30,497,1490
B,Prod_E_2,E,2,7,31,248,2608
B,Prod_E_2,E,2,7,32,248,207
B,Prod_E_2,E,2,7,33,124,83
B,Prod_E_2,E,2,7,34,248,1904
B,Prod_E_2,E,2,7,35,869,4844
B,Prod_E_2,E,2,7,36,497,1449
B,Prod_E_2,E,2,7,37,248,911
B,Prod_E_2,E,2,7,38,331,248
B,Prod_E_2,E,2,7,40,1118,3188
B,Prod_E_2,E,2,7,41,207,2484
B,Prod_E_2,E,2,7,42,745,2194
B,Prod_E_2,E,2,7,43,484,1780
B,Prod_E_2,E,2,7,44,513,2401
B,Prod_E_2,E,2,7,45,66,2774
B,Prod_E_2,E,2,7,46,66,1242
B,Prod_E_2,E,2,7,47,91,745
B,Prod_E_2,E,2,7,48,596,1822
B,Prod_E_2,E,2,7,49,91,414
B,Prod_E_2,E,2,7,50,99,497
B,Prod_E_2,E,2,7,51,795,41
B,Prod_E_2,E,2,7,52,232,1242
B,Prod_E_2,E,2,7,53,99,1656
B,Prod_E_2,E,2,7,55,83,497
B,Prod_E_2,E,2,7,58,12,41
B,Prod_E_2,E,2,7,59,12,83
D,Prod_E_2,E,2,7,3,83,1656
D,Prod_E_2,E,2,7,4,50,7800
D,Prod_E_2,E,2,7,5,83,2091
D,Prod_E_2,E,2,7,6,4550,3751
D,Prod_E_2,E,2,7,7,199,3109
D,Prod_E_2,E,2,7,9,3229,1188
D,Prod_E_2,E,2,7,11,104,2757
D,Prod_E_2,E,2,7,12,5531,2178
D,Prod_E_2,E,2,7,13,236,3279
D,Prod_E_2,E,2,7,14,613,1635
D,Prod_E_2,E,2,7,15,269,2815
D,Prod_E_2,E,2,7,16,207,853
D,Prod_E_2,E,2,7,17,83,2563
D,Prod_E_2,E,2,7,18,265,1221
D,Prod_E_2,E,2,7,19,124,1130
D,Prod_E_2,E,2,7,20,50,186
D,Prod_E_2,E,2,7,21,563,352
D,Prod_E_2,E,2,7,22,1681,1283
D,Prod_E_2,E,2,7,23,3217,654
D,Prod_E_2,E,2,7,24,2732,874
D,Prod_E_2,E,2,7,25,12752,3685
D,Prod_E_2,E,2,7,26,199,174
D,Prod_E_2,E,2,7,27,1706,211
D,Prod_E_2,E,2,7,28,3370,497
D,Prod_E_2,E,2,7,29,0,373
D,Prod_E_2,E,2,7,30,0,1408
D,Prod_E_2,E,2,7,31,331,745
D,Prod_E_2,E,2,7,32,87,1205
D,Prod_E_2,E,2,7,33,116,2691
D,Prod_E_2,E,2,7,34,116,1105
D,Prod_E_2,E,2,7,35,1656,2058
D,Prod_E_2,E,2,7,36,1921,787
D,Prod_E_2,E,2,7,37,1242,3188
D,Prod_E_2,E,2,7,38,1076,290
D,Prod_E_2,E,2,7,39,1242,787
D,Prod_E_2,E,2,7,40,994,1292
D,Prod_E_2,E,2,7,41,414,874
D,Prod_E_2,E,2,7,42,621,725
D,Prod_E_2,E,2,7,43,497,749
D,Prod_E_2,E,2,7,44,497,460
D,Prod_E_2,E,2,7,45,497,555
D,Prod_E_2,E,2,7,47,546,559
D,Prod_E_2,E,2,7,48,522,952
D,Prod_E_2,E,2,7,49,696,584
D,Prod_E_2,E,2,7,50,662,994
D,Prod_E_2,E,2,7,51,0,3146
D,Prod_E_2,E,2,7,52,662,2103
D,Prod_E_2,E,2,7,53,166,745
D,Prod_E_2,E,2,7,54,166,290
D,Prod_E_2,E,2,7,55,248,182
D,Prod_E_2,E,2,7,56,248,505
D,Prod_E_2,E,2,7,57,174,219
D,Prod_E_2,E,2,7,58,248,472
D,Prod_E_2,E,2,7,59,248,555
D,Prod_E_2,E,2,7,60,248,132
D,Prod_E_2,E,2,7,61,166,451
D,Prod_E_2,E,2,7,64,414,290
D,Prod_E_2,E,2,7,65,414,464
D,Prod_E_2,E,2,7,73,248,377
D,Prod_E_2,E,2,7,77,124,112
D,Prod_E_2,E,2,7,78,248,447
D,Prod_E_2,E,2,7,82,248,725
D,Prod_E_2,E,2,7,83,248,311
D,Prod_E_2,E,2,7,103,25,83
G,Prod_E_2,E,2,7,1,5589,5341
G,Prod_E_2,E,2,7,2,5713,7452
G,Prod_E_2,E,2,7,3,6210,2732
G,Prod_E_2,E,2,7,4,12669,9357
G,Prod_E_2,E,2,7,5,7121,9522
G,Prod_E_2,E,2,7,6,5589,3933
G,Prod_E_2,E,2,7,7,6210,6127
G,Prod_E_2,E,2,7,8,9522,13745
G,Prod_E_2,E,2,7,9,10930,10143
G,Prod_E_2,E,2,7,10,10971,4099
G,Prod_E_2,E,2,7,11,7287,2525
G,Prod_E_2,E,2,7,12,12950,373
G,Prod_E_2,E,2,7,13,2732,2277
G,Prod_E_2,E,2,7,14,662,2277
G,Prod_E_2,E,2,7,15,3312,2029
G,Prod_E_2,E,2,7,16,5796,2111
G,Prod_E_2,E,2,7,17,8073,9067
G,Prod_E_2,E,2,7,18,2981,2360
G,Prod_E_2,E,2,7,19,1656,704
G,Prod_E_2,E,2,7,20,5796,994
G,Prod_E_2,E,2,7,21,4347,2898
G,Prod_E_2,E,2,7,22,3105,2277
G,Prod_E_2,E,2,7,23,3105,2070
G,Prod_E_2,E,2,7,24,1449,745
G,Prod_E_2,E,2,7,25,18672,1739
G,Prod_E_2,E,2,7,26,828,538
G,Prod_E_2,E,2,7,27,3229,1822
G,Prod_E_2,E,2,7,28,132,1615
G,Prod_E_2,E,2,7,29,1863,1490
G,Prod_E_2,E,2,7,30,6111,6624
G,Prod_E_2,E,2,7,31,4538,5424
G,Prod_E_2,E,2,7,32,1035,3271
G,Prod_E_2,E,2,7,33,1656,828
G,Prod_E_2,E,2,7,34,414,2567
G,Prod_E_2,E,2,7,35,4803,124
G,Prod_E_2,E,2,7,36,2484,414
G,Prod_E_2,E,2,7,37,3726,8363
G,Prod_E_2,E,2,7,38,2832,373
G,Prod_E_2,E,2,7,39,1201,580
G,Prod_E_2,E,2,7,40,1118,124
G,Prod_E_2,E,2,7,41,373,621
G,Prod_E_2,E,2,7,42,331,2815
G,Prod_E_2,E,2,7,43,1035,911
G,Prod_E_2,E,2,7,44,1035,1366
G,Prod_E_2,E,2,7,45,166,1863
G,Prod_E_2,E,2,7,46,290,248
G,Prod_E_2,E,2,7,47,952,83
G,Prod_E_2,E,2,7,48,952,41
G,Prod_E_2,E,2,7,49,83,1697
G,Prod_E_2,E,2,7,50,83,4637
G,Prod_E_2,E,2,7,51,6173,2898
G,Prod_E_2,E,2,7,52,994,331
G,Prod_E_2,E,2,7,53,687,41
G,Prod_E_2,E,2,7,54,83,1283
G,Prod_E_2,E,2,7,55,83,1573
G,Prod_E_2,E,2,7,56,704,580
G,Prod_E_2,E,2,7,58,166,3271
G,Prod_E_2,E,2,7,59,124,1532
G,Prod_E_2,E,2,7,60,2111,1532
G,Prod_E_2,E,2,7,61,704,166
G,Prod_E_2,E,2,7,62,83,3312
G,Prod_E_2,E,2,7,63,83,580
G,Prod_E_2,E,2,7,64,1627,166
G,Prod_E_2,E,2,7,65,704,455
G,Prod_E_2,E,2,7,66,41,41
G,Prod_E_2,E,2,7,67,83,331
G,Prod_E_2,E,2,7,68,83,331
G,Prod_E_2,E,2,7,69,83,1449
G,Prod_E_2,E,2,7,71,41,331
G,Prod_E_2,E,2,7,72,41,580
G,Prod_E_2,E,2,7,73,1739,1201
G,Prod_E_2,E,2,7,74,83,124
G,Prod_E_2,E,2,7,75,41,414
G,Prod_E_2,E,2,7,76,83,166
G,Prod_E_2,E,2,7,77,2401,1159
G,Prod_E_2,E,2,7,78,1242,828
G,Prod_E_2,E,2,7,79,1242,869
G,Prod_E_2,E,2,7,80,41,41
G,Prod_E_2,E,2,7,81,17,1118
G,Prod_E_2,E,2,7,82,1751,414
G,Prod_E_2,E,2,7,83,584,331
G,Prod_E_2,E,2,7,84,8,83
G,Prod_E_2,E,2,7,85,4,621
G,Prod_E_2,E,2,7,86,4,828
G,Prod_E_2,E,2,7,88,83,1739
G,Prod_E_2,E,2,7,89,41,41
G,Prod_E_2,E,2,7,90,720,331
G,Prod_E_2,E,2,7,91,4,124
G,Prod_E_2,E,2,7,92,8,1697
G,Prod_E_2,E,2,7,94,41,207
H,Prod_E_2,E,2,7,12,5689,3850
H,Prod_E_2,E,2,7,13,6699,1573
H,Prod_E_2,E,2,7,14,2732,83
H,Prod_E_2,E,2,7,15,5796,497
H,Prod_E_2,E,2,7,16,5796,869
H,Prod_E_2,E,2,7,17,5490,3850
H,Prod_E_2,E,2,7,18,5490,2037
H,Prod_E_2,E,2,7,19,6359,1076
H,Prod_E_2,E,2,7,20,3656,207
H,Prod_E_2,E,2,7,24,4521,153
H,Prod_E_2,E,2,7,25,10027,1958
H,Prod_E_2,E,2,7,26,3995,414
H,Prod_E_2,E,2,7,30,3552,828
H,Prod_E_2,E,2,7,31,7104,7523
H,Prod_E_2,E,2,7,32,7792,580
H,Prod_E_2,E,2,7,33,3987,828
H,Prod_E_2,E,2,7,36,5208,1242
H,Prod_E_2,E,2,7,37,4509,828
H,Prod_E_2,E,2,7,38,4546,1656
H,Prod_E_2,E,2,7,39,3002,8280
H,Prod_E_2,E,2,7,40,2675,3126
H,Prod_E_2,E,2,7,41,3917,538
H,Prod_E_2,E,2,7,42,559,497
H,Prod_E_2,E,2,7,44,414,1325
H,Prod_E_2,E,2,7,46,4215,414
H,Prod_E_2,E,2,7,47,621,166
H,Prod_E_2,E,2,7,48,5208,3395
H,Prod_E_2,E,2,7,51,2124,1242
H,Prod_E_2,E,2,7,52,1714,1076
H,Prod_E_2,E,2,7,53,2923,1408
H,Prod_E_2,E,2,7,54,1180,1035
H,Prod_E_2,E,2,7,55,1027,83
H,Prod_E_2,E,2,7,58,1631,4252
H,Prod_E_2,E,2,7,60,248,621
H,Prod_E_2,E,2,7,61,1490,1325
H,Prod_E_2,E,2,7,62,1913,629
H,Prod_E_2,E,2,7,63,927,298
H,Prod_E_2,E,2,7,64,513,166
H,Prod_E_2,E,2,7,66,546,166
H,Prod_E_2,E,2,7,68,174,455
H,Prod_E_2,E,2,7,69,613,207
H,Prod_E_2,E,2,7,71,464,166
H,Prod_E_2,E,2,7,72,228,83
H,Prod_E_2,E,2,7,73,414,455
H,Prod_E_2,E,2,7,78,551,124
H,Prod_E_2,E,2,7,79,323,414
H,Prod_E_2,E,2,7,82,745,207
H,Prod_E_2,E,2,7,83,207,207
H,Prod_E_2,E,2,7,84,170,41
H,Prod_E_2,E,2,7,88,95,41
H,Prod_E_2,E,2,7,90,91,248
H,Prod_E_2,E,2,7,94,62,41
H,Prod_E_2,E,2,7,96,33,41
H,Prod_E_2,E,2,7,97,25,41
H,Prod_E_2,E,2,7,101,21,83
I,Prod_E_2,E,2,7,2,41,83
I,Prod_E_2,E,2,7,5,41,41
I,Prod_E_2,E,2,7,6,41,787
I,Prod_E_2,E,2,7,7,83,1201
I,Prod_E_2,E,2,7,9,41,290
I,Prod_E_2,E,2,7,11,166,166
I,Prod_E_2,E,2,7,12,331,2111
I,Prod_E_2,E,2,7,13,83,41
I,Prod_E_2,E,2,7,15,124,787
I,Prod_E_2,E,2,7,16,166,1159
I,Prod_E_2,E,2,7,17,41,621
I,Prod_E_2,E,2,7,19,83,41
I,Prod_E_2,E,2,7,21,83,497
I,Prod_E_2,E,2,7,23,83,41
I,Prod_E_2,E,2,7,24,166,166
I,Prod_E_2,E,2,7,25,373,83
I,Prod_E_2,E,2,7,26,83,41
I,Prod_E_2,E,2,7,27,207,83
