Distribution_Center,SKU_Code,Product_Offering,Generation,ASP Group,Week,Forecasted,Unconstrained_Demand
G,Prod_Q_3,Q,3,14,70,1490,16975
G,Prod_Q_3,Q,3,14,71,22522,17927
G,Prod_Q_3,Q,3,14,72,22522,24261
G,Prod_Q_3,Q,3,14,73,5217,20866
G,Prod_Q_3,Q,3,14,74,2484,27863
G,Prod_Q_3,Q,3,14,75,2070,14573
G,Prod_Q_3,Q,3,14,76,4968,19334
G,Prod_Q_3,Q,3,14,77,115986,34197
G,Prod_Q_3,Q,3,14,78,32293,22191
G,Prod_Q_3,Q,3,14,79,2070,23350
G,Prod_Q_3,Q,3,14,80,4140,24137
G,Prod_Q_3,Q,3,14,81,31051,18010
G,Prod_Q_3,Q,3,14,82,37261,25420
G,Prod_Q_3,Q,3,14,83,6210,11303
G,Prod_Q_3,Q,3,14,84,9936,25006
G,Prod_Q_3,Q,3,14,85,6624,23764
G,Prod_Q_3,Q,3,14,86,6210,10682
G,Prod_Q_3,Q,3,14,87,4968,7494
G,Prod_Q_3,Q,3,14,88,1242,207
G,Prod_Q_3,Q,3,14,89,6624,8115
G,Prod_Q_3,Q,3,14,90,142979,6169
G,Prod_Q_3,Q,3,14,91,621,13166
G,Prod_Q_3,Q,3,14,92,1242,4264
G,Prod_Q_3,Q,3,14,93,1656,4803
G,Prod_Q_3,Q,3,14,94,1242,2939
G,Prod_Q_3,Q,3,14,95,3726,2898
G,Prod_Q_3,Q,3,14,96,3726,8322
G,Prod_Q_3,Q,3,14,97,3312,7121
G,Prod_Q_3,Q,3,14,98,2484,1863
H,Prod_Q_3,Q,3,14,33,2525,621
H,Prod_Q_3,Q,3,14,34,3229,331
H,Prod_Q_3,Q,3,14,35,3478,290
H,Prod_Q_3,Q,3,14,36,4604,2815
H,Prod_Q_3,Q,3,14,37,3585,1532
H,Prod_Q_3,Q,3,14,38,5167,787
H,Prod_Q_3,Q,3,14,39,4654,1283
H,Prod_Q_3,Q,3,14,40,4049,828
H,Prod_Q_3,Q,3,14,41,2054,1615
H,Prod_Q_3,Q,3,14,42,687,455
H,Prod_Q_3,Q,3,14,43,1076,1532
H,Prod_Q_3,Q,3,14,44,1076,4844
H,Prod_Q_3,Q,3,14,46,5283,952
H,Prod_Q_3,Q,3,14,47,1076,662
H,Prod_Q_3,Q,3,14,48,7808,1449
H,Prod_Q_3,Q,3,14,51,9895,1449
H,Prod_Q_3,Q,3,14,52,8661,704
H,Prod_Q_3,Q,3,14,53,4090,911
H,Prod_Q_3,Q,3,14,54,6732,2567
H,Prod_Q_3,Q,3,14,55,6475,2774
H,Prod_Q_3,Q,3,14,56,1242,166
H,Prod_Q_3,Q,3,14,57,15041,7494
H,Prod_Q_3,Q,3,14,58,12433,7121
H,Prod_Q_3,Q,3,14,60,3312,3146
H,Prod_Q_3,Q,3,14,61,9978,1366
H,Prod_Q_3,Q,3,14,62,11402,2488
H,Prod_Q_3,Q,3,14,63,7080,911
H,Prod_Q_3,Q,3,14,64,15811,4960
H,Prod_Q_3,Q,3,14,65,2484,2244
H,Prod_Q_3,Q,3,14,66,11563,1412
H,Prod_Q_3,Q,3,14,67,7676,1681
H,Prod_Q_3,Q,3,14,68,4960,1561
H,Prod_Q_3,Q,3,14,69,4513,2252
H,Prod_Q_3,Q,3,14,70,0,2314
H,Prod_Q_3,Q,3,14,71,11737,3668
H,Prod_Q_3,Q,3,14,72,12246,2641
H,Prod_Q_3,Q,3,14,73,10421,1035
H,Prod_Q_3,Q,3,14,76,7701,1337
H,Prod_Q_3,Q,3,14,77,10930,2691
H,Prod_Q_3,Q,3,14,78,13961,2318
H,Prod_Q_3,Q,3,14,79,7924,1573
H,Prod_Q_3,Q,3,14,80,2277,1573
H,Prod_Q_3,Q,3,14,82,5664,994
H,Prod_Q_3,Q,3,14,83,1242,1739
H,Prod_Q_3,Q,3,14,84,4314,455
H,Prod_Q_3,Q,3,14,85,4273,580
H,Prod_Q_3,Q,3,14,86,4529,1366
H,Prod_Q_3,Q,3,14,87,2542,248
H,Prod_Q_3,Q,3,14,88,2306,83
H,Prod_Q_3,Q,3,14,89,2140,207
H,Prod_Q_3,Q,3,14,90,2621,207
H,Prod_Q_3,Q,3,14,91,0,207
H,Prod_Q_3,Q,3,14,92,1445,207
H,Prod_Q_3,Q,3,14,93,1184,455
H,Prod_Q_3,Q,3,14,94,894,207
H,Prod_Q_3,Q,3,14,96,989,704
H,Prod_Q_3,Q,3,14,97,2045,745
H,Prod_Q_3,Q,3,14,103,1532,2401
H,Prod_Q_3,Q,3,14,109,1230,1490
H,Prod_Q_3,Q,3,14,111,1217,1490
H,Prod_Q_3,Q,3,14,112,311,41
H,Prod_Q_3,Q,3,14,113,2443,787
H,Prod_Q_3,Q,3,14,114,2931,662
H,Prod_Q_3,Q,3,14,115,886,455
H,Prod_Q_3,Q,3,14,116,886,662
H,Prod_Q_3,Q,3,14,117,2120,538
H,Prod_Q_3,Q,3,14,118,2037,1366
H,Prod_Q_3,Q,3,14,119,811,83
H,Prod_Q_3,Q,3,14,120,712,124
H,Prod_Q_3,Q,3,14,121,331,952
H,Prod_Q_3,Q,3,14,122,588,331
H,Prod_Q_3,Q,3,14,123,397,248
H,Prod_Q_3,Q,3,14,124,1350,787
H,Prod_Q_3,Q,3,14,125,356,41
H,Prod_Q_3,Q,3,14,126,1565,17803
H,Prod_Q_3,Q,3,14,127,1524,11965
H,Prod_Q_3,Q,3,14,128,335,6831
H,Prod_Q_3,Q,3,14,129,356,40366
H,Prod_Q_3,Q,3,14,130,174,33535
H,Prod_Q_3,Q,3,14,131,157,16146
H,Prod_Q_3,Q,3,14,132,265,51420
H,Prod_Q_3,Q,3,14,133,95,4968
H,Prod_Q_3,Q,3,14,134,339,12048
H,Prod_Q_3,Q,3,14,135,170,2691
H,Prod_Q_3,Q,3,14,136,9369,6417
H,Prod_Q_3,Q,3,14,137,19773,24634
H,Prod_Q_3,Q,3,14,138,14540,10557
H,Prod_Q_3,Q,3,14,139,14548,11178
H,Prod_Q_3,Q,3,14,140,37708,9357
H,Prod_Q_3,Q,3,14,141,211,21529
H,Prod_Q_3,Q,3,14,142,224,22978
I,Prod_Q_3,Q,3,14,28,0,124
I,Prod_Q_3,Q,3,14,29,0,290
I,Prod_Q_3,Q,3,14,31,83,994
I,Prod_Q_3,Q,3,14,33,414,828
I,Prod_Q_3,Q,3,14,34,662,207
I,Prod_Q_3,Q,3,14,35,41,538
I,Prod_Q_3,Q,3,14,36,994,4637
I,Prod_Q_3,Q,3,14,37,828,4016
I,Prod_Q_3,Q,3,14,38,1656,1076
I,Prod_Q_3,Q,3,14,40,373,207
I,Prod_Q_3,Q,3,14,41,745,745
I,Prod_Q_3,Q,3,14,42,414,2277
I,Prod_Q_3,Q,3,14,43,580,704
I,Prod_Q_3,Q,3,14,45,828,869
I,Prod_Q_3,Q,3,14,47,828,455
I,Prod_Q_3,Q,3,14,50,1656,1366
I,Prod_Q_3,Q,3,14,51,290,2277
I,Prod_Q_3,Q,3,14,53,621,373
I,Prod_Q_3,Q,3,14,54,1656,6707
I,Prod_Q_3,Q,3,14,55,828,331
I,Prod_Q_3,Q,3,14,58,828,41
I,Prod_Q_3,Q,3,14,59,1242,414
I,Prod_Q_3,Q,3,14,61,414,41
I,Prod_Q_3,Q,3,14,62,1656,2650
I,Prod_Q_3,Q,3,14,63,3312,7204
I,Prod_Q_3,Q,3,14,64,3726,3188
I,Prod_Q_3,Q,3,14,66,2484,1366
I,Prod_Q_3,Q,3,14,68,5589,2898
I,Prod_Q_3,Q,3,14,70,828,497
I,Prod_Q_3,Q,3,14,71,2484,1366
I,Prod_Q_3,Q,3,14,72,4968,1283
I,Prod_Q_3,Q,3,14,73,4968,2236
I,Prod_Q_3,Q,3,14,74,2484,1656
I,Prod_Q_3,Q,3,14,75,1656,1946
I,Prod_Q_3,Q,3,14,76,8694,2857
I,Prod_Q_3,Q,3,14,77,9936,2981
I,Prod_Q_3,Q,3,14,78,580,1076
I,Prod_Q_3,Q,3,14,79,1325,1904
I,Prod_Q_3,Q,3,14,80,1987,1076
I,Prod_Q_3,Q,3,14,81,2484,2318
I,Prod_Q_3,Q,3,14,82,1656,2774
I,Prod_Q_3,Q,3,14,85,1656,1615
I,Prod_Q_3,Q,3,14,86,3726,1366
I,Prod_Q_3,Q,3,14,90,4968,952
I,Prod_Q_3,Q,3,14,91,828,497
I,Prod_Q_3,Q,3,14,93,1242,1035
I,Prod_Q_3,Q,3,14,94,1656,1408
I,Prod_Q_3,Q,3,14,95,1656,1656
I,Prod_Q_3,Q,3,14,96,1242,828
I,Prod_Q_3,Q,3,14,97,1242,1780
I,Prod_Q_3,Q,3,14,98,621,207
I,Prod_Q_3,Q,3,14,99,828,538
I,Prod_Q_3,Q,3,14,100,828,1780
A,Prod_Q_4,Q,4,14,112,60529,18424
A,Prod_Q_4,Q,4,14,113,62806,28608
A,Prod_Q_4,Q,4,14,114,76708,19624
A,Prod_Q_4,Q,4,14,115,73715,32293
A,Prod_Q_4,Q,4,14,116,62578,25296
A,Prod_Q_4,Q,4,14,117,79925,26290
A,Prod_Q_4,Q,4,14,118,81271,18217
A,Prod_Q_4,Q,4,14,119,92014,31920
A,Prod_Q_4,Q,4,14,120,67103,34777
A,Prod_Q_4,Q,4,14,121,101019,40283
A,Prod_Q_4,Q,4,14,122,147803,31382
A,Prod_Q_4,Q,4,14,123,103114,23102
A,Prod_Q_4,Q,4,14,124,114019,27201
A,Prod_Q_4,Q,4,14,125,113874,44465
A,Prod_Q_4,Q,4,14,126,112777,39580
A,Prod_Q_4,Q,4,14,127,91911,6210
A,Prod_Q_4,Q,4,14,128,132848,36723
A,Prod_Q_4,Q,4,14,129,84823,50634
A,Prod_Q_4,Q,4,14,130,125371,25296
A,Prod_Q_4,Q,4,14,131,130190,29685
A,Prod_Q_4,Q,4,14,132,86297,19376
A,Prod_Q_4,Q,4,14,133,106505,20783
A,Prod_Q_4,Q,4,14,134,99653,25586
A,Prod_Q_4,Q,4,14,135,108161,19127
A,Prod_Q_4,Q,4,14,136,108161,49475
A,Prod_Q_4,Q,4,14,137,104021,30306
A,Prod_Q_4,Q,4,14,138,97997,27366
A,Prod_Q_4,Q,4,14,139,123906,31548
A,Prod_Q_4,Q,4,14,140,103255,16726
A,Prod_Q_4,Q,4,14,141,123906,39248
A,Prod_Q_4,Q,4,14,142,107113,10226
C,Prod_Q_4,Q,4,14,127,1325,166
C,Prod_Q_4,Q,4,14,130,1002,1987
C,Prod_Q_4,Q,4,14,131,762,124
C,Prod_Q_4,Q,4,14,132,1085,455
C,Prod_Q_4,Q,4,14,133,894,414
C,Prod_Q_4,Q,4,14,134,836,124
C,Prod_Q_4,Q,4,14,135,1383,952
C,Prod_Q_4,Q,4,14,136,1383,787
C,Prod_Q_4,Q,4,14,137,1002,207
C,Prod_Q_4,Q,4,14,138,1184,994
C,Prod_Q_4,Q,4,14,139,567,83
C,Prod_Q_4,Q,4,14,140,1184,373
C,Prod_Q_4,Q,4,14,141,1308,2443
C,Prod_Q_4,Q,4,14,142,592,248
D,Prod_Q_4,Q,4,14,103,6624,2832
D,Prod_Q_4,Q,4,14,112,6993,4670
D,Prod_Q_4,Q,4,14,113,6993,7879
D,Prod_Q_4,Q,4,14,114,13985,9179
D,Prod_Q_4,Q,4,14,115,10918,4952
D,Prod_Q_4,Q,4,14,116,14557,6016
D,Prod_Q_4,Q,4,14,117,24890,9187
D,Prod_Q_4,Q,4,14,118,24890,6272
D,Prod_Q_4,Q,4,14,119,24890,5796
D,Prod_Q_4,Q,4,14,120,18668,6111
D,Prod_Q_4,Q,4,14,121,25917,7030
D,Prod_Q_4,Q,4,14,122,19438,7158
D,Prod_Q_4,Q,4,14,123,26530,6554
D,Prod_Q_4,Q,4,14,124,13265,2803
D,Prod_Q_4,Q,4,14,125,21330,4268
D,Prod_Q_4,Q,4,14,126,15997,9079
D,Prod_Q_4,Q,4,14,127,28732,5299
D,Prod_Q_4,Q,4,14,128,22986,5183
D,Prod_Q_4,Q,4,14,129,31838,7369
D,Prod_Q_4,Q,4,14,130,28203,9493
D,Prod_Q_4,Q,4,14,131,42304,20411
D,Prod_Q_4,Q,4,14,132,35253,4061
D,Prod_Q_4,Q,4,14,133,37323,7254
D,Prod_Q_4,Q,4,14,134,24708,10599
D,Prod_Q_4,Q,4,14,135,30885,4504
D,Prod_Q_4,Q,4,14,136,30885,4206
D,Prod_Q_4,Q,4,14,137,30885,11866
D,Prod_Q_4,Q,4,14,138,15178,11199
D,Prod_Q_4,Q,4,14,139,25296,6475
D,Prod_Q_4,Q,4,14,140,29113,11605
D,Prod_Q_4,Q,4,14,141,19409,16867
D,Prod_Q_4,Q,4,14,142,19409,2567
E,Prod_Q_4,Q,4,14,107,50,745
E,Prod_Q_4,Q,4,14,108,17,331
E,Prod_Q_4,Q,4,14,110,17,1822
E,Prod_Q_4,Q,4,14,111,17,2277
E,Prod_Q_4,Q,4,14,112,50,497
E,Prod_Q_4,Q,4,14,113,232,952
E,Prod_Q_4,Q,4,14,114,33,290
E,Prod_Q_4,Q,4,14,115,17,828
E,Prod_Q_4,Q,4,14,117,708,1946
E,Prod_Q_4,Q,4,14,118,306,290
E,Prod_Q_4,Q,4,14,119,389,662
E,Prod_Q_4,Q,4,14,120,199,83
E,Prod_Q_4,Q,4,14,121,331,331
E,Prod_Q_4,Q,4,14,122,534,373
E,Prod_Q_4,Q,4,14,124,12,83
E,Prod_Q_4,Q,4,14,125,298,414
E,Prod_Q_4,Q,4,14,126,108,83
E,Prod_Q_4,Q,4,14,128,141,124
E,Prod_Q_4,Q,4,14,130,484,290
E,Prod_Q_4,Q,4,14,131,157,455
E,Prod_Q_4,Q,4,14,132,66,207
E,Prod_Q_4,Q,4,14,133,58,83
E,Prod_Q_4,Q,4,14,134,66,41
E,Prod_Q_4,Q,4,14,135,232,166
E,Prod_Q_4,Q,4,14,136,8,373
E,Prod_Q_4,Q,4,14,137,17,83
E,Prod_Q_4,Q,4,14,138,41,41
E,Prod_Q_4,Q,4,14,139,248,166
E,Prod_Q_4,Q,4,14,140,83,207
E,Prod_Q_4,Q,4,14,141,54,207
E,Prod_Q_4,Q,4,14,142,186,455
F,Prod_Q_4,Q,4,14,87,62,41
F,Prod_Q_4,Q,4,14,95,17,538
F,Prod_Q_4,Q,4,14,96,17,83
F,Prod_Q_4,Q,4,14,97,17,41
F,Prod_Q_4,Q,4,14,103,157,166
F,Prod_Q_4,Q,4,14,112,290,787
F,Prod_Q_4,Q,4,14,113,290,166
F,Prod_Q_4,Q,4,14,114,290,662
F,Prod_Q_4,Q,4,14,115,290,704
F,Prod_Q_4,Q,4,14,116,455,83
H,Prod_Q_4,Q,4,14,84,2923,373
H,Prod_Q_4,Q,4,14,85,3031,331
H,Prod_Q_4,Q,4,14,86,3585,911
H,Prod_Q_4,Q,4,14,87,2252,248
H,Prod_Q_4,Q,4,14,88,2120,124
H,Prod_Q_4,Q,4,14,89,2459,124
H,Prod_Q_4,Q,4,14,90,2356,207
H,Prod_Q_4,Q,4,14,91,2509,455
H,Prod_Q_4,Q,4,14,92,2182,83
H,Prod_Q_4,Q,4,14,93,1987,455
H,Prod_Q_4,Q,4,14,94,1913,373
H,Prod_Q_4,Q,4,14,96,2111,538
H,Prod_Q_4,Q,4,14,97,2277,704
H,Prod_Q_4,Q,4,14,103,4256,1573
H,Prod_Q_4,Q,4,14,106,6343,2318
H,Prod_Q_4,Q,4,14,107,5597,5548
H,Prod_Q_4,Q,4,14,109,6425,1822
H,Prod_Q_4,Q,4,14,111,7494,1863
H,Prod_Q_4,Q,4,14,112,1710,1201
H,Prod_Q_4,Q,4,14,113,7908,1532
H,Prod_Q_4,Q,4,14,114,7750,2857
H,Prod_Q_4,Q,4,14,115,3900,1366
H,Prod_Q_4,Q,4,14,116,1950,828
H,Prod_Q_4,Q,4,14,117,8404,1201
H,Prod_Q_4,Q,4,14,118,8098,2236
H,Prod_Q_4,Q,4,14,119,8769,3561
H,Prod_Q_4,Q,4,14,120,7552,5838
H,Prod_Q_4,Q,4,14,121,4711,2070
H,Prod_Q_4,Q,4,14,122,10247,6831
H,Prod_Q_4,Q,4,14,123,7489,3519
H,Prod_Q_4,Q,4,14,124,12495,11137
H,Prod_Q_4,Q,4,14,125,4786,1946
H,Prod_Q_4,Q,4,14,126,4492,4264
H,Prod_Q_4,Q,4,14,127,9812,4554
H,Prod_Q_4,Q,4,14,128,8421,3312
H,Prod_Q_4,Q,4,14,129,5614,1076
H,Prod_Q_4,Q,4,14,130,9597,994
H,Prod_Q_4,Q,4,14,131,9539,538
H,Prod_Q_4,Q,4,14,132,8943,3105
H,Prod_Q_4,Q,4,14,133,9158,1946
H,Prod_Q_4,Q,4,14,134,5266,2567
H,Prod_Q_4,Q,4,14,135,7651,4844
H,Prod_Q_4,Q,4,14,136,11717,4057
H,Prod_Q_4,Q,4,14,137,17625,9150
H,Prod_Q_4,Q,4,14,138,11874,11592
H,Prod_Q_4,Q,4,14,139,18295,3726
H,Prod_Q_4,Q,4,14,140,14047,2277
H,Prod_Q_4,Q,4,14,141,4803,3685
H,Prod_Q_4,Q,4,14,142,10541,5217
A,Prod_R_4,R,4,15,109,828,497
A,Prod_R_4,R,4,15,110,828,952
A,Prod_R_4,R,4,15,111,1242,331
A,Prod_R_4,R,4,15,112,9837,580
A,Prod_R_4,R,4,15,113,15525,1490
A,Prod_R_4,R,4,15,114,14457,1201
A,Prod_R_4,R,4,15,115,11663,2484
A,Prod_R_4,R,4,15,116,10061,1780
A,Prod_R_4,R,4,15,117,6011,4596
A,Prod_R_4,R,4,15,118,9638,1283
A,Prod_R_4,R,4,15,119,11004,5175
A,Prod_R_4,R,4,15,120,11104,7411
A,Prod_R_4,R,4,15,121,10669,4554
A,Prod_R_4,R,4,15,122,13149,2360
A,Prod_R_4,R,4,15,123,10359,4347
A,Prod_R_4,R,4,15,124,6906,497
A,Prod_R_4,R,4,15,125,8794,2981
A,Prod_R_4,R,4,15,126,3685,1697
A,Prod_R_4,R,4,15,127,4082,952
A,Prod_R_4,R,4,15,128,5862,538
A,Prod_R_4,R,4,15,129,5862,1325
A,Prod_R_4,R,4,15,130,17248,1532
A,Prod_R_4,R,4,15,131,25499,2443
A,Prod_R_4,R,4,15,132,24804,3354
A,Prod_R_4,R,4,15,133,17248,538
A,Prod_R_4,R,4,15,134,22158,1325
A,Prod_R_4,R,4,15,135,8421,952
A,Prod_R_4,R,4,15,136,2898,248
A,Prod_R_4,R,4,15,137,14954,662
A,Prod_R_4,R,4,15,138,13629,497
A,Prod_R_4,R,4,15,139,13662,828
A,Prod_R_4,R,4,15,140,13662,1076
A,Prod_R_4,R,4,15,141,20494,1325
A,Prod_R_4,R,4,15,142,13580,952
D,Prod_R_4,R,4,15,103,149,319
D,Prod_R_4,R,4,15,112,505,621
D,Prod_R_4,R,4,15,113,758,302
D,Prod_R_4,R,4,15,114,505,373
D,Prod_R_4,R,4,15,115,712,853
D,Prod_R_4,R,4,15,116,356,1076
D,Prod_R_4,R,4,15,117,828,1076
D,Prod_R_4,R,4,15,118,2484,327
D,Prod_R_4,R,4,15,119,2484,1416
D,Prod_R_4,R,4,15,120,3312,1925
D,Prod_R_4,R,4,15,121,1731,518
D,Prod_R_4,R,4,15,122,1731,207
D,Prod_R_4,R,4,15,123,977,124
D,Prod_R_4,R,4,15,124,2931,667
D,Prod_R_4,R,4,15,125,5018,1842
D,Prod_R_4,R,4,15,126,2509,95
D,Prod_R_4,R,4,15,127,6641,410
D,Prod_R_4,R,4,15,128,5018,236
D,Prod_R_4,R,4,15,129,3763,95
D,Prod_R_4,R,4,15,130,15434,869
D,Prod_R_4,R,4,15,131,7717,1076
D,Prod_R_4,R,4,15,132,23152,381
D,Prod_R_4,R,4,15,133,15434,29
D,Prod_R_4,R,4,15,134,9539,571
D,Prod_R_4,R,4,15,135,23847,596
D,Prod_R_4,R,4,15,136,9266,50
D,Prod_R_4,R,4,15,137,18531,215
D,Prod_R_4,R,4,15,138,17852,1896
D,Prod_R_4,R,4,15,139,13588,762
D,Prod_R_4,R,4,15,140,12967,1747
D,Prod_R_4,R,4,15,141,12967,2310
D,Prod_R_4,R,4,15,142,17289,232
H,Prod_R_4,R,4,15,92,468,83
H,Prod_R_4,R,4,15,94,389,166
H,Prod_R_4,R,4,15,95,207,41
H,Prod_R_4,R,4,15,97,985,911
H,Prod_R_4,R,4,15,101,580,83
H,Prod_R_4,R,4,15,105,604,248
H,Prod_R_4,R,4,15,106,538,538
H,Prod_R_4,R,4,15,107,977,373
H,Prod_R_4,R,4,15,109,604,41
H,Prod_R_4,R,4,15,111,749,41
H,Prod_R_4,R,4,15,112,613,497
H,Prod_R_4,R,4,15,113,1714,373
H,Prod_R_4,R,4,15,115,613,538
H,Prod_R_4,R,4,15,116,306,41
H,Prod_R_4,R,4,15,117,857,207
H,Prod_R_4,R,4,15,118,1366,83
H,Prod_R_4,R,4,15,119,1499,166
H,Prod_R_4,R,4,15,120,2203,373
H,Prod_R_4,R,4,15,121,335,497
H,Prod_R_4,R,4,15,124,919,331
H,Prod_R_4,R,4,15,125,368,41
H,Prod_R_4,R,4,15,126,1122,704
H,Prod_R_4,R,4,15,127,1122,41
H,Prod_R_4,R,4,15,129,368,41
H,Prod_R_4,R,4,15,130,2062,83
H,Prod_R_4,R,4,15,131,1002,41
H,Prod_R_4,R,4,15,132,1772,248
H,Prod_R_4,R,4,15,133,1962,704
H,Prod_R_4,R,4,15,134,1838,207
H,Prod_R_4,R,4,15,135,1838,124
H,Prod_R_4,R,4,15,136,1213,83
H,Prod_R_4,R,4,15,137,2385,166
H,Prod_R_4,R,4,15,138,2335,248
H,Prod_R_4,R,4,15,139,2426,621
H,Prod_R_4,R,4,15,140,1163,41
H,Prod_R_4,R,4,15,141,2186,207
B,Prod_S_2,S,2,16,1,248,373
B,Prod_S_2,S,2,16,2,124,248
B,Prod_S_2,S,2,16,3,331,248
B,Prod_S_2,S,2,16,4,166,373
B,Prod_S_2,S,2,16,5,83,869
B,Prod_S_2,S,2,16,6,83,207
B,Prod_S_2,S,2,16,7,248,994
B,Prod_S_2,S,2,16,8,373,1076
B,Prod_S_2,S,2,16,12,0,1325
B,Prod_S_2,S,2,16,15,248,1366
B,Prod_S_2,S,2,16,16,621,1035
B,Prod_S_2,S,2,16,17,745,1490
B,Prod_S_2,S,2,16,18,215,1697
B,Prod_S_2,S,2,16,19,166,373
B,Prod_S_2,S,2,16,20,331,2111
B,Prod_S_2,S,2,16,21,497,2153
B,Prod_S_2,S,2,16,22,828,1283
B,Prod_S_2,S,2,16,23,1259,2484
B,Prod_S_2,S,2,16,24,1739,1697
B,Prod_S_2,S,2,16,25,795,828
B,Prod_S_2,S,2,16,26,1292,1904
B,Prod_S_2,S,2,16,27,869,1904
B,Prod_S_2,S,2,16,28,745,828
B,Prod_S_2,S,2,16,29,1428,2194
B,Prod_S_2,S,2,16,30,1110,1076
B,Prod_S_2,S,2,16,31,298,1076
B,Prod_S_2,S,2,16,32,240,248
B,Prod_S_2,S,2,16,33,820,538
B,Prod_S_2,S,2,16,34,679,1076
B,Prod_S_2,S,2,16,35,588,290
B,Prod_S_2,S,2,16,36,339,1325
B,Prod_S_2,S,2,16,37,609,455
B,Prod_S_2,S,2,16,38,381,1739
B,Prod_S_2,S,2,16,40,604,1118
B,Prod_S_2,S,2,16,41,190,373
B,Prod_S_2,S,2,16,42,348,290
B,Prod_S_2,S,2,16,43,99,1118
B,Prod_S_2,S,2,16,44,323,455
B,Prod_S_2,S,2,16,45,12,41
B,Prod_S_2,S,2,16,46,104,621
B,Prod_S_2,S,2,16,47,132,207
B,Prod_S_2,S,2,16,48,104,83
B,Prod_S_2,S,2,16,51,0,41
D,Prod_S_2,S,2,16,1,373,8322
D,Prod_S_2,S,2,16,3,497,3809
D,Prod_S_2,S,2,16,4,932,5506
D,Prod_S_2,S,2,16,5,1656,3503
D,Prod_S_2,S,2,16,6,8496,4620
D,Prod_S_2,S,2,16,7,745,6583
D,Prod_S_2,S,2,16,9,5564,4099
D,Prod_S_2,S,2,16,10,1242,9133
D,Prod_S_2,S,2,16,11,1242,9162
D,Prod_S_2,S,2,16,12,26654,9854
D,Prod_S_2,S,2,16,13,2012,12271
D,Prod_S_2,S,2,16,14,2865,10040
D,Prod_S_2,S,2,16,15,1449,5887
D,Prod_S_2,S,2,16,16,2712,6873
D,Prod_S_2,S,2,16,17,1449,6558
D,Prod_S_2,S,2,16,18,3354,8028
D,Prod_S_2,S,2,16,19,994,7357
D,Prod_S_2,S,2,16,20,1490,5399
D,Prod_S_2,S,2,16,21,2997,1842
D,Prod_S_2,S,2,16,22,7775,3349
D,Prod_S_2,S,2,16,23,9324,1408
D,Prod_S_2,S,2,16,24,21698,1867
D,Prod_S_2,S,2,16,25,45177,2029
D,Prod_S_2,S,2,16,26,1242,3780
D,Prod_S_2,S,2,16,27,7018,6252
D,Prod_S_2,S,2,16,28,27996,11187
D,Prod_S_2,S,2,16,29,24841,6268
D,Prod_S_2,S,2,16,30,0,7022
D,Prod_S_2,S,2,16,31,1623,2815
D,Prod_S_2,S,2,16,32,17273,5154
D,Prod_S_2,S,2,16,33,3333,5142
D,Prod_S_2,S,2,16,34,1553,5051
D,Prod_S_2,S,2,16,35,6210,7597
D,Prod_S_2,S,2,16,36,4484,3354
D,Prod_S_2,S,2,16,37,6724,4972
D,Prod_S_2,S,2,16,38,5266,3478
D,Prod_S_2,S,2,16,39,3726,6007
D,Prod_S_2,S,2,16,40,7452,1921
D,Prod_S_2,S,2,16,41,4968,1573
D,Prod_S_2,S,2,16,42,3726,1076
D,Prod_S_2,S,2,16,43,5175,3043
D,Prod_S_2,S,2,16,44,3105,2443
D,Prod_S_2,S,2,16,45,3312,3105
D,Prod_S_2,S,2,16,46,3312,2525
D,Prod_S_2,S,2,16,47,4124,3478
D,Prod_S_2,S,2,16,48,2807,2153
D,Prod_S_2,S,2,16,49,4782,3602
D,Prod_S_2,S,2,16,50,2484,2525
D,Prod_S_2,S,2,16,51,0,3975
D,Prod_S_2,S,2,16,52,2484,3064
D,Prod_S_2,S,2,16,53,1863,4720
D,Prod_S_2,S,2,16,54,1900,4554
D,Prod_S_2,S,2,16,55,2318,977
D,Prod_S_2,S,2,16,56,1242,4264
D,Prod_S_2,S,2,16,57,1404,588
D,Prod_S_2,S,2,16,58,1656,1760
D,Prod_S_2,S,2,16,59,2070,3043
D,Prod_S_2,S,2,16,60,828,1192
D,Prod_S_2,S,2,16,61,1242,1383
D,Prod_S_2,S,2,16,64,290,1863
D,Prod_S_2,S,2,16,77,0,745
D,Prod_S_2,S,2,16,78,1449,952
D,Prod_S_2,S,2,16,79,0,2608
D,Prod_S_2,S,2,16,85,1242,1076
D,Prod_S_2,S,2,16,86,0,898
D,Prod_S_2,S,2,16,89,1325,1134
D,Prod_S_2,S,2,16,90,0,414
D,Prod_S_2,S,2,16,103,62,269
F,Prod_S_2,S,2,16,3,571,373
F,Prod_S_2,S,2,16,12,1221,41
F,Prod_S_2,S,2,16,14,414,1656
F,Prod_S_2,S,2,16,15,414,538
F,Prod_S_2,S,2,16,16,414,994
F,Prod_S_2,S,2,16,17,451,497
F,Prod_S_2,S,2,16,18,373,248
F,Prod_S_2,S,2,16,19,373,621
F,Prod_S_2,S,2,16,20,381,787
F,Prod_S_2,S,2,16,22,381,414
F,Prod_S_2,S,2,16,23,522,414
F,Prod_S_2,S,2,16,24,418,869
F,Prod_S_2,S,2,16,25,575,580
F,Prod_S_2,S,2,16,27,464,1780
F,Prod_S_2,S,2,16,28,464,869
F,Prod_S_2,S,2,16,29,464,580
F,Prod_S_2,S,2,16,30,464,994
F,Prod_S_2,S,2,16,31,464,124
