Station_1_1_hours,Station_1_2_hours,Station_1_3_hours,Station_1_4_hours,Station_1_5_hours,Station_1_6_hours,Station_1_7_hours,Station_1_8_hours,Station_1_9_hours,Station_1_10_hours,Station_1_11_hours,Station_1_12_hours,Station_1_13_hours,Station_1_14_hours,Station_1_15_hours,Station_1_16_hours,Station_1_17_hours,Station_1_18_hours,Station_1_19_hours,Station_2_1_hours,Station_2_2_hours,Station_2_3_hours,Station_2_4_hours,Station_2_5_hours,Station_2_6_hours,Station_2_7_hours,Station_2_8_hours,Station_2_9_hours,Station_3_1_hours,Station_3_2_hours,Station_3_3_hours
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.226616827874093,0.6792527821939546,5.226616827874093,5.226616827874093,5.226616827874093,0.0,0.0,0.0,0.33704999999999785,0.2022299999999966,0.2696399999999981,0.1504999999999974,0.36119999999999663,0.24079999999999835,0.7,0.8399999999999963,0.27999999999999925,5.226616827874093,0.6792527821939546,0.211597542242699,0.211597542242699,0.211597542242699,0.3935714285714216,0.3935714285714216,0.3935714285714216,0.32797619047618376,0.32797619047618376,0.32797619047618376,0.07366310160427461,0.02782828282827857,0.03577922077921666
5.055739498166024,5.003577106518283,5.055739498166024,5.055739498166024,5.055739498166024,0.0,0.0,0.0,1.316434375,1.5797212499999986,1.0531474999999997,1.1756319444444436,1.4107583333333338,0.9405055555555553,2.7340277777777775,1.6404166666666669,1.09361111111111,5.055739498166024,5.003577106518283,0.5563725490195864,0.5563725490195864,0.5563725490196079,0.3338235294117328,0.3338235294117328,0.3338235294117647,0.2522222222221939,0.2522222222221939,0.25222222222222235,0.0820764462809917,0.049245867768594985,0.028890909090909106
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.185190601438573,4.697535771065183,5.185190601438573,5.185190601438573,5.185190601438573,0.0,0.0,0.0,1.25725,0.37717500000000115,0.2514500000000002,0.3742592592592591,0.33683333333333465,0.22455555555555584,1.3055555555555556,0.19583333333333286,0.5222222222222223,5.185190601438573,4.697535771065183,1.2789115646258506,1.2789115646258506,1.2789115646258506,0.16785714285714284,0.16785714285714284,0.16785714285714284,0.5968253968253968,0.5968253968253968,0.5968253968253968,0.08545454545454553,0.03662337662337656,0.045575757575757575
6.428905263157841,3.502732907268144,6.428905263157841,6.428905263157842,6.428905263157841,0.0,0.0,0.0,3.0234187500000003,3.6281025000000007,2.4187350000000003,2.7000416666666665,3.24005,2.1600333333333337,6.279166666666666,7.535,2.5116666666666667,6.4289052631578425,3.502732907268144,1.713095238095238,1.713095238095238,1.713095238095238,0.6046218487394956,0.6046218487394964,0.6046218487394964,0.6852380952380953,0.6852380952380953,0.6852380952380953,0.12112794612794613,0.1308181818181818,0.05450757575757576
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
