sortation_center_id,inbound_date,trailer_id,planned_arrival_central_time,actual_arrival_central_time,actual_pallets,planned_pallets,actual_packages,planned_packages,planned_arrival_datetime,actual_arrival_datetime,[planned_truck_sequence,actual_truck_sequence
3859,2024-07-02,QT9RHVJKI9,21:57:00,21:16:00,4,5,243,251,2024-07-02 21:57:00,2024-07-02 21:16:00,4,4
3859,2024-07-02,0658WXDV2X,22:02:00,21:42:00,15,15,781,781,2024-07-02 22:02:00,2024-07-02 21:42:00,7,5
3859,2024-07-02,MK8XANYRHP,22:00:00,21:55:00,6,6,334,334,2024-07-02 22:00:00,2024-07-02 21:55:00,5,6
3859,2024-07-02,Y5MOB1EMST,22:00:00,22:30:00,13,13,941,941,2024-07-02 22:00:00,2024-07-02 22:30:00,6,7
3859,2024-07-03,O7C8VVN8HR,18:54:00,18:28:00,9,9,599,599,2024-07-03 18:54:00,2024-07-03 18:28:00,3,1
3859,2024-07-03,45RF6A2YEP,18:48:00,18:44:00,5,7,244,355,2024-07-03 18:48:00,2024-07-03 18:44:00,2,2
3859,2024-07-03,GUVGQYEC4V,18:45:00,18:49:00,12,12,687,687,2024-07-03 18:45:00,2024-07-03 18:49:00,1,3
3859,2024-07-03,UUV9LVYB1U,21:57:00,21:29:00,4,4,218,218,2024-07-03 21:57:00,2024-07-03 21:29:00,4,4
3859,2024-07-03,Y9EED9JQWP,22:02:00,21:29:00,13,13,720,720,2024-07-03 22:02:00,2024-07-03 21:29:00,7,5
3859,2024-07-03,HSGN84J0T0,22:00:00,21:44:00,8,8,366,366,2024-07-03 22:00:00,2024-07-03 21:44:00,5,6
3859,2024-07-03,NSOCAQWO4K,22:00:00,22:01:00,11,11,691,691,2024-07-03 22:00:00,2024-07-03 22:01:00,6,7
3859,2024-07-04,MX9YRFZN61,18:54:00,18:25:00,8,9,475,592,2024-07-04 18:54:00,2024-07-04 18:25:00,3,1
3859,2024-07-04,9GXVIVL156,18:48:00,18:30:00,5,6,412,416,2024-07-04 18:48:00,2024-07-04 18:30:00,2,2
3859,2024-07-04,1OZ2VJKVFO,18:45:00,18:39:00,10,10,632,632,2024-07-04 18:45:00,2024-07-04 18:39:00,1,3
3859,2024-07-04,B14TCTCYMX,22:02:00,21:18:00,10,13,664,793,2024-07-04 22:02:00,2024-07-04 21:18:00,6,4
3859,2024-07-04,1IIE1LO3TR,22:00:00,21:46:00,7,7,415,415,2024-07-04 22:00:00,2024-07-04 21:46:00,4,5
3859,2024-07-04,SM0P1S5LAS,22:00:00,21:57:00,8,10,572,701,2024-07-04 22:00:00,2024-07-04 21:57:00,5,6
3859,2024-07-05,IZ3EVTQNNP,18:54:00,18:25:00,7,11,445,654,2024-07-05 18:54:00,2024-07-05 18:25:00,3,1
3859,2024-07-05,Z9C7A1NTSU,18:48:00,18:32:00,7,7,412,412,2024-07-05 18:48:00,2024-07-05 18:32:00,2,2
3859,2024-07-05,0PCP2IZSOR,18:45:00,18:34:00,0,0,0,0,2024-07-05 18:45:00,2024-07-05 18:34:00,1,3
3859,2024-07-05,5NO8X43044,22:00:00,21:21:00,12,13,739,763,2024-07-05 22:00:00,2024-07-05 21:21:00,6,4
3859,2024-07-05,8T8YGE7GBT,21:57:00,21:29:00,4,4,241,241,2024-07-05 21:57:00,2024-07-05 21:29:00,4,5
3859,2024-07-05,E4VJQTTWV9,22:02:00,21:48:00,13,14,629,681,2024-07-05 22:02:00,2024-07-05 21:48:00,7,6
3859,2024-07-05,LYB0HJCBI9,22:00:00,22:01:00,6,6,298,298,2024-07-05 22:00:00,2024-07-05 22:01:00,5,7
3859,2024-07-06,OP596ONRSY,18:45:00,18:26:00,10,12,497,585,2024-07-06 18:45:00,2024-07-06 18:26:00,1,1
3859,2024-07-06,KP5TX3NNU9,18:54:00,18:29:00,9,10,485,594,2024-07-06 18:54:00,2024-07-06 18:29:00,3,2
3859,2024-07-06,GQ9FXIELCI,18:48:00,18:30:00,7,8,348,351,2024-07-06 18:48:00,2024-07-06 18:30:00,2,3
3859,2024-07-06,7JXZ3DVE2V,22:02:00,21:30:00,10,11,632,689,2024-07-06 22:02:00,2024-07-06 21:30:00,7,4
3859,2024-07-06,6ZDFV687YD,22:00:00,21:39:00,10,12,455,551,2024-07-06 22:00:00,2024-07-06 21:39:00,5,5
3859,2024-07-06,MM63D8ZG92,22:00:00,21:41:00,6,6,315,315,2024-07-06 22:00:00,2024-07-06 21:41:00,6,6
3859,2024-07-06,5F68OUA1IA,21:57:00,21:47:00,4,4,193,193,2024-07-06 21:57:00,2024-07-06 21:47:00,4,7
3859,2024-07-07,2C0U8QUSP9,18:01:00,17:03:00,4,6,258,363,2024-07-07 18:01:00,2024-07-07 17:03:00,1,1
3859,2024-07-07,57M9PK3HVY,18:10:00,17:44:00,4,5,232,311,2024-07-07 18:10:00,2024-07-07 17:44:00,2,2
3859,2024-07-07,V34HKT21J6,18:45:00,18:45:00,0,0,0,0,2024-07-07 18:45:00,2024-07-07 18:45:00,3,3
3859,2024-07-07,PFAC9TFAKY,18:48:00,18:48:00,0,0,0,0,2024-07-07 18:48:00,2024-07-07 18:48:00,6,4
3859,2024-07-07,P6JPZR9LEH,18:54:00,18:54:00,0,0,0,0,2024-07-07 18:54:00,2024-07-07 18:54:00,8,5
3859,2024-07-07,TMEVP7GGBW,18:45:00,18:56:00,5,5,268,268,2024-07-07 18:45:00,2024-07-07 18:56:00,4,6
3859,2024-07-07,UK5B0NUBM0,18:48:00,19:01:00,4,4,179,179,2024-07-07 18:48:00,2024-07-07 19:01:00,5,7
3859,2024-07-07,MNCBI6K6DS,18:54:00,19:03:00,6,6,420,420,2024-07-07 18:54:00,2024-07-07 19:03:00,7,8
3859,2024-07-07,0SR26XN6L3,20:08:00,19:41:00,9,9,549,549,2024-07-07 20:08:00,2024-07-07 19:41:00,9,9
3859,2024-07-07,BCHWPGM2AG,20:47:00,20:03:00,9,10,600,662,2024-07-07 20:47:00,2024-07-07 20:03:00,10,10
3859,2024-07-07,RZ5TNVC722,21:42:00,21:10:00,4,5,292,337,2024-07-07 21:42:00,2024-07-07 21:10:00,11,11
3859,2024-07-07,978E00XV0M,21:57:00,21:25:00,1,3,26,175,2024-07-07 21:57:00,2024-07-07 21:25:00,13,12
3859,2024-07-07,1PXEEQS5DZ,22:00:00,21:33:00,3,3,176,176,2024-07-07 22:00:00,2024-07-07 21:33:00,15,13
3859,2024-07-07,3JFHD3VFDH,22:00:00,21:47:00,11,12,663,682,2024-07-07 22:00:00,2024-07-07 21:47:00,16,14
3859,2024-07-07,Z645OSA8IY,21:57:00,21:57:00,0,0,0,0,2024-07-07 21:57:00,2024-07-07 21:57:00,12,15
3859,2024-07-07,G5H74XYBEO,22:00:00,22:00:00,0,0,0,0,2024-07-07 22:00:00,2024-07-07 22:00:00,14,16
3859,2024-07-07,AQPCNHD9AE,22:00:00,22:00:00,0,0,0,0,2024-07-07 22:00:00,2024-07-07 22:00:00,17,17
3859,2024-07-07,KQNNN7429C,22:02:00,22:02:00,0,0,0,0,2024-07-07 22:02:00,2024-07-07 22:02:00,18,18
3859,2024-07-07,ZIJ0I1QQJZ,22:02:00,22:04:00,9,10,575,602,2024-07-07 22:02:00,2024-07-07 22:04:00,19,19
3859,2024-07-08,GZ9CNYGS37,21:42:00,11:15:00,0,0,0,0,2024-07-08 21:42:00,2024-07-08 11:15:00,13,20
3859,2024-07-08,409ABLDOX3,20:47:00,14:22:00,0,0,0,0,2024-07-08 20:47:00,2024-07-08 14:22:00,11,1
3859,2024-07-08,3MXMZ5JD09,20:08:00,15:23:00,0,0,0,0,2024-07-08 20:08:00,2024-07-08 15:23:00,10,2
3859,2024-07-08,EPSBQK5CBA,22:02:00,15:24:00,2,2,22,22,2024-07-08 22:02:00,2024-07-08 15:24:00,20,3
3859,2024-07-08,AIPN49KOJ1,18:01:00,16:20:00,5,5,200,200,2024-07-08 18:01:00,2024-07-08 16:20:00,2,4
3859,2024-07-08,71M4REDBKY,18:45:00,18:45:00,0,0,0,0,2024-07-08 18:45:00,2024-07-08 18:45:00,4,5
3859,2024-07-08,R0AVJFWMPE,18:48:00,18:48:00,0,0,0,0,2024-07-08 18:48:00,2024-07-08 18:48:00,7,6
3859,2024-07-08,BK0A7IXSE9,18:54:00,18:54:00,0,0,0,0,2024-07-08 18:54:00,2024-07-08 18:54:00,8,7
3859,2024-07-08,S11UJ8J9SZ,18:54:00,18:54:00,2,2,97,97,2024-07-08 18:54:00,2024-07-08 18:54:00,9,8
3859,2024-07-08,HG9GMAK98D,18:48:00,19:00:00,3,3,126,126,2024-07-08 18:48:00,2024-07-08 19:00:00,6,9
3859,2024-07-08,XF8P3NVN4M,18:45:00,19:08:00,9,9,403,403,2024-07-08 18:45:00,2024-07-08 19:08:00,5,10
3859,2024-07-08,NUU0ZPRT5L,18:10:00,20:01:00,5,5,330,330,2024-07-08 18:10:00,2024-07-08 20:01:00,3,11
3859,2024-07-08,TJLGXBMHYZ,21:15:00,20:08:00,0,0,0,0,2024-07-08 21:15:00,2024-07-08 20:08:00,12,12
3859,2024-07-08,TV3D5G09Q2,21:57:00,21:05:00,4,4,201,201,2024-07-08 21:57:00,2024-07-08 21:05:00,15,13
3859,2024-07-08,61QNOPJ94R,21:57:00,21:57:00,0,0,0,0,2024-07-08 21:57:00,2024-07-08 21:57:00,14,14
3859,2024-07-08,CJEUJ4BUKI,22:00:00,22:00:00,0,0,0,0,2024-07-08 22:00:00,2024-07-08 22:00:00,16,15
3859,2024-07-08,2GODZD8WJ0,22:00:00,22:00:00,0,0,0,0,2024-07-08 22:00:00,2024-07-08 22:00:00,17,16
3859,2024-07-08,LDJFA1S0AY,22:02:00,22:02:00,0,0,0,0,2024-07-08 22:02:00,2024-07-08 22:02:00,19,17
3859,2024-07-08,05LT85E3F8,17:33:00,22:07:00,0,0,0,0,2024-07-08 17:33:00,2024-07-08 22:07:00,1,18
3859,2024-07-08,6L2BS4OTLB,22:00:00,22:55:00,0,0,0,0,2024-07-08 22:00:00,2024-07-08 22:55:00,18,19
3859,2024-07-09,ZUWB7B0DOY,20:08:00,15:23:00,4,4,209,209,2024-07-09 20:08:00,2024-07-09 15:23:00,10,1
3859,2024-07-09,WSC7TZ1HSG,18:01:00,17:01:00,6,6,394,394,2024-07-09 18:01:00,2024-07-09 17:01:00,2,2
3859,2024-07-09,QOTB32B1IY,17:33:00,17:44:00,8,8,462,462,2024-07-09 17:33:00,2024-07-09 17:44:00,1,3
3859,2024-07-09,C56AHCWBQO,18:10:00,17:54:00,4,5,245,302,2024-07-09 18:10:00,2024-07-09 17:54:00,3,4
3859,2024-07-09,3KXYZE2XYO,18:48:00,18:21:00,0,2,0,86,2024-07-09 18:48:00,2024-07-09 18:21:00,6,5
3859,2024-07-09,WZ3DHFOZDF,18:54:00,18:25:00,8,8,418,418,2024-07-09 18:54:00,2024-07-09 18:25:00,9,6
3859,2024-07-09,3D45FHN5Y3,18:45:00,18:37:00,5,5,270,270,2024-07-09 18:45:00,2024-07-09 18:37:00,4,7
3859,2024-07-09,K6XWEF70RG,18:45:00,18:45:00,0,0,0,0,2024-07-09 18:45:00,2024-07-09 18:45:00,5,8
3859,2024-07-09,XJHAO5BQ2M,18:48:00,18:48:00,0,0,0,0,2024-07-09 18:48:00,2024-07-09 18:48:00,7,9
3859,2024-07-09,I88N4RFRN9,18:54:00,18:54:00,0,0,0,0,2024-07-09 18:54:00,2024-07-09 18:54:00,8,10
3859,2024-07-09,QZXP2OI43H,20:47:00,20:09:00,6,7,530,554,2024-07-09 20:47:00,2024-07-09 20:09:00,11,11
3859,2024-07-09,JUQIZ6BSAI,21:15:00,21:31:00,0,0,0,0,2024-07-09 21:15:00,2024-07-09 21:31:00,12,12
3859,2024-07-09,O3GZXCHCG6,21:57:00,21:38:00,3,3,161,161,2024-07-09 21:57:00,2024-07-09 21:38:00,13,13
3859,2024-07-09,ULL1I1FCUE,22:02:00,21:46:00,5,5,289,289,2024-07-09 22:02:00,2024-07-09 21:46:00,19,14
3859,2024-07-09,QOHPOIQSQ5,21:57:00,21:57:00,0,0,0,0,2024-07-09 21:57:00,2024-07-09 21:57:00,14,15
3859,2024-07-09,Q1RGQ69DMY,22:00:00,22:00:00,0,0,0,0,2024-07-09 22:00:00,2024-07-09 22:00:00,15,16
3859,2024-07-09,27V2UCF50A,22:00:00,22:00:00,0,0,0,0,2024-07-09 22:00:00,2024-07-09 22:00:00,16,17
3859,2024-07-09,KPCPJDK5FN,22:02:00,22:02:00,0,0,0,0,2024-07-09 22:02:00,2024-07-09 22:02:00,18,18
3859,2024-07-09,ST2MRXCN79,22:00:00,22:27:00,11,12,458,516,2024-07-09 22:00:00,2024-07-09 22:27:00,17,19
3859,2024-07-10,SFAA6YAHRQ,17:33:00,16:50:00,3,3,118,118,2024-07-10 17:33:00,2024-07-10 16:50:00,1,1
3859,2024-07-10,22KNT2DU6Y,18:01:00,17:37:00,0,0,0,0,2024-07-10 18:01:00,2024-07-10 17:37:00,2,2
3859,2024-07-10,ISR5T0OOH9,18:10:00,17:52:00,6,8,359,461,2024-07-10 18:10:00,2024-07-10 17:52:00,3,3
3859,2024-07-10,ULMBVR604T,18:45:00,18:39:00,3,4,72,148,2024-07-10 18:45:00,2024-07-10 18:39:00,5,4
3859,2024-07-10,A9ASQW3GQZ,18:45:00,18:45:00,0,0,0,0,2024-07-10 18:45:00,2024-07-10 18:45:00,4,5
3859,2024-07-10,OOI0DD9E3T,18:48:00,18:48:00,0,0,0,0,2024-07-10 18:48:00,2024-07-10 18:48:00,6,6
3859,2024-07-10,ZVBHNZ7B8T,18:48:00,18:50:00,2,3,66,130,2024-07-10 18:48:00,2024-07-10 18:50:00,7,7
3859,2024-07-10,AW2DSO7C3S,18:54:00,18:54:00,0,0,0,0,2024-07-10 18:54:00,2024-07-10 18:54:00,8,8
3859,2024-07-10,HTNW7C5AW4,20:08:00,19:28:00,7,9,381,517,2024-07-10 20:08:00,2024-07-10 19:28:00,10,9
3859,2024-07-10,KNKX895ARI,18:54:00,19:46:00,6,7,394,495,2024-07-10 18:54:00,2024-07-10 19:46:00,9,10
3859,2024-07-10,N83EYY06N6,21:15:00,21:33:00,3,3,134,134,2024-07-10 21:15:00,2024-07-10 21:33:00,12,11
3859,2024-07-10,RMD5NJ1MSW,21:42:00,21:35:00,4,7,289,432,2024-07-10 21:42:00,2024-07-10 21:35:00,13,12
3859,2024-07-10,1ORVY71XI2,20:47:00,21:39:00,6,8,312,398,2024-07-10 20:47:00,2024-07-10 21:39:00,11,13
3859,2024-07-10,F4XIBT0HO3,21:57:00,21:39:00,3,3,201,201,2024-07-10 21:57:00,2024-07-10 21:39:00,15,14
3859,2024-07-10,JWJ25ZMJDP,22:02:00,21:50:00,2,6,128,306,2024-07-10 22:02:00,2024-07-10 21:50:00,20,15
3859,2024-07-10,7HAOJBL0KH,22:00:00,21:51:00,6,6,428,428,2024-07-10 22:00:00,2024-07-10 21:51:00,18,16
3859,2024-07-10,1ELO486JIC,21:57:00,21:57:00,0,0,0,0,2024-07-10 21:57:00,2024-07-10 21:57:00,14,17
3859,2024-07-10,13ULT8Z7J4,22:00:00,21:57:00,3,3,107,107,2024-07-10 22:00:00,2024-07-10 21:57:00,17,18
3859,2024-07-10,RSMBENDY5G,22:00:00,22:00:00,0,0,0,0,2024-07-10 22:00:00,2024-07-10 22:00:00,16,19
3859,2024-07-10,7IY882R19K,22:00:00,22:00:00,0,0,0,0,2024-07-10 22:00:00,2024-07-10 22:00:00,19,20
3859,2024-07-10,WACZUUZT2M,22:02:00,22:02:00,0,0,0,0,2024-07-10 22:02:00,2024-07-10 22:02:00,21,21
3859,2024-07-11,84ALFF6YNC,17:33:00,17:10:00,5,5,375,375,2024-07-11 17:33:00,2024-07-11 17:10:00,1,1
3859,2024-07-11,43IWDL6MC0,18:01:00,17:39:00,6,7,457,481,2024-07-11 18:01:00,2024-07-11 17:39:00,2,2
3859,2024-07-11,8A2TWVLVYB,18:10:00,17:51:00,6,8,256,377,2024-07-11 18:10:00,2024-07-11 17:51:00,3,3
3859,2024-07-11,AJVQ8AKWVH,18:54:00,18:29:00,4,6,320,398,2024-07-11 18:54:00,2024-07-11 18:29:00,8,4
3859,2024-07-11,SUXKKVUQRD,18:45:00,18:45:00,0,0,0,0,2024-07-11 18:45:00,2024-07-11 18:45:00,4,5
3859,2024-07-11,3GYFI7YCJE,18:48:00,18:45:00,2,3,106,110,2024-07-11 18:48:00,2024-07-11 18:45:00,6,6
3859,2024-07-11,JXGB6EPTZP,18:48:00,18:48:00,0,0,0,0,2024-07-11 18:48:00,2024-07-11 18:48:00,7,7
3859,2024-07-11,HIX8UIIB65,18:54:00,18:54:00,0,0,0,0,2024-07-11 18:54:00,2024-07-11 18:54:00,9,8
3859,2024-07-11,9QHERTU6G7,18:45:00,19:01:00,0,0,0,0,2024-07-11 18:45:00,2024-07-11 19:01:00,5,9
3859,2024-07-11,OOGGWVNBEF,20:08:00,20:19:00,8,13,293,575,2024-07-11 20:08:00,2024-07-11 20:19:00,10,10
3859,2024-07-11,VIDSMMQYDK,21:57:00,20:35:00,0,0,0,0,2024-07-11 21:57:00,2024-07-11 20:35:00,15,11
3859,2024-07-11,8BQP9ON41B,21:15:00,20:48:00,3,3,168,168,2024-07-11 21:15:00,2024-07-11 20:48:00,12,12
3859,2024-07-11,8T5ENHW8Z9,21:42:00,21:28:00,6,7,400,406,2024-07-11 21:42:00,2024-07-11 21:28:00,13,13
3859,2024-07-11,I2VGBVYKEO,22:00:00,21:42:00,12,14,691,770,2024-07-11 22:00:00,2024-07-11 21:42:00,17,14
3859,2024-07-11,KZAUK8N7K8,22:00:00,21:43:00,5,5,211,211,2024-07-11 22:00:00,2024-07-11 21:43:00,18,15
3859,2024-07-11,8S3O3F50RI,20:47:00,21:47:00,16,20,896,1093,2024-07-11 20:47:00,2024-07-11 21:47:00,11,16
3859,2024-07-11,1O6S34K6I8,21:57:00,21:57:00,0,0,0,0,2024-07-11 21:57:00,2024-07-11 21:57:00,14,17
3859,2024-07-11,1RDNOWFVUY,22:00:00,22:00:00,0,0,0,0,2024-07-11 22:00:00,2024-07-11 22:00:00,16,18
3859,2024-07-11,PKGRW5ODRO,22:00:00,22:00:00,0,0,0,0,2024-07-11 22:00:00,2024-07-11 22:00:00,19,19
3859,2024-07-11,S35ULSCT2T,22:02:00,22:02:00,0,0,0,0,2024-07-11 22:02:00,2024-07-11 22:02:00,20,20
3859,2024-07-11,YR40Y4CGU1,22:02:00,22:03:00,8,9,575,591,2024-07-11 22:02:00,2024-07-11 22:03:00,21,21
3859,2024-07-12,D1MW19BS68,17:33:00,16:54:00,9,11,604,695,2024-07-12 17:33:00,2024-07-12 16:54:00,1,1
3859,2024-07-12,8NYET8R8ME,18:01:00,17:01:00,5,5,323,323,2024-07-12 18:01:00,2024-07-12 17:01:00,2,2
3859,2024-07-12,7F4FO74XA1,18:10:00,18:04:00,8,8,369,369,2024-07-12 18:10:00,2024-07-12 18:04:00,3,3
3859,2024-07-12,G5G98IJIAB,18:48:00,18:30:00,4,4,229,229,2024-07-12 18:48:00,2024-07-12 18:30:00,6,4
3859,2024-07-12,JYOPN4DPWR,18:45:00,18:35:00,7,7,333,333,2024-07-12 18:45:00,2024-07-12 18:35:00,4,5
3859,2024-07-12,WYNISUOOWS,18:54:00,18:38:00,6,6,434,434,2024-07-12 18:54:00,2024-07-12 18:38:00,8,6
3859,2024-07-12,OZLC0CY480,18:45:00,18:45:00,0,0,0,0,2024-07-12 18:45:00,2024-07-12 18:45:00,5,7
3859,2024-07-12,LWPYEB5EG5,18:48:00,18:48:00,0,0,0,0,2024-07-12 18:48:00,2024-07-12 18:48:00,7,8
3859,2024-07-12,M5SWGBAUPS,18:54:00,18:54:00,0,0,0,0,2024-07-12 18:54:00,2024-07-12 18:54:00,9,9
3859,2024-07-12,88WETSFSWD,20:08:00,19:38:00,10,10,491,491,2024-07-12 20:08:00,2024-07-12 19:38:00,10,10
3859,2024-07-12,ER0SJB6UPZ,20:47:00,20:03:00,15,15,855,855,2024-07-12 20:47:00,2024-07-12 20:03:00,11,11
3859,2024-07-12,CRB19QMFLF,21:15:00,20:52:00,4,4,289,289,2024-07-12 21:15:00,2024-07-12 20:52:00,12,12
3859,2024-07-12,9L3BVUEKU2,22:02:00,21:38:00,12,12,585,585,2024-07-12 22:02:00,2024-07-12 21:38:00,20,13
3859,2024-07-12,DCMG40BIXU,22:00:00,21:41:00,13,14,715,806,2024-07-12 22:00:00,2024-07-12 21:41:00,17,14
3859,2024-07-12,R9067F0KHK,22:00:00,21:42:00,3,3,137,137,2024-07-12 22:00:00,2024-07-12 21:42:00,18,15
3859,2024-07-12,HLIUMAQL9W,21:57:00,21:57:00,0,0,0,0,2024-07-12 21:57:00,2024-07-12 21:57:00,13,16
3859,2024-07-12,T1X32Y93K6,22:00:00,22:00:00,0,0,0,0,2024-07-12 22:00:00,2024-07-12 22:00:00,15,17
3859,2024-07-12,0JKG72ML1V,22:00:00,22:00:00,0,0,0,0,2024-07-12 22:00:00,2024-07-12 22:00:00,16,18
3859,2024-07-12,5GFRLIBE83,22:02:00,22:02:00,0,0,0,0,2024-07-12 22:02:00,2024-07-12 22:02:00,19,19
3859,2024-07-12,OQOSZYXNGY,21:57:00,22:14:00,2,3,133,173,2024-07-12 21:57:00,2024-07-12 22:14:00,14,20
3859,2024-07-13,Q7TQS7NSM1,18:10:00,10:06:00,0,0,0,0,2024-07-13 18:10:00,2024-07-13 10:06:00,3,21
3859,2024-07-13,QIX2UUJO78,17:33:00,17:33:00,0,0,0,0,2024-07-13 17:33:00,2024-07-13 17:33:00,1,1
3859,2024-07-13,D3G93XKXDK,18:01:00,18:01:00,0,0,0,0,2024-07-13 18:01:00,2024-07-13 18:01:00,2,2
3859,2024-07-13,GKXZR74XKK,18:45:00,18:45:00,0,0,0,0,2024-07-13 18:45:00,2024-07-13 18:45:00,4,3
3859,2024-07-13,XG5Z13OXOB,18:45:00,18:45:00,0,0,0,0,2024-07-13 18:45:00,2024-07-13 18:45:00,5,4
3859,2024-07-13,VWE5Y6CCKK,18:48:00,18:48:00,0,0,0,0,2024-07-13 18:48:00,2024-07-13 18:48:00,6,5
3859,2024-07-13,P5MT3TXMA2,18:54:00,18:54:00,0,0,0,0,2024-07-13 18:54:00,2024-07-13 18:54:00,7,6
3859,2024-07-13,1MI7M0ZE25,18:54:00,18:54:00,0,0,0,0,2024-07-13 18:54:00,2024-07-13 18:54:00,8,7
3859,2024-07-13,NGG0G4ZFMA,20:08:00,20:08:00,0,0,0,0,2024-07-13 20:08:00,2024-07-13 20:08:00,9,8
3859,2024-07-13,HBQOTDB97U,20:47:00,20:47:00,0,0,0,0,2024-07-13 20:47:00,2024-07-13 20:47:00,10,9
3859,2024-07-13,10ETV4U6NM,21:15:00,20:50:00,1,5,106,214,2024-07-13 21:15:00,2024-07-13 20:50:00,11,10
3859,2024-07-13,BWGSZDFBZP,21:42:00,21:20:00,8,9,477,541,2024-07-13 21:42:00,2024-07-13 21:20:00,12,11
3859,2024-07-13,KKT8IVWAKF,22:00:00,21:34:00,0,3,0,175,2024-07-13 22:00:00,2024-07-13 21:34:00,17,12
3859,2024-07-13,GOGM7N08Q3,21:57:00,21:55:00,1,3,39,234,2024-07-13 21:57:00,2024-07-13 21:55:00,14,13
3859,2024-07-13,E0E6DW2D4J,21:57:00,21:57:00,0,0,0,0,2024-07-13 21:57:00,2024-07-13 21:57:00,13,14
3859,2024-07-13,3QAKPUG366,22:00:00,22:00:00,0,0,0,0,2024-07-13 22:00:00,2024-07-13 22:00:00,15,15
3859,2024-07-13,FWAEUHHEO3,22:00:00,22:00:00,0,0,0,0,2024-07-13 22:00:00,2024-07-13 22:00:00,16,16
3859,2024-07-13,XGOLPWBAI7,22:00:00,22:00:00,0,0,0,0,2024-07-13 22:00:00,2024-07-13 22:00:00,18,17
3859,2024-07-13,WQWO5G0FP6,22:02:00,22:02:00,0,0,0,0,2024-07-13 22:02:00,2024-07-13 22:02:00,19,18
3859,2024-07-13,ZKCXQKALAX,22:02:00,22:02:00,0,0,0,0,2024-07-13 22:02:00,2024-07-13 22:02:00,20,19
3859,2024-07-14,3Z8ZYP2QTI,18:10:00,06:43:00,0,0,0,0,2024-07-14 18:10:00,2024-07-14 06:43:00,3,20
3859,2024-07-14,453WD2DNUN,21:42:00,10:18:00,0,0,0,0,2024-07-14 21:42:00,2024-07-14 10:18:00,13,21
3859,2024-07-14,FDOHG6V7OV,18:45:00,10:59:00,0,0,0,0,2024-07-14 18:45:00,2024-07-14 10:59:00,4,22
3859,2024-07-14,K6QIMG2WEF,18:01:00,17:20:00,11,11,658,658,2024-07-14 18:01:00,2024-07-14 17:20:00,2,1
3859,2024-07-14,8SP7E03DM3,17:33:00,17:33:00,0,0,0,0,2024-07-14 17:33:00,2024-07-14 17:33:00,1,2
3859,2024-07-14,KVEDQY79Z4,18:45:00,18:45:00,0,0,0,0,2024-07-14 18:45:00,2024-07-14 18:45:00,5,3
3859,2024-07-14,7EX9UR1XJX,18:48:00,18:48:00,0,0,0,0,2024-07-14 18:48:00,2024-07-14 18:48:00,6,4
3859,2024-07-14,FBA3H6M7FU,18:48:00,18:48:00,0,0,0,0,2024-07-14 18:48:00,2024-07-14 18:48:00,7,5
3859,2024-07-14,ANBUZUHEAK,18:54:00,18:54:00,0,0,0,0,2024-07-14 18:54:00,2024-07-14 18:54:00,8,6
3859,2024-07-14,7BB2TSRE07,18:54:00,18:54:00,0,0,0,0,2024-07-14 18:54:00,2024-07-14 18:54:00,9,7
3859,2024-07-14,DPNMN6WW6B,20:47:00,20:05:00,17,17,1004,1004,2024-07-14 20:47:00,2024-07-14 20:05:00,11,8
3859,2024-07-14,TJUZSCGKU6,20:08:00,20:08:00,0,0,0,0,2024-07-14 20:08:00,2024-07-14 20:08:00,10,9
3859,2024-07-14,J59BIZSSJR,21:15:00,20:37:00,5,5,249,249,2024-07-14 21:15:00,2024-07-14 20:37:00,12,10
3859,2024-07-14,BRSR5FB0DP,22:02:00,21:40:00,10,10,516,516,2024-07-14 22:02:00,2024-07-14 21:40:00,20,11
3859,2024-07-14,8KU45Z2L56,21:57:00,21:57:00,0,0,0,0,2024-07-14 21:57:00,2024-07-14 21:57:00,14,12
3859,2024-07-14,CG9SY6N0L3,21:57:00,21:57:00,0,0,0,0,2024-07-14 21:57:00,2024-07-14 21:57:00,15,13
3859,2024-07-14,6153O6WKBO,22:00:00,22:00:00,0,0,0,0,2024-07-14 22:00:00,2024-07-14 22:00:00,16,14
3859,2024-07-14,5H43P2SS6I,22:00:00,22:00:00,0,0,0,0,2024-07-14 22:00:00,2024-07-14 22:00:00,17,15
3859,2024-07-14,MDR3SNYOSY,22:00:00,22:00:00,0,0,0,0,2024-07-14 22:00:00,2024-07-14 22:00:00,18,16
3859,2024-07-14,YYCCS0GSVL,22:00:00,22:00:00,0,0,0,0,2024-07-14 22:00:00,2024-07-14 22:00:00,19,17
3859,2024-07-14,JTM0JNVJ8Y,22:02:00,22:02:00,0,0,0,0,2024-07-14 22:02:00,2024-07-14 22:02:00,21,18
3859,2024-07-15,6U7EXC7UE3,18:48:00,18:37:00,9,9,736,736,2024-07-15 18:48:00,2024-07-15 18:37:00,2,1
3859,2024-07-15,IZQCNUOSLL,18:54:00,18:40:00,13,14,1064,1071,2024-07-15 18:54:00,2024-07-15 18:40:00,3,2
3859,2024-07-15,YP0YBOZDMY,18:45:00,19:12:00,14,14,910,910,2024-07-15 18:45:00,2024-07-15 19:12:00,1,3
3859,2024-07-15,Q4P9HOBYGC,22:00:00,21:44:00,8,9,397,483,2024-07-15 22:00:00,2024-07-15 21:44:00,5,4
