Station_1_1_hours,Station_1_2_hours,Station_1_3_hours,Station_1_4_hours,Station_1_5_hours,Station_1_6_hours,Station_1_7_hours,Station_1_8_hours,Station_1_9_hours,Station_1_10_hours,Station_1_11_hours,Station_1_12_hours,Station_1_13_hours,Station_1_14_hours,Station_1_15_hours,Station_1_16_hours,Station_1_17_hours,Station_1_18_hours,Station_1_19_hours,Station_2_1_hours,Station_2_2_hours,Station_2_3_hours,Station_2_4_hours,Station_2_5_hours,Station_2_6_hours,Station_2_7_hours,Station_2_8_hours,Station_2_9_hours,Station_3_1_hours,Station_3_2_hours,Station_3_3_hours
6.332121212121212,2.49264454064454,6.332121212121212,6.332121212121212,6.332121212121212,0.0,0.0,0.0,3.8727312499999997,4.6472774999999995,3.098185,3.4585138888888887,4.150216666666666,2.766811111111111,5.3620370370370365,9.651666666666666,3.2172222222222113,6.332121212121212,2.49264454064454,2.0533509700176364,2.0533509700176364,2.0533509700176364,2.2176190476190474,2.2176190476190474,2.2176190476190474,2.069777777777778,2.0697777777777784,2.0697777777777784,0.3112967914438501,0.2540181818181816,0.26460227272727277
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.226616827874123,1.3585055643879171,5.226616827874123,5.226616827874123,5.226616827874123,0.0,0.0,0.0,0.1685250000000007,0.06741000000000001,0.08987999999999967,0.10033333333333332,0.12039999999999888,0.08026666666666671,0.17500000000000004,0.21000000000000085,0.139999999999999,5.226616827874123,1.3585055643879171,0.3673333333333293,0.3673333333333332,0.3673333333333293,0.23151260504200952,0.23151260504200952,0.2315126050420168,0.14693333333332959,0.14693333333333314,0.14693333333332959,0.050090909090909005,0.030054545454545403,0.020036363636363602
5.055739498166027,5.003577106518284,5.055739498166027,5.055739498166027,5.055739498166027,0.0,0.0,0.0,0.5265737500000001,1.5797212499999997,1.0531475000000001,1.1756319444444447,1.4107583333333333,0.9405055555555556,5.468055555555556,0.6561666666666668,2.1872222222222213,5.055739498166027,5.003577106518284,0.5296666666666523,0.5296666666666523,0.5296666666666523,0.3338235294117646,0.3338235294117646,0.33382352941176463,0.21186666666659093,0.21186666666659093,0.21186666666659093,0.07222727272727275,0.04333636363636366,0.060189393939393966
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.185190601438574,4.6975357710651835,5.185190601438574,5.185190601438574,5.185190601438574,0.0,0.0,0.0,0.41908333333333303,0.15086999999999975,0.16763333333333344,0.22455555555555548,0.33683333333333465,0.22455555555555584,2.611111111111111,0.5222222222222223,0.2611111111111111,5.185190601438574,4.6975357710651835,0.9947089947089891,0.9947089947089891,0.9947089947089943,0.2557823129251375,0.2557823129251375,0.25578231292517006,0.33422222222222153,0.33422222222222153,0.33422222222222153,0.06836363636363614,0.04101818181818203,0.027345454545454687
