,0
187,48.85260595012783
188,52.32870567875121
189,46.277023441250776
190,55.657338747664014
191,61.68176906555112
192,49.06178853794163
193,55.79069789537517
194,48.88131041221404
195,52.056447991596215
196,47.13531245894129
197,45.23708316874526
198,45.46395016376112
199,48.37590086810431
200,47.26463429006803
201,53.90368551590638
202,44.598925476520535
203,50.43153435999619
204,46.76270616648626
205,48.40146908771501
206,53.57320137407372
207,43.875790170830186
208,52.26817988367186
209,52.103030955022
210,51.4778827888988
211,48.582124372932334
212,48.80319865587664
213,48.44485977967569
214,45.953588454529395
215,47.21049238033555
216,45.52816404915382
217,47.31491500938928
218,49.88776359440639
219,50.05731750883965
220,47.18774364305207
221,53.16676185749202
222,46.69246025809127
223,45.21797246454873
224,56.39555684098652
225,48.76035252700081
226,45.1374037920294
227,47.76856697609398
228,52.059612424186874
229,53.6060926459774
230,46.85818256812428
231,46.25361173807784
232,51.70579148663849
233,46.04749533891596
234,45.326522389895786
235,48.3453395565655
236,43.673486011209114
237,44.11223104949354
238,47.17848807721356
239,51.30593373935722
240,56.10177055495504
241,53.49761633965185
242,47.9320284062513
243,49.96397866664817
244,52.05902323002522
245,46.211033738284414
246,48.39775583265027
247,45.18370053236536
248,46.892298216794195
249,46.49055887345661
250,52.59594767511449
251,49.40223195878705
252,52.56979077996899
253,51.3363449032518
254,46.02326036797297
255,50.24067445258344
256,50.32422101683942
257,53.191677748637154
258,49.185975883685025
259,47.72058909989878
260,49.08730671854817
261,51.415640212404874
262,46.80799093151272
263,53.17777182117725
264,45.473371807463245
265,48.74025342212286
266,48.757621747550424
267,45.76812380239341
268,51.48035571982937
269,46.61743944937024
270,53.31784329382327
271,51.696391072277976
272,50.12753520149688
273,56.319306502884224
274,53.61161495394083
275,49.04846674022278
276,55.284691587447476
277,49.66554218442264
278,49.12703801171331
279,50.43400113544866
280,44.526573683821475
281,51.151133904130596
282,52.70023798500494
283,49.36971010579954
284,43.31651069220481
285,48.40740977358983
286,46.32137582878206
287,54.89702618816961
288,46.467388055415974
289,51.446177800403284
290,54.8275267186128
291,52.39781873068248
292,46.05709199880672
293,47.449147002171046
294,47.6463715988088
295,46.124817171761265
296,47.85356187307193
297,47.89122212491929
298,45.099981888235256
299,49.892418241001494
300,46.83667847952461
301,49.76097823735152
302,48.9311585174109
303,50.542389952083205
304,47.44436628913984
305,49.297097745743585
306,46.05676765268885
307,49.806951315991775
308,45.10016864030139
309,52.21728636142074
310,50.47263926630791
311,51.56212587418433
312,49.385967669568174
313,51.7748639790073
314,47.93645097961141
315,53.757798039145115
316,49.69075169346119
317,56.45433273753045
318,47.56890746944421
319,44.22210312236839
320,47.96646765441562
321,50.28077717303007
322,49.66060277772011
323,45.42329145819624
324,47.871575795816206
325,49.15322004522557
326,45.99106193738008
327,50.9191778338545
328,54.22213841792084
329,52.42577142379452
330,49.64512383927568
331,48.868523080920085
332,50.75875286685121
333,49.229986139426096
334,46.40162645596125
335,58.979779784798254
336,54.1780739106623
337,50.888083432337176
338,53.06677680074381
339,48.53158950479759
340,49.14960795344169
341,52.6928039269634
342,53.8125897211426
343,54.408637278274576
344,48.753223081859744
345,46.082453235939894
346,45.5035085425597
347,49.8931608071625
348,49.451266288468936
349,49.20564601041832
350,50.6972696504359
351,50.28893698804685
352,55.71240319261617
353,53.38231630561515
354,52.263763446062086
355,51.22864308994884
356,50.41660163542485
357,48.052947721830414
358,51.0157216970686
359,47.90003790827199
360,45.52853407340979
361,53.29015964084098
362,47.081228958358594
363,50.07134711580267
364,51.163361374646136
365,51.95544987307267
366,46.55307201038504
367,48.80142457675063
368,45.380267790729214
369,50.33376122303345
370,51.406019495555746
371,52.676369839626844
372,44.885053358454066
373,49.21347081089325
374,45.03248725310051
375,49.20807273044974
376,48.13468489635143
377,48.463145671638934
378,49.52775779035719
379,50.69797869686218
380,48.44234815998959
381,54.28560490350613
382,49.751912223137154
383,50.08532891822337
384,50.829212466938436
385,47.107332631806166
386,51.938665638289535
387,45.44125181544592
388,46.00639607876618
389,46.42605260685747
390,51.01188193446539
391,47.96250562762507
392,46.362908011073046
393,48.2205017618273
394,46.81857471279883
395,53.49567509441803
396,47.36056137811793
397,47.0171773200664
398,46.181889255637294
399,52.404548340807175
400,46.61478210636543
401,46.64239740783237
402,54.960499633449096
403,47.948737107828975
404,48.97085669722538
405,50.38887058993774
406,49.72721512032404
407,47.13782442104553
408,48.328228873609326
409,47.54846110943282
410,44.81718077588237
411,43.497655538626304
412,46.231813857643566
413,45.13764215137968
414,42.62081139224249
415,51.05820315089524
416,52.27773018876037
417,51.67617618143597
418,46.095997540281935
419,48.24173012891588
420,49.67604099191696
421,51.04494154503886
422,52.520230189507295
423,46.712097894426314
424,47.87436562897347
425,49.14612114734424
426,46.17374634063888
427,51.671067452643
428,47.808864420903625
429,50.56071100161172
430,52.843637527956645
431,45.244667567822695
432,47.9453577842896
433,47.55030356371959
434,48.808121303722096
435,46.03027995057583
436,42.62490412478165
437,58.261483702529695
438,48.33938833423375
439,50.56653073533423
440,49.32380464477962
441,43.02543311419897
442,47.207040509332664
443,47.05071913681224
444,48.704364223734295
445,57.37929167446663
446,49.91284613150693
447,46.70616845475768
448,51.11922599161706
449,49.61093833390538
450,47.509966627839006
451,49.391211492459114
452,52.36632867451324
453,49.56409434533697
454,48.39434587713102
455,51.054819943724524
456,50.005387960809614
457,50.44205788352344
458,51.05188654594374
459,51.43017059933675
460,48.43549801049192
461,47.65329810070946
462,46.03841473838795
463,52.58264335484879
464,47.25908556273709
465,46.35325148041198
466,48.18239327533088
467,45.823143904056245
468,44.71077228614849
469,45.77935775113991
470,46.3564481034623
471,47.88100060729052
472,49.84884892867866
473,49.043985948362824
474,45.8721886398219
475,47.390078627617534
476,47.16661651936453
477,47.083670650703084
478,51.70597767570706
479,45.1581604227257
480,49.31045687330752
481,50.428134443010464
482,48.22446598557382
483,47.255370151888336
484,47.22674111570981
485,44.73642815163961
486,47.76780509285993
487,52.90797804249964
488,45.531491450799344
489,47.5397469673286
490,50.38294778363358
491,50.4680267860423
492,46.452776387960554
493,48.23989125266514
494,49.8530484961701
495,52.04647943260441
496,57.89300369321793
497,50.86739969248106
498,50.11973893773462
499,51.85349280414545
500,47.702432776388875
501,47.14906359412692
502,52.57229679914026
503,49.96790102335559
504,54.565672217496285
505,48.22636037847554
506,52.000560349340034
507,48.96886247989862
508,47.793296789285684
509,50.62337525209877
510,48.078408287571115
511,52.046091604568915
512,49.41174934299439
513,48.45413300723249
514,48.98260361604535
515,48.262880625095484
516,47.69694441141128
517,48.127074627250934
518,44.382069460579686
519,49.08154794015479
520,47.006249101435465
521,47.68089881479415
522,46.5309355343871
523,45.90970543500391
524,59.67661446450016
525,50.925528746133416
526,49.1125666861661
527,54.66821341693508
528,45.20693899892525
529,47.11028186670142
530,48.55446451391546
531,48.48666032332597
532,45.40726301043232
533,44.21997001598261
534,45.9350249096775
535,48.11241765377139
536,50.45508686386773
537,47.08250071044095
538,46.19499007126328
539,52.074567089563864
540,46.66370153579366
541,43.0926927186858
542,48.2128398583589
543,50.5612898052637
544,53.42684555264885
545,46.73824783278515
546,47.90274427186041
547,45.13639805455146
548,54.602911177990755
549,52.70845225352543
550,54.92189756268643
551,46.325189434891854
552,51.350505870817884
553,47.535969112635314
554,47.93342162738069
555,53.71382077406959
556,52.996169059161005
557,46.37275637514124
558,54.043835934712405
559,48.20866660191992
560,48.769072798213955
561,44.672162814296115
562,47.2766627839134
563,49.588850233913455
564,48.19108707001702
565,50.36754505510101
566,50.586371383103554
567,50.343056965633394
568,48.45147552024392
569,45.45272965411376
570,46.83370219646677
571,45.980892919255865
572,46.99332369520559
573,46.99249887822027
574,51.07897765450897
575,49.09868432776921
576,61.241006573533
577,50.73442706647053
578,44.134702732276025
579,45.88661133706885
580,50.442726402801796
581,45.49791989475367
582,43.78922435156442
583,48.50163297881276
584,46.11451843000584
585,47.65937885055095
586,47.305599097339304
587,45.878328827977704
588,52.07543455353591
589,50.649012499845945
590,42.474660779843454
591,45.72049620338103
592,48.49211757772301
593,52.0970986235041
594,49.057455361927246
595,51.33014694751111
596,48.219661596972884
597,50.54830404726967
598,48.085149666142
599,50.10465150973243
600,49.563954144963716
601,51.643346414071104
602,54.9944910990235
603,42.8460106077464
604,48.43204306737389
605,46.01012234235054
606,47.00679020149332
607,51.29966485073272
608,52.88051534410712
609,48.397667228519055
610,49.3748177862199
611,48.323367904365
612,54.47469354664932
613,52.83572966385271
614,48.041951545878185
615,44.39768268562438
616,53.22611750740803
617,51.235708613805976
618,49.81298120343508
619,52.910169568011966
620,49.39980809677432
621,47.9445029242975
622,50.06576564667514
623,48.7905627333616
624,42.60599741782741
625,44.85582391479441
626,44.98921985037999
627,49.518261258630744
628,50.88311255088132
629,50.09278759796638
630,47.66343285168944
631,46.04661235910626
632,49.38641312850015
633,45.208260787651675
634,47.860848806135564
635,47.82271145169035
636,50.063410493368956
637,48.65807508626908
638,43.430506058156006
639,51.576327173346414
640,47.19742505594337
641,45.45971573472543
642,46.457170813559024
643,50.6679130094156
644,54.681885152858364
645,48.8331105275674
646,46.800356234971865
647,49.24045707744114
648,45.85352247397102
649,44.81367025798205
650,51.3287617537979
651,50.244183392900794
652,46.136161785241995
653,46.236643568324524
654,44.08193709400453
655,47.214704584898925
656,51.29242864049569
657,51.46433615239246
658,50.99677039895608
659,53.017160107783575
660,45.964031892539865
661,56.04276404278893
662,48.4856711484929
663,44.63202228390629
664,55.23349730611963
665,47.774620932210375
666,51.75925906657753
667,46.56553065860948
668,51.01753402855087
669,46.53218885550159
670,49.47254861810572
671,46.2058858264845
672,45.86656651452162
673,47.29654422506657
674,48.53086956236577
675,43.15039328437325
676,46.853196713108225
677,45.59854965217513
678,45.50721456872324
679,45.87753648355716
680,47.096139809108635
681,43.8487225715688
682,49.977660788465194
683,48.64669166235231
684,48.703426129670014
685,41.36177357567305
686,47.049274072478326
687,46.32192504418986
688,45.22840107357697
689,55.786973971723256
690,46.60353345242842
691,50.47155875236542
692,50.80421675594038
693,50.09306656057946
694,46.90191400841686
695,43.370054718336156
696,50.35193178831175
697,48.82391452496539
698,50.27903887455377
699,48.97422568988425
700,45.306344874035496
701,48.351690849436004
702,54.086845281817965
703,41.351475373823845
704,54.45055898737816
705,48.287679145619016
706,50.83762621387797
707,52.06105702315359
708,45.63763265331159
709,46.16344660913811
710,42.79250554531044
711,49.72469254682767
712,46.248288339935975
713,49.66762840687857
714,47.720790951165185
715,45.594341531403586
716,47.25627311532865
717,47.96474981589648
718,43.250717078348195
719,48.0860393845751
720,46.63601680416139
721,47.825451505069715
722,48.06358365015088
723,49.03454676145123
724,43.89547790766245
725,49.261649624352486
726,49.898088639443415
727,41.8779855155377
728,45.70329515370581
729,48.01525537767937
730,45.207998157160134
731,47.227878208806644
732,46.88430688876107
733,45.295903349499675
734,49.13630627743496
735,49.21398381004333
736,46.32109027715464
737,51.13274237903484
738,45.12353431592037
739,47.60060206539867
740,45.40896184141287
741,51.24328684178305
742,54.50569219976058
743,50.009770305851106
744,48.245192208568824
745,57.02514607895215
746,51.5307840644238
747,43.88719905597859
748,44.75690029969366
749,46.19834820631525
750,48.89425241406183
751,46.0737388099763
752,49.690681348921004
753,51.91177915229258
754,49.664741728681726
755,47.454667717910894
756,51.558851160823274
757,47.232207038811
758,49.57480094806391
759,49.080406276258216
760,49.34484130637176
761,43.91520613010994
762,45.68910263888649
763,44.66565643700075
764,50.64584276314801
765,48.578650584582476
766,49.01898173885884
767,55.737158328837424
768,57.83856466313093
769,48.199823394320966
770,49.781432766910015
771,51.568042438329556
772,48.25587449821009
773,50.62348668445065
774,53.15460592184272
775,48.4105848037976
776,52.19431849210945
777,48.549668457220534
778,47.24649844928533
779,49.69073689100814
780,48.10938143127796
781,49.564494457675266
782,50.89115661542069
783,54.7964658546594
784,48.564626945503555
785,50.407636346681606
786,52.2495276169211
787,49.25206282852369
788,47.55045486304783
789,46.32112140123216
790,48.199459730100095
791,46.886218882765895
792,51.78347340883935
793,47.38509046166017
794,48.008618108725805
795,44.988198923973975
796,49.05063691711114
797,48.745774212942216
798,53.75364511371498
799,49.97558022972388
800,51.93994621104076
801,47.84163113447376
802,47.64708880865376
803,48.690092405540575
804,42.725777138570955
805,50.01562539962008
806,46.051724263136244
807,45.898518143579096
808,51.85132264388746
809,51.21975819030591
810,49.196184413038
811,52.765533006269145
812,51.764769655576686
813,44.52625048026055
814,46.71315554293191
815,51.23575083204971
816,50.86200719683867
817,47.03774695174315
818,47.426759492871625
819,52.29932075989935
820,47.721427501592835
821,46.16717655007756
822,50.96724071679267
823,49.18348087274048
824,49.85401941238666
825,49.884388546545416
826,48.330375122787665
827,50.927338424147365
828,50.97482326329
829,51.09627238731727
830,49.52337076377812
831,53.576511813541835
832,50.773976769341836
833,47.63742644397348
834,48.042870296966015
835,48.79897096258007
836,43.92902354967625
837,46.47914949619454
838,51.79706437938657
839,44.99106095546901
840,46.099617027370215
841,48.296314446629424
842,48.66335611629967
843,44.77564662486543
844,47.41560311745758
845,50.75271416101805
846,49.59293533878952
847,45.683470099876146
848,46.655843751515526
849,46.1397954068057
850,48.461680330217405
851,48.13511732347667
852,49.06646792898376
853,45.621671434007176
854,47.22303858627611
855,49.073651549123056
856,47.819359154980056
857,49.62986124645646
858,53.27066499351962
859,52.661315975411725
860,51.77894177174792
861,51.16784685454045
862,47.62334013995841
863,45.06254253155801
864,52.676907985931685
865,46.1693256420227
866,47.1156459108872
867,49.39957432889617
868,48.17729691936356
869,54.205784280931795
870,49.556813420540486
871,46.7422675954473
872,43.27134613879174
873,46.64153770671473
874,48.20111812045544
875,47.008540477739444
876,48.70582554069026
877,46.51219221555902
878,44.76741350838127
879,47.5810028584702
880,51.26081067049012
881,46.6522201592309
882,46.90995026562112
883,49.29065694600749
884,47.721821833588365
885,45.286493583062565
886,49.75171521168536
887,48.56663394744047
888,45.079892223550814
889,52.99640081494116
890,46.185218217922426
891,47.49495813674925
892,49.12831866394627
893,49.337081859162616
894,45.278933964462894
895,50.5623978515358
896,51.675239579266204
897,54.75423192937412
898,49.07536013186554
899,45.74458508424002
900,50.01263584199444
901,48.577768541110494
902,51.527685031249675
903,54.86941354891691
904,51.47021799073835
905,48.92903115624419
906,47.081341849754764
907,48.48851753550891
908,57.59801648521957
909,52.53717256271577
910,44.587607280743974
911,46.36673400072626
912,50.41566921979173
913,51.106293883175184
914,48.57549187487069
915,51.004579790081756
916,48.96159071028838
917,52.18453063648043
918,48.032138627142125
919,56.502916145164015
920,52.84471718724138
921,48.024960880801
922,48.23439560273768
923,51.13357113543356
924,51.41121709997956
925,47.47613262787018
926,45.3334232844477
927,47.2123668270612
928,48.78996046146061
929,46.8067566925948
930,52.99753265695084
931,51.434970608677425
932,51.01142560347933
933,42.786794628157985
934,50.01786800343592
935,48.63053406065749
936,50.367978348121746
937,46.38864204236454
938,51.215762429731605
939,47.205150860080494
940,55.44234277437033
941,48.709325993328996
942,50.95639948443097
943,49.30347970620565
944,51.50081758805013
945,48.564597104938365
946,48.811442216593036
947,47.29756227783519
948,43.84013164793488
949,51.91234113385433
950,47.7535170249824
951,51.492307424870795
952,57.607962198962966
953,48.100774351553575
954,54.259053242830404
955,49.80287201398322
956,46.94581633740463
957,48.101105343511655
958,45.51756380483071
959,52.76418621612035
960,52.053569645393615
961,49.6894192645907
962,49.170860731935164
963,49.85785037078632
964,50.244942840415504
965,52.75741436747561
966,46.456518915105114
967,48.47083146131698
968,45.532683076570116
969,45.51621594601219
970,48.09418883512049
971,49.040938472868646
972,42.81576384757081
973,49.898431722641476
974,47.6161267536744
975,48.005127248116885
976,50.226346306588816
977,48.72065939791614
978,50.607619031451506
979,49.32790124321131
980,44.644490542904805
981,47.9017323752856
982,48.275542165600406
983,51.9289101237728
984,45.817203139833055
985,52.506358943793224
986,44.7799048533448
987,49.82962785019662
988,54.17137029577956
989,47.45096650022756
990,49.72719436096393
991,49.08483879611748
992,53.52743023933204
993,46.87534458777983
994,50.558753677054064
995,48.44838135664513
996,49.713575034968535
997,52.71588961039291
998,46.956958201749806
999,48.61462927223539
1000,44.039410274930304
1001,48.71484789702427
1002,46.158608833525896
1003,61.69173776748445
1004,50.17587893407731
1005,44.4725801049976
1006,47.605643177481724
1007,47.49979457078902
1008,50.44413899999166
1009,48.40729031748037
1010,53.71660906024385
1011,49.79256102939672
1012,44.93917420050774
1013,54.24728785792572
1014,50.90141918163675
1015,49.77548528058523
1016,50.95210988942999
1017,48.39130833347347
1018,47.16104315438162
1019,47.16439880007713
1020,49.13429074347163
1021,48.42939205429484
1022,57.328756066486555
1023,47.57417363762645
1024,52.35137662395068
1025,49.98811918045348
1026,49.37883932451557
1027,49.74562142835589
1028,47.807286678327024
1029,47.82188365354884
1030,44.55626942115763
1031,53.719638272567146
1032,46.61981891491972
1033,49.67530421003836
1034,46.712237875005975
1035,50.64798686860267
1036,49.98002142891205
1037,53.430965211052396
1038,48.08433541986915
1039,52.710859981690895
1040,47.24005011633951
1041,50.05245913977625
1042,57.011647179703985
1043,49.90125004051954
1044,52.8650936449492
1045,49.19287277501617
1046,46.65394756051327
1047,51.625657233986075
1048,49.12361684311862
1049,45.760744346786744
1050,45.69751381755086
1051,49.696923640888826
1052,50.66429932471471
1053,54.230259796827106
1054,46.94140982533811
1055,49.34200132956638
1056,54.97473954774121
1057,52.06578740503326
1058,48.1674581904397
1059,52.46864171731612
1060,48.1000827500945
1061,50.373121160913534
1062,50.29244037575603
1063,43.558084711842916
1064,43.91067530261693
1065,48.146687720594684
1066,50.432529488017906
1067,53.304914999593784
1068,49.38169249059546
1069,46.717783327899156
1070,54.7313722787363
1071,47.846546435368936
1072,48.43814089870313
1073,44.805861069892025
1074,48.05866382509479
1075,46.47218477478654
1076,45.823066020245015
1077,46.13100416725472
1078,44.36600501071458
1079,49.18841473214205
1080,47.49216692116431
1081,49.263060209482944
1082,47.61297852087015
1083,47.571375631838116
1084,48.9807403209921
1085,50.247717990887764
1086,56.10951280788213
1087,48.68429514699101
1088,48.31681878905927
1089,47.268034610838995
1090,53.23345037090474
1091,49.752817332382634
1092,49.45283787234212
1093,50.77050043172639
1094,45.59108265010534
1095,54.60339360576668
1096,48.066408220809066
1097,45.417027135659175
1098,51.26327402461485
1099,47.56193820580022
1100,46.17614071442588
1101,45.34066358930903
1102,49.65324124146757
1103,50.0250846055009
1104,45.531959143427976
1105,48.507278584976305
1106,52.34780625796687
1107,46.23714018558683
1108,49.01639962649848
1109,49.523634398711714
1110,48.35064368207447
1111,48.53139637066317
1112,48.36344486138674
1113,49.22799580993756
1114,44.35428471651919
1115,52.37714992824059
1116,48.73279911645406
1117,53.50578658924537
1118,45.38505329539241
1119,52.99543261526147
1120,45.530892962583536
1121,47.97411900748147
1122,55.698394523560346
1123,46.72032235602287
1124,48.38273974084562
1125,51.591798195296505
1126,52.5199729692079
1127,50.01563151828807
1128,52.39236109641132
1129,47.250906115573386
1130,49.734000851197415
1131,51.582348423713015
1132,49.771991452340195
1133,51.13498125388807
1134,46.609358996042616
1135,50.74343644760442
1136,55.88948200994684
1137,45.730939820490946
1138,47.49663082260183
1139,49.00184381843235
1140,48.11071702704856
1141,51.04611322063134
1142,57.82819974418315
1143,48.06582763414209
1144,47.80180616808011
1145,49.9396377354836
1146,52.333631322037384
1147,52.058862810481834
1148,46.39552788081856
1149,51.37078927003095
1150,47.30147978100489
1151,47.925752132970345
1152,47.38773714871451
1153,44.30478043265743
1154,47.80762955476888
1155,47.154777375582455
1156,45.460291004645136
1157,53.6927195607861
1158,51.04011662967102
1159,43.703587869546766
1160,51.198426096982104
1161,49.48614064621066
1162,52.40031662140797
1163,48.593698028155394
1164,47.139841915354125
1165,45.36670908680346
1166,51.90967301205754
1167,45.523667581477895
1168,49.23142832727516
1169,45.94968304347162
1170,49.8252248848391
1171,46.84164613573403
1172,48.17090229208324
1173,49.49975004701759
1174,46.9765237897746
1175,48.73724164958012
1176,49.125734630644864
1177,48.08632569939486
1178,45.89802859560492
1179,48.027995378223174
1180,51.84857867450634
1181,49.10985450891543
1182,55.01847568851169
1183,48.72354581956822
1184,48.47922088182483
1185,47.39550983019161
1186,45.13197233781551
1187,50.756382622079244
1188,48.58052628641803
1189,47.716381205487274
1190,48.58035605097276
1191,48.47541319184046
1192,47.49362003178866
1193,44.1717907284322
1194,52.191733879461886
1195,46.62211279318055
1196,46.840120670520946
1197,48.63647214479141
1198,47.698104913194705
1199,48.93276142035784
1200,52.43521296072824
1201,51.60080261069934
1202,47.27473576705515
1203,49.77585468867982
1204,51.80574989953093
1205,47.41746486794246
1206,49.26427410087017
1207,52.70494467069249
1208,48.85787570314578
1209,47.1187683969464
1210,49.73199083492531
1211,48.517573071554466
1212,50.35173308174751
1213,49.81533053982354
1214,47.426954000961246
1215,48.71524191639787
1216,46.88830657303631
1217,49.488818457632995
1218,47.06948441574994
1219,54.948508534651374
1220,46.4492210385661
1221,42.145296315705615
1222,52.33873767311538
1223,49.457934394922454
1224,49.682904471375004
1225,48.658776551173716
1226,45.482682109554624
1227,45.80752390752106
1228,45.68174250869916
1229,50.174180672844166
1230,48.95442393231228
1231,47.33500829880573
1232,47.017256524994146
1233,48.883146973490874
1234,50.77001290619285
1235,46.20507899253059
1236,52.19726011519356
1237,43.0072948635771
1238,49.82618946909295
1239,49.22829861403628
1240,49.89724895452737
1241,44.05817621567058
1242,51.30893761336795
1243,44.62993264205097
1244,48.93185641845443
1245,45.704164022008854
1246,50.51454293253041
1247,51.07724049439355
1248,51.360500932688645
1249,49.13819944830955
1250,50.04033858441449
1251,50.62943696908099
1252,50.941527838502466
1253,50.80400869913217
1254,45.403594115742514
1255,46.06986787813239
1256,50.72828034480583
1257,55.90160579786504
1258,52.33707961046517
1259,51.267496935750515
1260,47.60193239585167
1261,47.83774732400051
1262,52.1429219091057
1263,47.84557727894491
1264,46.43154022712233
1265,50.793459208311276
1266,47.9968600285485
1267,46.92974780017196
1268,45.00319400258185
1269,49.770976072449706
1270,49.85504354404872
1271,44.93548252552778
1272,44.801285990987445
1273,48.28212207448112
1274,46.4281853120827
1275,49.550446116722206
1276,49.34936807115394
1277,56.55362377472135
1278,46.24329213716217
1279,50.5090747784782
1280,46.14040363542574
1281,50.86766762899992
1282,51.75137821850171
1283,48.25601968697301
1284,48.96152121465938
1285,49.81906173064073
1286,43.560504998282795
1287,47.1571512439813
1288,47.6391211040566
1289,47.655195469407275
1290,44.082460544568896
1291,47.397540002260826
1292,48.25838314109587
1293,48.590108545650416
1294,50.29288204991543
1295,48.35863760043228
1296,46.27704655936747
1297,50.1534526955437
1298,42.345561644430106
1299,52.04458366207805
1300,54.68433290224427
1301,54.34034694529778
1302,49.13033989647723
1303,49.578256016876225
1304,54.73936896098346
1305,47.82568747949673
1306,45.910158662501544
1307,52.10753777046156
1308,50.86311184665931
1309,48.68939934962107
1310,41.47024034968265
1311,48.480908259545174
1312,52.07952375458223
1313,44.609648886771836
1314,51.34426294447656
1315,46.746901893218535
1316,45.94225538219226
1317,51.051219800071024
1318,50.8803747667235
1319,46.04818492848661
1320,41.709609461554614
1321,42.33927174015383
1322,47.34974438270429
1323,49.277169773883095
1324,51.00215980984328
1325,46.41558169509534
1326,54.0657836626708
1327,46.50085732569977
1328,46.40725894465558
1329,45.95091697705253
1330,46.3076887795219
1331,51.555433660788175
1332,46.50673680982795
1333,48.73298131823799
1334,58.35709308830929
1335,47.93520986422465
1336,44.68678983455517
1337,60.68269020991299
1338,48.1572256636712
1339,45.16727635642556
1340,45.4008937056649
1341,46.0772564568668
1342,49.979177410067045
1343,48.216138829856206
1344,47.89010651739121
1345,47.92765823759575
1346,49.62930794250657
1347,48.42011040447912
1348,49.626061013916704
1349,47.353434328992684
1350,53.91498940286646
1351,48.30303940514411
1352,42.74256218918112
1353,46.67462189434886
1354,45.84378084120238
1355,48.20317602602034
1356,50.10314780220761
1357,45.41698401802848
1358,52.55277685480707
1359,45.40791678789544
1360,47.27556272747023
1361,51.46421063862737
1362,53.44619424060922
1363,49.48960226091215
