Station_1_1_hours,Station_1_2_hours,Station_1_3_hours,Station_1_4_hours,Station_1_5_hours,Station_1_6_hours,Station_1_7_hours,Station_1_8_hours,Station_1_9_hours,Station_1_10_hours,Station_1_11_hours,Station_1_12_hours,Station_1_13_hours,Station_1_14_hours,Station_1_15_hours,Station_1_16_hours,Station_1_17_hours,Station_1_18_hours,Station_1_19_hours,Station_2_1_hours,Station_2_2_hours,Station_2_3_hours,Station_2_4_hours,Station_2_5_hours,Station_2_6_hours,Station_2_7_hours,Station_2_8_hours,Station_2_9_hours,Station_3_1_hours,Station_3_2_hours,Station_3_3_hours
6.332121212121212,1.7488715728715725,6.3321212121212085,6.3321212121212085,6.3321212121212085,0.0,0.0,0.0,3.8727312499999993,4.6472774999999995,3.098185,3.4585138888888887,4.150216666666665,2.766811111111111,4.021527777777777,9.651666666666666,3.2172222222222224,6.3321212121212085,1.7488715728715725,3.104666666666659,3.1046666666666667,3.104666666666659,3.1046666666666667,3.1046666666666667,3.1046666666666667,0.7761666666666569,0.7761666666666667,0.7761666666666569,0.5040043290043291,0.39690340909090915,0.20160173160173164
5.596666666666667,5.0214537037036955,5.596666666666667,5.596666666666667,5.596666666666667,0.0,0.0,0.0,5.76128125,3.4567687499999997,2.3045125000000004,2.5725347222222226,3.087041666666668,2.0580277777777773,3.988425925925926,3.5895833333333336,2.3930555555555557,5.596666666666667,5.0214537037036955,1.003541666666657,1.003541666666657,1.003541666666657,1.228826530612245,1.2288265306122517,1.228826530612251,1.0704444444443728,1.0704444444443728,1.0704444444443728,0.2736931818181812,0.12631993006992695,0.09519762845849798
5.507000000000041,1.6586559523808868,5.507000000000041,5.507000000000041,5.507000000000041,0.0,0.0,0.0,5.5359125,3.321547500000001,2.214365,2.4719027777777773,2.966283333333333,1.9775222222222224,3.8324074074074073,6.898333333333333,2.2994444444444446,5.507000000000041,1.6586559523808868,3.4102182539682615,3.4102182539682615,3.4102182539682615,2.75,2.75,2.75,2.2916666666666665,2.2916666666666665,2.2916666666666665,0.6009615384615384,0.3605769230769231,0.2403846153846154
6.127976752976753,3.8518711018711027,6.127976752976753,6.127976752976753,6.127976752976753,0.0,0.0,0.0,3.2681812500000005,3.9218174999999995,2.614545,2.9186250000000005,3.50235,2.3348999999999993,4.5249999999999995,8.145000000000001,2.7149999999999994,6.127976752976753,3.8518711018711027,2.0226757369614234,2.0226757369614234,2.0226757369614234,1.427199999999992,1.427199999999992,1.427199999999992,0.9514666666666578,0.9514666666666578,0.9514666666666578,0.31188811188811244,0.18713286713286748,0.12475524475524498
6.253964183542876,3.563766891891892,6.253964183542876,6.253964183542876,6.253964183542876,0.0,0.0,0.0,5.294493749999999,3.176696249999999,1.05889875,2.3641041666666665,2.836925000000001,1.891283333333333,3.6652777777777774,6.5975,4.398333333333298,6.253964183542876,3.563766891891892,3.3001700680271995,3.300170068027194,3.3001700680272066,1.9801020408163117,1.9801020408163117,1.9801020408163117,1.9801020408163272,1.9801020408163355,1.9801020408163352,0.4009297520661151,0.30532342657342676,0.3307670454545457
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.226616827874124,0.6792527821939585,5.226616827874124,5.226616827874124,5.226616827874124,0.0,0.0,0.0,0.22469999999999976,0.20223000000000013,0.2696399999999999,0.15050000000000008,0.3612000000000002,0.24080000000000013,1.4,0.16799999999999998,0.27999999999999925,5.226616827874124,0.6792527821939585,0.21865079365078144,0.21865079365078144,0.21865079365078144,0.787142857142852,0.787142857142852,0.787142857142852,0.26238095238095277,0.26238095238095277,0.26238095238095277,0.04816433566433558,0.02889860139860135,0.019265734265734233
5.055739498166024,5.0035771065182795,5.055739498166024,5.055739498166024,5.055739498166024,0.0,0.0,0.0,0.8776229166666667,0.7898606249999958,0.526573749999999,0.58781597222222,0.7053791666666633,0.47025277777777585,1.8226851851851826,1.0936111111111064,1.0936110993228898,5.055739498166024,5.0035771065182795,0.4503968253968198,0.4503968253968198,0.4503968253968198,0.2702380952380885,0.2702380952380885,0.2702380952380885,0.5296666666666656,0.5296666666666656,0.5296666666666656,0.06944930069929657,0.04166958041957532,0.027779720279716875
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.185190601438572,4.6975357710651835,5.185190601438572,5.185190601438572,5.185190601438572,0.0,0.0,0.0,0.41908333333333303,0.2514499999999999,0.2514500000000002,0.14034722222222218,0.22455555555555554,0.22455555555555584,0.6527777777777786,0.3916666666666666,0.2611111111111111,5.185190601438572,4.6975357710651835,0.5013333333333267,0.5013333333333335,0.5013333333333267,0.30079999999999063,0.30079999999999957,0.30079999999999063,0.20053333333332624,0.20053333333333398,0.20053333333332624,0.06573426573426552,0.039440559440559644,0.026293706293706427
5.059971213817366,3.054054054054054,5.059971213817366,5.059971213817366,5.059971213817366,0.0,0.0,0.0,3.0234187500000003,1.8140512499999986,2.4187350000000007,1.8000277777777776,3.24005,2.160033333333333,3.1395833333333334,3.7674999999999983,2.5116666666666667,5.059971213817366,3.054054054054054,0.9593333333333254,0.9593333333333334,0.9593333333333254,0.5755999999999784,0.5756,0.5755999999999784,0.3837333333333013,0.38373333333333337,0.3837333333333013,0.12578671328671326,0.0754720279720282,0.05031468531468533
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5.115328441413029,5.490858505564382,5.115328441413029,5.115328441413029,5.115328441413029,0.0,0.0,0.0,2.9057187499999984,1.7434312499999969,0.5811437499999988,1.2974652777777766,1.5569583333333306,0.5189861111111104,6.034722222222222,3.62083333333333,2.4138888888888888,5.115328441413029,5.490858505564382,4.222777777777778,4.222777777777778,4.222777777777778,1.939030612244892,1.939030612244892,1.939030612244892,0.6463435374149604,0.6463435374149604,0.6463435374149604,0.5080882352941136,0.16717741935483518,0.10796874999999773
5.717900478468882,2.586669264069256,5.717900478468882,5.717900478468882,5.717900478468882,0.0,0.0,0.0,5.3780875,3.2268524999999997,2.1512350000000007,2.401430555555555,2.881716666666666,1.9211444444444448,3.723148148148148,6.701666666666664,2.233888888888889,5.717900478468882,2.586669264069256,5.244999999999997,5.244999999999997,5.244999999999997,3.371785714285714,3.371785714285714,3.371785714285714,2.2478571428571437,2.2478571428571437,2.2478571428571437,0.8940340909090909,0.5364204545454546,0.3576136363636356
5.302500000000013,1.7759166666667268,5.302500000000007,5.302500000000011,5.30250000000001,0.0,0.0,0.0,3.413634375,4.0963612499999975,2.7309075000000003,3.048520833333333,3.658225,2.438816666666666,4.726388888888889,8.5075,2.8358333333333334,5.302500000000007,1.7759166666667268,0.9579081632653028,0.9579081632653024,0.9579081632653068,3.448469387755087,3.4484693877550825,3.4484693877550843,2.298979591836728,2.298979591836728,2.298979591836728,0.45180481283422164,0.3072272727272722,0.07493348115298898
5.421411483253589,1.3618069321029849,5.421411483253589,5.421411483253589,5.421411483253589,0.0,0.0,0.0,2.0396874999999977,1.2238124999999975,0.27195833333333164,0.9107638888888872,1.0929166666666639,0.7286111111111104,4.236111111111111,2.5416666666666643,1.6944444444444444,5.421411483253589,1.3618069321029849,4.228273809523808,4.228273809523808,4.228273809523808,2.670488721804504,2.670488721804504,2.670488721804504,1.8942666666666668,1.8942666666666668,1.8942666666666668,0.7687770562770501,0.4612662337662284,0.5381439393939355
6.424816985645924,1.3971427413230009,6.424816985645917,6.424816985645929,6.424816985645933,0.0,0.0,0.0,3.2229291666666655,2.900636249999998,3.867515,2.8782129629629623,5.180783333333334,3.4538555555555552,5.020138888888889,6.024166666666666,2.0080555555555555,6.424816985645917,1.3971427413230009,1.8007369614512405,1.8007369614512405,1.8007369614512472,1.270599999999992,1.2706000000000004,1.270599999999992,0.8897759103641254,0.8897759103641254,0.8897759103641458,0.2776660839160839,0.16659965034965077,0.11106643356643367
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
