,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3,PASSED_OVER_PACKAGES_TLMD
0,10902,6738,4164,3369,2358,617,1011,6738,4320,2948,823,685,506,146,745,496,138,769,525,145,4,5,0,2117,1416,394,2811,527.6120535959185,,810.807961051109,991.0268344895879,1036.5126818224162,1063.0810192780234,433.93108604929705,433.5207641821269,433.38242654421646,376.4830370221429,137,28,27,29,1,[],[],[],1
1,10902,7262,3640,3631,2542,431,1089,7262,4182,3627,1099,556,458,139,651,506,152,533,459,146,21,15,4,2421,2189,658,1994,474.62250581841084,,761.2131820530765,971.5818123650832,1001.8682482743015,1045.6939626682813,410.36477061070354,411.5255645961821,411.2125088676171,410.02335067778506,146,27,24,23,1,[],[],[],1
2,10902,7598,3304,3799,2659,724,1140,7598,3649,3196,725,633,608,133,281,252,61,647,557,113,9,8,2,2079,1771,416,3332,507.4416045473225,,817.6466766270515,1034.9407900399403,1086.3437406949154,1114.4942981311276,399.3168923999591,397.0912909072799,398.3738305114151,359.5945470250688,153,12,28,27,1,[],[],[],1
