,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3
0,10902,6999,3903,3500,2450,528,1050,0,4093,4076,913,500,495,108,534,521,115,722,724,169,8,7,0,2329,2329,521,1820,436.77864515777344,1028.9536594233205,717.2705389098026,932.1986736981643,1081.9784425121632,,360.80371410264297,360.7893061544203,360.75112966099107,341.10180706444226,140,24,23,33,1,0,0,5
1,10902,6354,4548,3177,2224,575,953,0,3470,3071,974,561,515,173,770,689,194,753,639,224,11,14,5,1375,1214,378,3387,481.71313579135835,1041.7646653686545,735.9274538701014,938.193660591387,1099.2089400698571,,372.3688319034386,372.1552849607784,372.25251440728323,366.4272555392113,129,34,25,33,1,0,0,1
2,10902,7092,3810,3546,2482,532,1064,0,5189,2964,890,875,519,143,285,181,49,991,569,166,20,12,0,3018,1683,532,1859,438.03272613955625,1037.1674944023164,725.7999099729803,944.8645137688882,1090.762605495065,,371.204381293121,371.69897492264147,371.41651084471124,369.00594123198636,143,11,31,35,1,0,0,5
3,10902,5941,4961,2970,2079,684,891,0,3487,3475,581,688,681,111,1022,1021,174,575,575,87,13,13,1,1189,1185,208,3359,520.5470235645562,1021.588530299212,758.4647860583354,946.8908066480278,1090.606203956455,,414.6579425273392,414.2744473926234,414.2807015738653,404.58943609110554,120,45,30,25,1,0,0,3
4,10902,7288,3614,3644,2551,810,1093,0,3831,2999,576,567,448,102,873,685,120,406,306,70,20,16,1,1965,1544,283,3496,484.98723255339416,1086.1068048399518,778.7147901547304,1057.1723024686369,1166.6904661730937,,340.0984942169607,339.99101442106496,339.1411731482525,321.13217927639164,147,34,23,16,1,0,0,5
5,10902,8245,2657,4122,2886,505,1237,0,3817,2990,1096,651,523,195,23,12,9,631,439,159,8,6,1,2504,2010,732,2999,470.21444649547794,1170.481368749658,801.4020740917014,1116.5679647932095,1221.2943889300038,,304.0920959745286,315.2565195093533,315.2397323952243,269.2251780269257,166,1,28,25,1,0,0,10
6,10902,7732,3170,3866,2706,667,1160,0,3523,3623,851,228,204,55,566,564,145,616,633,156,0,1,2,2113,2221,493,2905,468.14748102825354,1113.3803325790868,779.2532773896735,1072.0717314046692,1180.88588964319,,330.6365933779597,330.15199885412557,329.63349984050717,248.5009693671301,157,26,10,29,1,0,0,1
7,10902,6818,4084,3409,2386,680,1023,0,4900,3518,627,919,693,104,614,462,83,641,464,97,4,3,0,2722,1896,343,1857,438.36329796931557,983.2413420155302,716.7793232592247,926.569048453155,1086.2868532690625,,358.91750136075547,359.10164941068285,358.9491997472222,358.8891057487899,138,24,35,25,1,0,0,0
8,10902,7122,3780,3561,2493,646,1068,0,3902,4046,746,685,738,134,478,521,88,517,497,100,6,14,2,2216,2276,422,2208,446.73267018702484,1033.5974331372643,731.6511251377163,962.0283584648212,1098.64647110403,,358.18890276910247,358.91558456091997,358.66545569322034,356.8614231205322,144,22,32,23,1,0,0,1
9,10902,7720,3182,3860,2702,748,1158,0,3755,3177,720,517,400,97,485,427,100,560,475,112,4,4,1,2189,1871,410,3250,478.38816546085695,1125.037910999492,792.624737726405,1090.6564130947756,1200.081492110931,,303.9576594425303,303.7800992116007,304.1416327644363,287.35022591572715,157,21,21,23,1,0,0,0
10,10902,7028,3874,3514,2460,675,1054,0,4003,3149,744,800,636,151,518,384,105,646,525,109,0,0,0,2039,1604,379,3006,471.60334965626686,1049.5413213528711,754.1092219547851,979.3879431131289,1118.2448239817545,,330.3871683330519,330.1333983695012,330.18158140589935,287.35022591572715,143,21,32,26,1,0,0,0
11,10902,8037,2865,3514,2460,675,1054,0,5133,3626,628,560,434,71,511,379,71,453,299,63,17,4,3,3592,2510,420,1515,471.60334965626686,1049.5413213528711,754.1092219547851,979.3879431131289,1118.2448239817545,,368.1278566122285,368.4057889641557,367.95834968831355,332.43731175229135,143,20,22,17,1,0,0,0
12,10902,8165,2737,4082,2858,910,1225,0,3839,2680,495,149,90,25,676,476,85,681,478,70,2,5,0,2331,1631,315,3888,497.0005671273522,1174.425336418744,827.8318470941681,1147.2634677275464,1285.440085751177,,315.0329738580998,313.89070510866037,315.10922991922325,306.5421572047298,165,25,6,25,1,0,0,6
13,10902,6527,4375,3264,2284,394,979,6527,4248,4223,1096,646,649,160,797,774,197,493,495,152,3,7,2,2309,2298,585,1335,405.0211258744612,1063.134085487022,669.681255369567,855.7082981057908,895.2122695982791,1128.284020308876,355.2722884076378,354.7272109677232,355.17866622928517,330.2666545818941,132,36,30,23,1,0,0,0
14,10902,6673,4229,3336,2336,532,1001,6527,4046,4046,869,572,634,120,787,792,164,528,505,115,6,5,1,2153,2110,469,1941,446.4327323036707,1034.1437628167434,713.8474536630503,911.3152609721216,1087.2657551675152,1128.284020308876,381.0914358868972,380.8416931603242,381.2090255468825,373.03983362720186,135,35,27,23,1,0,0,4
15,10902,8071,2831,3336,2336,532,1001,6527,4454,2846,960,654,391,155,390,290,94,443,303,99,7,5,0,2960,1857,612,2642,446.4327323036707,1034.1437628167434,713.8474536630503,911.3152609721216,1087.2657551675152,1128.284020308876,368.80101220971693,368.7198451336238,368.8797425590603,286.92542575012504,135,16,24,17,1,0,0,4
16,10902,7749,3153,3874,2712,652,1162,6527,4078,2891,860,696,495,155,526,433,119,391,252,74,7,4,1,2458,1707,511,3073,473.1713242378376,1123.0128428543198,786.5625303788732,1081.1067478349232,1188.0408563080682,1128.284020308876,314.88607115882553,314.45876027088286,314.7404792675405,308.9209103506395,157,22,27,15,1,0,0,3
17,10902,6615,4287,3308,2315,629,992,6527,3917,2680,841,923,669,198,419,289,90,897,580,187,19,13,3,1659,1129,363,3464,484.31427146121786,1057.1046030557677,757.9603499641036,974.5462850950356,1120.4465940185114,1128.284020308876,370.65653393101576,370.24843554540143,370.6578382626792,367.3235182688538,134,16,36,34,1,0,0,0
18,10902,7011,3891,3506,2454,586,1052,6527,3649,3784,883,567,590,157,491,508,95,624,673,164,9,11,2,1958,2002,465,2586,458.3273094458034,1044.7942004351953,745.0216573254738,967.1671179924663,1103.8238201068552,1128.284020308876,348.16775164165534,347.9764805682167,347.9331374838031,344.72362087967036,143,22,27,30,1,0,0,3
19,10902,7362,3540,3681,2577,555,1104,6527,3827,3217,984,538,485,162,492,416,108,666,503,165,3,2,0,2128,1811,549,2874,467.9372138719358,1094.9561656351461,767.4334676749247,1044.6815674329453,1151.3846605544836,1128.284020308876,373.7813725985486,374.0873563822601,374.19698984758975,307.27856688895116,149,21,24,27,1,0,0,4
20,10902,7697,3205,3848,2694,356,1155,6527,3743,2987,1314,556,430,197,462,394,147,471,357,166,9,11,5,2245,1795,799,2858,467.53886932874974,1123.4699357651373,777.9220243329037,1062.3268645617702,1159.461879738259,1128.284020308876,306.7607161959025,306.5009834325848,306.55117673205547,294.1986759330198,155,21,24,20,1,0,0,13
21,10902,6682,4220,3341,2339,529,1002,6527,3743,3371,978,456,424,120,919,786,230,563,557,155,6,4,0,1799,1600,473,2810,483.25032489475694,1053.2224367874078,754.3145993188174,967.9736613496566,1106.80880380231,1128.284020308876,390.6838051909799,390.8626656937815,391.21335969646253,384.70994741256027,135,39,20,26,1,0,0,5
22,10902,6774,4128,3387,2371,502,1016,6527,4560,2614,1051,529,313,140,405,202,85,631,388,147,716,407,165,2279,1304,514,2677,461.80843892896775,1039.6711766630629,738.9366062667405,952.8449860910193,1089.8075831707324,1128.284020308876,367.37638681473715,367.1794648160192,367.5092604812865,367.669334924187,137,14,20,24,26,0,0,6
