,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3,PASSED_OVER_PACKAGES_TLMD
0,10902,7426,3476,3713.0,2599.0,776.0,1114.0,7426.0,3734,3893,592,491,518,79,544,574,91,539,544,83,7,5,1,2153,2252,338,2683,682.0733831168171,1228.0817395047616,993.8043354977697,1204.2043354977704,1280.6043354977814,1303.0043354977865,1207.744802567824,520.2832930267222,520.6720317654609,469.49095068437833,150.0,25.0,22.0,24.0,1,[],[],[],3.0
1,10902,6945,3957,3472.0,2431.0,513.0,1042.0,6945.0,3569,3580,1030,376,361,101,432,451,115,489,456,156,444,447,129,1828,1865,529,2723,697.6493496336193,1240.541619321166,986.980302014572,1183.5803020145722,1275.5803020145795,1310.9803020145876,1188.0776553572007,526.6016018858663,526.9570072912718,526.1295298137943,140.0,20.0,17.0,23.0,21,[],[],[],1.0
2,10902,7680,3222,3840.0,2688.0,759.0,1152.0,7680.0,3050,3112,786,645,702,183,123,133,24,597,621,185,3,5,1,1682,1651,393,3954,721.1657778538392,1293.2385123283716,1034.6967302347923,1250.4967302347923,1345.4967302348032,1371.6967302348091,471.35494656800057,473.2819735950277,1253.9308546707127,444.0427844058376,155.0,6.0,31.0,29.0,1,[],[],[],3.0
3,10902,8204,2698,,,,,,4607,3501,874,10,3,0,702,519,130,677,536,120,0,1,0,3218,2442,624,1920,,,,,,,,393.58379891043506,,261.73467933631207,,,1.0,,1,,,,
4,10902,7103,3799,3552.0,2486.0,734.0,1065.0,7103.0,4864,3590,569,837,642,108,671,428,62,554,411,67,12,6,1,2790,2103,331,1879,681.5471834434426,1204.813814399567,980.4781358243949,1182.6781358243954,1255.278135824406,1277.278135824411,575.2476338938898,574.0647510110069,1186.736326303488,537.5615978578526,144.0,24.0,32.0,21.0,1,[],[],[],3.0
5,10902,7482,3420,3741.0,2619.0,518.0,1122.0,7482.0,3042,2991,1148,425,380,158,457,446,191,573,572,186,8,15,9,1579,1578,604,3721,678.4702806328766,1266.212715110608,993.0012330138295,1203.6012330138292,1301.8012330138367,1342.0012330138459,1207.4289313268225,442.08559594818473,442.26892928151807,436.4432536058422,151.0,22.0,20.0,27.0,1,[],[],[],3.0
6,10902,6909,3993,3454.0,2418.0,428.0,1036.0,6909.0,3995,3566,1094,592,561,165,691,597,160,540,527,160,0,0,0,2172,1881,609,2247,662.3674325417985,1197.2522030835898,957.4983849227509,1154.2983849227512,1226.6983849227574,1267.2983849227667,524.9038985532605,523.2322769316388,523.1989435983055,0.0,140.0,29.0,27.0,25.0,0,[],[],[],1.0
7,10902,7696,3206,3848.0,2694.0,556.0,1154.0,7696.0,3969,3181,1023,674,535,173,0,0,0,845,726,252,0,1,0,2450,1919,598,2729,610.9408059905028,1200.224422813573,947.8717583714558,1163.6717583714558,1238.8717583714636,1278.6717583714726,0.0,437.6682629929549,438.10700173169363,431.57051524520693,155.0,0.0,28.0,37.0,1,[],[],[],2.0
8,10902,8030,2872,4015.0,2810.0,788.0,1204.0,8030.0,3851,2914,686,768,597,129,0,0,0,690,540,138,5,3,2,2388,1774,417,3451,658.8928160239354,1249.695725103416,999.623768404888,1227.223768404888,1303.2237684048998,1331.0237684049061,0.0,445.51623944735246,445.6329061140191,425.80137458248697,163.0,0.0,30.0,28.0,1,[],[],[],1.0
9,10902,6966,3936,,,,,,3281,2061,1154,891,558,316,583,356,221,528,301,180,1,0,1,1278,846,436,4406,,,,,,,675.9900583920933,,678.8112295632645,133.11888722090572,,24.0,,21.0,1,,,,
